,Masindi,Mbale
0,6.064285957152308,6.125694585280951
1,6.070042738305509,6.097763169405871
2,6.068293011053473,6.069029117085975
3,6.054682991384673,6.149586336358325
4,6.056735343862079,5.990600297611413
5,6.052104707506678,6.052661965810316
6,6.052130773563463,6.090790989056548
7,6.10306056731719,6.1629465457416766
8,6.095489048077792,6.1590428325528235
9,6.077143615658899,6.076076948891097
10,6.173519819667611,6.075212876056446
11,6.142057985848633,6.151910282291645
12,6.133074570711704,6.183377283779265
13,6.127784079959406,6.327378349052819
14,6.124489577113207,6.325294744437323
15,6.121292687066978,6.321873636062836
16,6.113643140753075,6.313997973116691
17,6.161144161349006,6.313607988105986
18,6.202184605937016,6.4301943469023986
19,6.354372984576003,6.436508681502148
20,6.361349334856827,6.2258225973734085
21,6.124503715111705,6.22956876614927
22,6.122483898456167,6.2275476341741385
23,6.123622512423043,5.941103502770316
24,6.118333395413176,5.936110990867579
25,6.116939383429103,5.933629195808209
26,6.1101261299601,5.928200534367122
27,6.108122953880963,5.989968378186867
28,6.104634076604516,5.985112557957192
29,6.09294639019578,5.974660715674831
30,6.096754435110813,5.914833599620557
31,6.096423615231827,5.915600186058894
32,6.093598919155624,6.198809498536087
33,5.913047367970069,6.201628316886867
34,5.902456860672624,6.191351789549613
35,5.842409381144868,5.912089301782857
36,5.839799265618317,5.909653092819234
37,5.839995909933781,5.906063544885857
38,5.902478211810154,5.900059830945873
39,5.828507432588327,5.896287447650069
40,5.8876329296930106,5.8876329296930106
41,5.8852374373691445,5.882789455730505
42,5.91239643131641,5.875485673277005
43,6.287738756600155,6.152141484668644
44,6.253849702009266,6.158207792230096
45,6.379122069505014,6.155978518190804
46,6.305033192846769,6.144588235748122
47,6.343399460271448,6.14072173954953
48,6.350019156170734,6.133180094494065
49,6.386200734524484,6.346750768733793
