,Tororo,Kisumu
0,5.366612950491872,5.663050592336632
1,5.340941584956898,5.658422997047921
2,5.3145937976166415,5.603264899627125
3,5.295622821353832,5.658435682791919
4,5.291061483717872,5.649614801044308
5,5.348429982859414,5.6453157285155475
6,5.549749753989781,5.656204742720281
7,5.610142423642327,5.802409186260294
8,5.602991124233586,5.798528843119516
9,5.576141902958443,5.795368494635372
10,5.4923782278421704,5.792136561535243
11,5.423705056340891,5.791749730263689
12,5.360092855457803,5.790034499001399
13,5.454821743197266,5.79116715685274
14,5.5281612144275725,5.788058315131654
15,5.5139818386605155,5.784959108361613
16,5.555958906579959,5.779982896630039
17,5.635625854879024,5.77430474846033
18,5.656488286964094,5.768359647969329
19,5.725621390378153,5.763139938819203
20,5.695102992115967,5.756721464185711
21,5.643596694341668,5.747452117001923
22,5.687556151203077,5.852975591899102
23,5.72931576756422,5.852145456585041
24,5.722318971851242,5.964318411082766
25,5.7813879192895,6.070165435692222
26,5.969114394466924,6.057741573514864
27,5.9628779560878975,6.045890772185865
28,5.964084995289282,6.1341510512095425
29,5.983435180334269,6.2214516905106825
30,6.007103365847976,6.219830190693429
31,6.029826072147289,6.230121695754557
32,5.797147848052577,6.234106630229812
33,5.1801395887336295,6.236415078500186
34,5.372561740665815,6.0489982865163086
35,5.366130350325041,5.938092164952554
36,5.423792202869158,5.832822456095262
37,5.527474771622853,5.838244418011139
38,5.471308355088266,5.838868489147492
39,5.342139477487782,5.789942314452403
40,5.342936347741292,5.838103387324477
41,5.154580502417795,5.7086395710418545
42,5.154315200331731,5.705968095397696
43,5.075605806730655,5.700392527317466
44,5.1529607047350146,5.690898990958889
45,5.275061057675458,5.68728780791741
46,5.133677469568224,5.595333601459176
47,5.117816535418485,5.691082366106241
48,5.211709363575876,5.6812723892289725
49,5.204488406774421,5.7570714098044515
50,5.054234707216013,5.67054198068604
51,5.094273598728534,5.748978841888254
52,5.123795709372973,5.670452751457429
53,5.039616508713424,5.741984323720734
54,5.073983710502667,5.575087141284258
55,5.044143123349394,5.54308517019238
56,5.072644476051474,5.516384814767096
57,5.064955123696586,5.51754129358232
58,4.53969047128427,5.521002374922609
59,4.526104197836701,5.339466838321893
60,4.526622869038901,5.330396879833921
61,4.507543104770602,5.507666154635059
62,4.468255461410195,5.512297429154828
63,4.641371777279842,5.513197636284299
64,4.8450582667783735,5.5107485676315795
65,4.943140500340458,5.527413550334973
66,4.944059829839408,5.4941026261324355
67,4.8042179123373625,5.5611286309050945
68,5.019239533194721,5.65008736520297
69,5.100216309973188,5.493305968234323
70,5.033716055574165,5.437422675972245
71,5.300741684808489,5.427966688336249
72,5.227376269354647,5.422118501286266
73,5.223509773156054,5.476715704823058
74,5.367203805187378,5.476130764378098
75,5.550062909233008,5.620836033319873
76,5.563053355337969,5.878614745410771
77,5.520292489346226,5.874398484848228
78,5.500180573695616,5.872401062298474
79,5.579045065873803,5.743380796726998
