,Eldoret,Nairobi
0,6.5975990927843515,6.646389256953784
1,6.529172917320767,6.639041435259668
2,6.542853543726102,6.687488450843135
3,6.575399588706978,6.664819458193112
4,6.566243885146357,6.633927826383913
5,6.562791194386278,6.635206259414846
6,6.572123666604727,6.640537434794652
7,6.64089880903282,6.642141817272417
8,6.633790707182643,6.668774329881169
9,6.6083439324601665,6.661404307088801
10,6.565447817194299,6.654662809002483
11,6.573465456687939,6.650281053856099
12,6.489935121849543,6.623821061543903
13,6.455646589205965,6.6209496072483445
14,6.394382903282802,6.630053253646403
15,6.2974354618860255,6.616980130539704
16,6.242893982776978,6.617135250433609
17,6.292614325884049,6.614026408712523
18,6.323245129490702,6.6109272019424825
19,6.351516813718182,6.607061460931148
20,6.3927406716863295,6.6247541389301885
21,6.387398856375553,6.595038221153797
22,6.427257504704034,6.608596743147879
23,6.48159495742286,6.582504220773498
24,6.618715381050426,6.597418561544886
25,6.596195810441369,6.577088911765866
26,6.58279703260344,6.5698298857950155
27,6.634620509036087,6.564017031985086
28,6.642439167868435,6.564431530349914
29,6.688841229613597,6.5300176440869455
30,6.690197077351437,6.53994365666427
31,6.735312768732915,6.526892946567049
32,6.732615095060158,6.534979303293161
33,6.831905765651529,6.736087842754295
34,6.690545688143479,6.73550882888961
35,6.693505028047079,6.7449322539958025
36,6.642163593156939,6.7472407022661764
37,6.637693422977616,6.7431674395719465
38,6.632377649562559,6.740124394407893
39,6.63866360280412,6.749620673390103
40,6.61629104235757,6.753015007712652
41,6.649234530454639,6.755159221021647
42,6.630725493818413,6.7583281582099595
43,6.6387771033736165,6.755414007099377
44,6.604964871670312,6.756570373233819
45,6.627477743147643,6.753898897589661
46,6.723849723317328,6.750979665241188
47,6.742109040732414,6.742619896426794
48,6.733019947164562,6.733019947164562
49,6.785883385452971,6.721602231451038
50,6.744265597927602,6.741763720215278
51,6.730807116111072,6.732315032958749
52,6.701018483002359,6.721296273593566
53,6.585901899199114,6.67596542327674
54,6.582430915839419,6.662211052945607
55,6.540337784534935,6.611632335676067
56,6.473177489950581,6.559014468684269
57,6.421041544792106,6.423072002342488
58,6.367348986724408,6.368775520489862
59,6.309279455127117,6.212608833725317
60,6.284368678675764,6.287445604180244
61,6.2793163966829475,6.325240913570056
62,6.300100662450232,6.356079930192133
63,6.3317383350390655,6.360072958526515
64,6.315544108809236,6.317042236430258
65,6.271993364470966,6.337217387275688
66,6.252926015396951,6.2671555045009155
67,6.282559986496706,6.291762505427867
68,6.305925055153349,6.343526241085852
69,6.43036633939427,6.2697933143828655
70,6.407574454727711,6.267272555535977
71,6.433428729692819,6.427517382429762
72,6.399875275589595,6.452880812929591
73,6.44589514813056,6.390234301025007
74,6.460883859100299,6.395011114949591
75,6.539691414987289,6.4290748139002885
76,6.599507788191578,6.492465994366607
77,6.694449336342189,6.569547085641163
78,6.709907137480967,6.541147052972701
79,6.767628949632836,6.475104252705267
80,6.76523353529331,6.497597010635765
