,Machakos,Makueni
0,6.656551736270831,6.656551736270831
1,6.645696744609984,6.645415885178283
2,6.634353341135345,6.634353341135345
3,6.738350745752991,6.735312768732915
4,6.731601410229312,6.731601410229312
5,6.736595585847204,6.736595585847204
6,6.734485810897574,6.734485810897574
7,6.744168603710505,6.742384481917004
8,6.7472407022661764,6.7472407022661764
9,6.7431674395719465,6.7431674395719465
10,6.740634989261978,6.7370553382904745
11,6.747843346528941,6.745553560513844
12,6.721702696322021,6.677380799888984
13,6.449411148831758,6.448058883581744
14,6.469657770461288,6.455416761446466
15,6.518358185006328,6.504262415205933
16,6.50303189297508,6.501148061962706
17,6.618975316091951,6.617864821807924
18,6.610090623639443,6.597779332159993
19,6.609707247941118,6.608599214586755
20,6.4887842177729995,6.425240226801937
21,6.421717222013925,6.389127779914979
22,6.205056733283875,6.169429555640725
23,6.362253082344705,6.2880350568149845
24,6.368178055235038,6.21402737540778
25,6.291757457058001,6.34934345888069
26,6.204254566255459,6.212608833725317
27,6.264134525311796,6.207530896506882
28,6.280856042868541,6.280856042868541
29,6.307777643798006,6.282531112115966
30,6.359539473654137,6.285872856467305
31,6.351071053975522,6.353241036743845
32,6.342720141151101,6.3811788911074805
33,6.408357388521492,6.408357388521492
34,6.342078014909487,6.410684338266384
35,6.376755098149193,6.380426543535858
36,6.4102698741493835,6.3492245716654345
37,6.348736504576648,6.343018118729653
38,6.372625633142221,6.344612596914546
39,6.406929179597177,6.406929179597177
40,6.401664499440328,6.397677783196507
41,6.391087273239116,6.391087273239116
42,6.445717014792534,6.384698738678216
43,6.654523873933005,6.4394939573929655
44,6.56421417981717,6.56421417981717
45,6.564438980404133,6.564438980404133
46,6.560727550511428,6.554031096916307
47,6.573267574406247,6.575448427740122
48,6.58565229164104,6.596416658228198
49,6.6672317740434694,6.621920866600269
50,6.742655104587011,6.646790754638274
51,6.633247609643293,6.633762145286237
52,6.629528141662018,6.634672185926927
53,6.679578237690898,6.633117094690096
54,6.72724227003319,6.631559581377472
