,Kasese,Ruhengeri
0,5.266285508327007,5.686382421893085
1,5.195917505983043,5.482212555954618
2,5.185958910135953,5.343785744428647
3,5.221032879357389,5.317259692350922
4,5.223111132440883,5.462798568075496
5,5.136295417425962,5.5898220860739505
6,5.567012749439217,5.64041055206493
7,5.567228546636379,5.723646630114792
8,5.527192406565706,5.633496878688155
9,5.497373022466234,5.647826310704707
10,5.490471258621478,5.442972920479464
11,5.485513885498625,5.637366665183314
12,5.429794741540402,5.828100996868503
13,5.3589575269467336,5.818129277922894
14,5.397093811872772,5.873783954270277
15,5.4159222635835285,5.746517346180854
16,5.409913386757244,5.757736228865874
17,5.408099538487851,5.820826850835738
18,5.500594215194037,5.882635601941433
19,5.526585482262797,5.877459274311107
20,5.500995865354972,5.87745251160922
21,5.546280461722336,5.932549491622618
22,5.546067412955479,5.935301379881539
23,5.54585440956873,5.783709938631334
24,5.556347597857354,5.771307253815568
25,5.587182265971364,5.748888479187723
26,5.628726455502891,5.745864548335489
27,5.476937271098081,5.742168303048542
28,5.615586711787795,5.896988466668348
29,5.785360236914406,5.902075447499354
30,5.93045064721963,5.90847120073121
31,5.869718158346983,5.909609747127564
32,5.797147848052577,5.907674470471145
33,5.798202139185474,5.352890014635128
34,5.487085169245161,5.576571269155546
35,5.4286507073063754,5.572610923236017
36,5.423792202869158,5.657981515716713
37,5.523922370018485,5.8024266553006925
38,5.61415947966159,5.79558037972506
39,5.699665123306827,5.8770732642505985
40,5.504657086429095,5.8797785777764275
41,5.509969272545783,5.888558694303065
42,5.509835631923639,5.902518315739796
43,5.399951863554027,5.571507339385583
44,4.997954958588023,5.570072281113154
45,5.364153600868913,5.5703137274502375
46,5.398856937986302,5.446643050963132
47,5.340960086732695,5.39362695989835
48,5.2955299611516224,5.226505346913041
49,5.031057255317754,5.386743758941939
50,4.957573358658255,5.393635719744837
51,4.92706805232435,5.5153510240897505
52,4.736172239430261,5.404346046175641
53,4.733992542886342,5.212594957636131
54,4.666220668449808,5.141937138118678
55,4.4730797295284805,5.1392737720522765
56,4.502981105981861,5.347775083481243
57,4.522474967701403,5.293802470598628
58,4.523722180934396,5.299020872571068
59,4.527454514461543,5.251980332784065
60,4.651334710704814,5.281033476975662
61,4.652254040203766,5.313842779635041
62,4.683771759261495,5.322465976061956
63,4.942049894503591,5.255925038674372
64,5.057198924889497,5.202292790873619
65,5.033716055574165,5.261626827350946
66,5.031486781534874,5.295327034191545
67,4.774732600971392,5.422927602307355
68,4.711146870071177,5.359956589339543
69,4.660042381252621,5.444418887112604
70,5.081759205498516,5.478250628743873
71,5.377469152909199,5.465165493275693
72,5.427699702518401,5.465558602968684
73,5.52419544989949,5.504621008416834
74,5.549679171069438,5.548958411605434
