,Ruhengeri,Kigali
0,5.686382421893085,6.036357173261998
1,5.482212555954618,6.056300376498575
2,5.343785744428647,6.0050341779078815
3,5.317259692350922,5.9455523460825646
4,5.462798568075496,5.8929182136723295
5,5.5898220860739505,5.854389601226159
6,5.64041055206493,5.8814509173696505
7,5.723646630114792,5.890037364836552
8,5.633496878688155,5.853221623253579
9,5.647826310704707,5.890362199234257
10,5.442972920479464,5.92439075100964
11,5.637366665183314,5.902680216907551
12,5.828100996868503,5.951651236247045
13,5.818129277922894,5.954290596024135
14,5.873783954270277,5.9042431617549855
15,5.746517346180854,5.913236441169735
16,5.757736228865874,5.921032241515324
17,5.820826850835738,6.008580251512054
18,5.882635601941433,5.9850506073695025
19,5.877459274311107,5.928936826906347
20,5.87745251160922,5.975777264120205
21,5.932549491622618,5.963533037142585
22,5.935301379881539,6.015791735174351
23,5.783709938631334,5.979062459416928
24,5.771307253815568,5.926263505101222
25,5.758748808539532,6.022949139096596
26,5.749359274202527,6.034641208351415
27,5.748888479187723,6.035377742432729
28,5.745864548335489,6.02979299071882
29,5.742168303048542,6.027803291878598
30,5.896988466668348,6.068591596446832
31,5.902075447499354,6.061243699318592
32,5.90847120073121,6.043174239652624
33,5.909609747127564,6.058110932608352
34,5.907674470471145,6.053366294244605
35,5.352890014635128,5.998734630366377
36,5.576571269155546,5.981490674658081
37,5.572610923236017,6.034597241576024
38,5.657981515716713,6.034166389744794
39,5.8024266553006925,6.02454403925959
40,5.79558037972506,5.992748444636009
41,5.8770732642505985,6.008842541881721
42,5.8797785777764275,6.001054548740154
43,5.888558694303065,6.008996363851821
44,5.902518315739796,6.023010932408279
45,5.571507339385583,6.040777869158783
46,5.570072281113154,6.039446517702006
47,5.5703137274502375,6.087828339367025
48,5.446643050963132,6.063056437291688
49,5.39362695989835,6.056438143849156
50,5.226505346913041,6.026183318279003
51,5.21888317334266,5.5909322845309815
52,5.209444807921487,5.56188544772143
53,5.169102939642798,5.527471364087863
54,5.302409381441243,5.481561363473918
55,5.386743758941939,5.533698171898602
56,5.393635719744837,5.542255412020562
57,5.5153510240897505,5.299068563155487
58,5.404346046175641,5.4004775693977205
59,5.212594957636131,5.410059494532649
60,5.141937138118678,5.401591898315803
61,5.1392737720522765,5.294859172355196
62,5.347775083481243,5.297555326502216
63,5.293802470598628,5.293802470598628
64,5.299020872571068,5.011338800119288
65,5.083275951223835,5.016584576725163
66,5.085961996813865,5.019270622315193
67,5.251980332784065,5.358025545490209
68,5.281033476975662,5.378568351802099
69,5.313842779635041,5.4321067001287755
70,5.322465976061956,5.447376625642572
71,5.255925038674372,5.404819464612802
72,5.202292790873619,5.5279841892923836
73,5.261626827350946,5.528546908354297
74,5.295327034191545,5.39301627935272
75,5.422927602307355,5.392037115288017
76,5.359956589339543,5.491974740817798
77,5.444418887112604,5.4842071371710155
78,5.478250628743873,5.545228445913004
79,5.465165493275693,5.484686965020713
80,5.465558602968684,5.465558602968684
81,5.504621008416834,5.4659518672576795
82,5.548958411605434,5.462922414617662
83,5.620340833198896,5.7740598272866634
84,5.593844477669925,5.704422129605038
85,5.495615016389327,5.600975532047153
86,5.591207921877089,5.655936394577584
87,5.550513873773169,5.652093666591089
88,5.568693588168818,5.628961640182937
89,5.614719734401652,5.675344356218087
90,5.829185556865135,5.9109087142332
91,5.773842846645338,5.951268432827086
92,5.747925345648429,5.940914398557166
93,5.72131821467929,5.872141104413873
94,5.710345222818582,5.815964772281768
95,5.533089301487605,5.583922367286838
96,5.450571205152485,5.514490722865772
