,Busia,Owino
0,6.318462984402514,6.425219904546283
1,6.337440950762077,6.55895576741423
2,6.316188099802063,6.502364627366297
3,6.312043019468261,6.494874353063846
4,6.3872553915217,6.618277430407989
5,6.358921285335857,6.605846195190644
6,6.336599528487916,6.4525903644475
7,6.403138777787544,6.552406136343881
8,6.135943578426915,6.583306706487137
9,6.318066477928407,6.615933575438553
10,6.292744691025658,6.254477586647204
11,6.364133904030523,6.477066337580395
12,6.233923744733619,6.436759632406356
13,6.283766709015299,6.394081671682812
14,6.2642628327982495,6.457941355652555
15,6.279482992071245,6.541643195727906
16,6.318338482369976,6.556107830249778
17,6.419610623769823,6.589533478879123
18,6.4160879355427145,6.5743119407576085
19,6.319295131018286,6.398114045424532
20,6.168196797178696,6.273557312836522
21,6.188487988431572,6.300161239991715
22,6.261066817385763,6.461141600786897
23,6.318982538170334,6.506716735358224
24,6.34400489913866,6.503766816133705
25,6.426697114685671,6.540788747110095
26,6.4436084680391446,6.538853054717605
27,6.5005031950970995,6.638017812616077
28,6.536507788619762,6.6359067418606585
29,6.542105035181455,6.751808050114444
30,6.573984859087074,6.750390632850896
31,6.566451950177369,6.798991123381322
32,6.626442213394548,6.795426603304579
33,6.320739745217466,6.477932645340147
34,6.2572799749626205,6.275183266455148
35,6.1697472348898375,6.277598763045304
36,6.304228302247334,6.37044067943786
37,6.324607257103773,6.451455080544969
38,6.366576585153397,6.447769105613445
39,6.384156553993323,6.4454039239282785
40,6.391725383085202,6.479296931875494
41,6.376299531708487,6.513422950125465
42,6.340108240376205,6.491903206511004
43,6.173066404506129,6.246809878751679
44,6.055848936770209,6.200410091507986
45,6.0010634591662155,6.097921742852849
46,5.998788364642731,6.222810650635631
47,6.138586130010234,6.341429322524985
48,6.13140875358258,6.286661969353938
49,6.139071629404233,6.293222309231491
50,5.902397921938062,5.9749443426336715
51,5.972560340355643,6.08959064733516
52,5.971310039734474,6.09620787791807
53,5.929703444569913,6.077799615488465
54,5.982053627561884,6.2691793717656585
55,5.944566815426748,6.065927672431015
56,6.015461771344169,6.00311230054583
57,5.970295975445936,5.93608511352962
58,5.730182953450687,5.737290303909339
59,5.732268964572776,5.7954405532111
60,5.701268829493364,5.85039437311795
61,5.735724872959848,5.864851360215098
62,5.732889943539251,5.869226387091382
63,5.756427367978361,5.852730596523678
64,5.752279466640863,6.023432237141434
65,5.835325298116617,6.014703821464067
66,5.843348709775264,6.020651435457276
67,5.717511210095894,5.84284145138766
68,5.6865081572831535,5.847339446508051
69,5.760906013162644,5.713477319591533
70,5.856639982317028,5.85911523110557
71,5.844419438849058,5.8667251963633555
72,5.912407847648022,6.040662183171701
73,5.9005644168589795,6.047597628917374
74,5.95560904299699,6.054468022470003
75,6.019313963734245,6.251620427969974
76,6.039841405289059,6.170044155741471
77,6.08777932027933,6.235529533008196
78,6.103159078239208,6.274307334435037
79,6.345259344147123,6.389061966805516
80,6.316250169677425,6.456945258824288
81,6.258334989814062,6.452777907140362
82,6.12786287825786,6.344497805944682
83,6.065788822982034,6.3903324887379735
