,Busia,Masindi
0,6.091773815325784,6.123251474202466
1,6.091806862453398,6.060442530899319
2,6.173231723467434,6.07692304133352
3,6.200579144544911,6.077322641474356
4,6.128824478289879,6.064285957152308
5,6.145411064028589,6.070042738305509
6,6.16172701769957,6.068293011053473
7,6.029193081171234,6.054682991384673
8,6.038767426445918,6.056735343862079
9,6.047635426324382,6.052104707506678
10,6.064265506029456,6.052130773563463
11,6.143944773457486,6.1069795792240145
12,6.202546118531996,6.10306056731719
13,6.180486149306463,6.095489048077792
14,6.1277195972409695,6.077143615658899
15,6.072012873325774,6.173519819667611
16,6.053064447655013,6.142057985848633
17,6.040541068613632,6.133074570711704
18,6.04250429926937,6.141759257364711
19,6.039025098096,6.136612844860007
20,6.06590802390268,6.135574564806038
21,6.063785790544317,6.134535205606046
22,6.100676423779259,6.127784079959406
23,6.1362544186927925,6.124489577113207
24,6.164756795236539,6.121292687066978
25,6.2114316365718665,6.113643140753075
26,6.197920491212758,6.161144161349006
27,6.170337898271727,6.354372984576003
28,6.01459182757544,6.361349334856827
29,5.852293004104387,6.124503715111705
30,5.850179194283425,6.122483898456167
31,5.909813344777106,6.123622512423043
32,5.9126371474713375,6.118333395413176
33,5.93184719355464,6.116939383429103
34,5.877032247792721,6.1101261299601
35,5.797562702326286,6.108122953880963
36,5.822725216064055,6.104634076604516
37,5.758281564449163,6.09294639019578
38,5.730587114417018,6.096754435110813
39,5.67509115495089,6.096423615231827
40,5.719617573288181,6.093598919155624
41,5.842409381144868,5.842409381144868
42,5.844953916206982,5.839799265618317
43,5.891374481824263,5.839995909933781
44,5.935735433566636,5.902478211810154
45,5.9540524735802,5.828507432588327
46,6.074426947692899,5.8876329296930106
47,6.072031455369033,5.8852374373691445
48,6.065576641469793,5.91239643131641
49,6.250121893028848,6.287738756600155
50,6.289684155018482,6.253849702009266
51,6.309607685620324,6.379122069505014
52,6.3144009428503685,6.305033192846769
53,6.289332239001173,6.343399460271448
54,6.450456860365343,6.350019156170734
55,6.446663549166113,6.386200734524484
