,Ruhengeri,Kabale
0,6.8135210551647605,6.701370265931681
1,6.810748082922316,6.700888158736531
2,6.790431092119046,6.696305919925822
3,6.765571627177055,6.747314433444672
4,6.779237455066693,6.743174060860236
5,6.798544539692396,6.734841530009721
6,6.821736316210255,6.769371524285239
7,6.7911934211890586,6.822492356596554
8,6.805207369387469,6.792521356799219
9,6.792370396876302,6.761624268926409
10,6.861092994156332,6.747550490779322
11,6.813201935145533,6.747654111243598
12,6.802872318444153,6.676617289707049
13,6.78904322653777,6.67576964936374
14,6.768226647180095,6.669877482592703
15,6.762050781454818,6.698488811606276
16,6.736856110620549,6.722171093365387
17,6.792533393429326,6.736131877407526
18,6.8110443112941885,6.747918247451214
19,6.810413684426482,6.650603785065676
20,6.809377056711561,6.6454878114017575
21,6.810479038787743,6.71367257311054
22,6.811583308225624,6.709005219374411
23,6.805929147388593,6.646740803749382
24,6.800242835141403,6.677944559785632
25,6.848428079655556,6.673782636202998
26,6.847954797375551,6.635611015110019
27,6.845384689993779,6.7219391630175345
28,6.841007786991967,6.721086458204746
29,6.843339265348304,6.788462071485471
30,6.846374027923991,6.794677633103546
31,6.852737401657419,6.802743518466312
32,6.853417162565521,6.81029955490473
33,6.854164942208932,6.81765089567165
34,6.858107532387714,6.818594044146769
35,6.8576869493303585,6.816275987714999
36,6.853863218306122,6.841756325876922
37,6.848732973604506,6.837859359975327
38,6.836158484034943,6.856297778828265
39,6.828856108109329,6.828146904917544
40,6.820229900963154,6.824710669043093
41,6.8233815623447205,6.78559093189116
42,6.833153202340072,6.671429464873556
43,6.847343831622957,6.700512893768329
44,6.852580761929317,6.72941128792138
45,6.851658411926584,6.791459411432239
46,6.805668132517342,6.759759979614422
47,6.805091157745374,6.7566361287981715
48,6.804516756600616,6.756606659865112
49,6.8359432593471405,6.754222657587084
50,6.829728545544641,6.720362186991064
51,6.817473276852353,6.743758663329377
52,6.807652905583659,6.789641222281523
53,6.710613852196878,6.788237301679952
54,6.703079531454919,6.805475249509322
55,6.730464012647935,6.80437423335443
56,6.7737533357147415,6.785056492055889
57,6.815897885274675,6.765332120597391
58,6.820153170268654,6.714994011752926
59,6.814656500500298,6.7207646585079175
60,6.809158933198022,6.716524247478587
61,6.806864602037824,6.7007371741623745
62,6.796921553933091,6.71657941770138
63,6.827230029427219,6.681182754941851
64,6.813598416771321,6.714846285049665
65,6.810071778101436,6.71768342595075
66,6.807959666693398,6.722600088969929
67,6.812208833519188,6.676651637364539
68,6.817439060212475,6.678660885227514
69,6.8355631349145005,6.685251759471619
70,6.830828488019258,6.707752652457285
71,6.809306459696213,6.736654824225794
72,6.787285990253007,6.627869209643369
73,6.776335923355868,6.657638174942715
74,6.763516390622766,6.644861137314954
75,6.8760581790826185,6.641552832590525
76,6.870501498290906,6.687766090223947
77,6.862767211617765,6.71114546597463
78,6.852355510523528,6.710404103204066
79,6.851404835019904,6.761325118056105
80,6.851349769330533,6.709348194898656
81,6.849216775737552,6.710343448305114
82,6.782376834188294,6.706572548026639
83,6.633588287510623,6.698987818413443
84,6.593910587099939,6.696712784906028
85,6.579529471221743,6.698618671297639
86,6.5716571634839,6.697666798152629
87,6.563257642718898,6.6941109837239425
88,6.544967024644683,6.6888326020961735
89,6.52531244516117,6.686167394112799
90,6.520605123980702,6.686257294259389
91,6.5365525369873305,6.6853024405543255
92,6.528800562976612,6.690208244650055
93,6.520988026077239,6.685214353074378
94,6.50794577195153,6.686768439199186
95,6.5031243093684505,6.685716070563467
96,6.50014577425938,6.68645276785693
