,Kisumu,Nakuru
0,5.663050592336632,5.481733555968683
1,5.658422997047921,5.483828675074848
2,5.603264899627125,5.489936214320122
3,5.658435682791919,5.476114125997964
4,5.649614801044308,5.466277500130518
5,5.6453157285155475,5.466881610066053
6,5.644411917069104,5.481495452284838
7,5.661726557228723,5.496476984333416
8,5.662286980255242,5.5432655543477125
9,5.656204742720281,5.538008739888918
10,5.802409186260294,5.529055015992362
11,5.798528843119516,5.566109449342783
12,5.795368494635372,5.600755801257136
13,5.792136561535243,5.59777702618181
14,5.791749730263689,5.597390194910255
15,5.790034499001399,5.636358540284409
16,5.79116715685274,5.634646246003519
17,5.788058315131654,5.632367624338421
18,5.784959108361613,5.587754620875948
19,5.779982896630039,5.545394299069956
20,5.77430474846033,5.541852143168398
21,5.768359647969329,5.534443999673209
22,5.763139938819203,5.530653883332676
23,5.756721464185711,5.5611317577429045
24,5.747452117001923,5.661878554781921
25,5.852975591899102,5.681887239771205
26,5.852145456585041,5.743950070141367
27,5.964318411082766,5.7263850566222505
28,6.070165435692222,5.760239471327563
29,6.057741573514864,5.8884789667430075
30,6.045890772185865,5.974431808203719
31,6.1341510512095425,6.016483642540626
32,6.2214516905106825,6.024153679527171
33,6.219830190693429,6.0861772101302805
34,6.230121695754557,6.070589328954531
35,6.234106630229812,6.048216372222951
36,6.236415078500186,5.695959788303839
37,6.0489982865163086,5.643533178408144
38,5.938092164952554,5.604576828017877
39,5.832822456095262,5.580056648749709
40,5.838244418011139,5.586206400697214
41,5.838868489147492,5.586102681801939
42,5.789942314452403,5.564456449870527
43,5.838103387324477,5.5087486184721275
44,5.7086395710418545,5.473799979964453
45,5.705968095397696,5.433670941785395
46,5.700392527317466,5.339125632083037
47,5.690898990958889,5.332551805827794
48,5.68728780791741,5.350815571296197
49,5.595333601459176,5.426257271415242
50,5.691082366106241,5.410063811885231
51,5.6812723892289725,5.423781289056337
52,5.7570714098044515,5.4168885937867035
53,5.67054198068604,5.393311309781967
54,5.748978841888254,5.289446512509814
55,5.670452751457429,5.290854167616759
56,5.741984323720734,5.245922320260343
57,5.575087141284258,5.246063728676035
58,5.54308517019238,5.246206386990925
59,5.516384814767096,5.250681649034091
60,5.51754129358232,5.2551770291148285
61,5.521002374922609,5.253633929870541
62,5.339466838321893,5.1110644082748955
63,5.330396879833921,4.944734399021936
64,5.507666154635059,4.974367675017009
65,5.44265043059901,4.770705457689668
66,5.512297429154828,4.774698486024049
67,5.513197636284299,4.942652777816686
68,5.5107485676315795,4.943553796049248
69,5.527413550334973,4.969441148143281
70,5.4941026261324355,4.966182569007144
71,5.5611286309050945,4.964441716532711
72,5.65008736520297,4.964400760782645
73,5.493305968234323,4.964359803355138
74,5.437422675972245,4.977299155326217
75,5.427966688336249,5.029581255816146
76,5.422118501286266,5.024600454870633
77,5.476715704823058,5.0745894979804085
78,5.476130764378098,5.333029920737425
79,5.620836033319873,5.650562213585073
80,5.878614745410771,5.628563741176636
81,5.874398484848228,5.609369920403274
82,5.872401062298474,5.633051512271211
83,5.743380796726998,5.538790733771096
84,5.841434452492073,5.434711325991516
85,5.930726323901292,5.687858267239304
86,5.864716772249512,5.72207068925438
87,5.717985684444245,5.528957886370207
88,5.718253174917198,5.500547027052287
89,5.714671083395043,5.461518757151466
90,5.740418591141374,5.458524012339249
91,5.904179009916696,5.466027808045331
92,5.896530832160317,5.461402532228593
