,Tororo,Eldoret
0,5.366612950491872,5.40235996842717
1,5.340941584956898,5.485834693801714
2,5.3145937976166415,5.562256875899748
3,5.295622821353832,5.563125502987594
4,5.291061483717872,5.5472578543800175
5,5.348429982859414,5.540989582219774
6,5.549749753989781,5.5852044312251925
7,5.610142423642327,5.614821837749787
8,5.602991124233586,5.6116514697897
9,5.576141902958443,5.736872287953763
10,5.4923782278421704,5.702791461199394
11,5.423705056340891,5.669684032815304
12,5.360092855457803,5.5313670964152335
13,5.454821743197266,5.565890650588389
14,5.5281612144275725,5.562781808867302
15,5.5139818386605155,5.559682602097261
16,5.555958906579959,5.556127854713065
17,5.635625854879024,5.618013504133962
18,5.656488286964094,5.58030741646639
19,5.725621390378153,5.573927743219124
20,5.695102992115967,5.570668024203145
21,5.643596694341668,5.641291921173533
22,5.687556151203077,5.635911086661275
23,5.72931576756422,5.827643908543224
24,5.722318971851242,5.819348123600469
25,5.7813879192895,5.769808922343714
26,5.969114394466924,5.807437756739882
27,5.9628779560878975,5.983108652229409
28,5.964084995289282,5.959753612171627
29,5.983435180334269,5.998624812023313
30,6.007103365847976,5.959846070158149
31,6.029826072147289,5.9888055438607015
32,5.797147848052577,5.996869315839742
33,5.1801395887336295,5.85614021922058
34,5.372561740665815,5.8020564056480115
35,5.366130350325041,5.772486606150529
36,5.423792202869158,5.783397572767739
37,5.527474771622853,5.718719359584662
38,5.471308355088266,5.763783859039392
39,5.342139477487782,5.649511699367608
40,5.342936347741292,5.553816903873834
41,5.154580502417795,5.554973270008276
42,5.154315200331731,5.521318248844151
43,5.075605806730655,5.459230470500578
44,5.1529607047350146,5.469216360284354
45,5.275061057675458,5.46268546713954
46,5.133677469568224,5.481115631967288
47,5.117816535418485,5.49897092403976
48,5.211709363575876,5.49549659756693
49,5.204488406774421,5.52262078757555
50,5.054234707216013,5.481896746596045
51,5.094273598728534,5.478688512148342
52,5.123795709372973,5.482449361196043
53,5.039616508713424,5.475938750862315
54,5.073983710502667,5.473526941134762
55,5.044143123349394,5.246206386990925
56,5.072644476051474,5.206229886463256
57,5.064955123696586,5.206169450008134
58,4.53969047128427,5.162662151664815
59,4.526104197836701,4.949812336240371
60,4.526622869038901,4.822899046160605
61,4.507543104770602,4.879057495212685
62,4.468255461410195,4.883897777989041
63,4.641371777279842,4.820050455724354
64,4.8450582667783735,4.8108673548902905
65,4.943140500340458,4.86663165427706
66,4.944059829839408,4.983277002366445
67,4.8042179123373625,5.088590146056171
68,5.019239533194721,5.040090552975195
69,5.100216309973188,5.184068892220713
70,5.033716055574165,5.191413299921033
71,5.300741684808489,4.98633127202233
72,5.227376269354647,5.037706802375934
73,5.223509773156054,5.077086378178995
74,5.367203805187378,5.210427598645093
75,5.550062909233008,5.431594033681344
76,5.563053355337969,5.438255832750031
77,5.520292489346226,5.649035176795705
78,5.500180573695616,5.754895150102365
79,5.579045065873803,5.743380796726998
