,Gulu,Masindi
0,5.945462523165451,6.127784079959406
1,6.011870699005057,6.124489577113207
2,6.226159497456815,6.121292687066978
3,6.314404064492829,6.113643140753075
4,6.310361232007116,6.161144161349006
5,6.430553865151822,6.202184605937016
6,6.515061446014531,6.354372984576003
7,6.521792467968401,6.361349334856827
8,6.230897669999323,6.124503715111705
9,6.2275476341741385,6.122483898456167
10,5.536230636314049,6.123622512423043
11,5.715344148931217,6.118333395413176
12,5.790300067724129,6.116939383429103
13,5.781346997658313,6.1101261299601
14,5.781213564324757,6.108122953880963
15,5.517343566512873,6.104634076604516
16,5.503751699314282,6.09294639019578
17,5.508165845546633,6.096754435110813
18,5.691707851482444,6.096423615231827
19,5.601258720259063,6.093598919155624
20,5.603546248123648,5.913047367970069
21,5.591860528697967,5.902456860672624
22,5.601715818129006,5.842409381144868
23,5.601686349195947,5.839799265618317
24,5.684125539226995,5.839995909933781
25,5.75714522438554,5.902478211810154
26,5.752999880080181,5.828507432588327
27,5.8876329296930106,5.8876329296930106
28,5.8852374373691445,5.8852374373691445
29,6.001445369370634,5.91239643131641
30,6.150301557746637,6.287738756600155
31,6.158207792230096,6.253849702009266
32,6.155978518190804,6.379122069505014
33,6.144588235748122,6.305033192846769
34,6.234691661153565,6.343399460271448
35,6.26786608833218,6.350019156170734
36,6.387632373995921,6.386200734524484
