,Ruhengeri,Kigali
0,6.1496858585690015,6.610654572924529
1,6.056300376498575,6.527022138629751
2,6.036932924988593,6.442398033096756
3,6.011591005672084,6.452704987440505
4,6.208951377524065,6.4211218419049745
5,6.37370726342418,6.3818572677861045
6,6.421562369717449,6.41215791168947
7,6.444616316274036,6.417968668847862
8,6.298083052558324,6.395864436139286
9,6.294294068623483,6.4089058284778835
10,6.162304880034476,6.4016191643122715
11,6.236038042291054,6.378190424051511
12,6.233566104976668,6.356308915970608
13,6.291961155137457,6.342013303231424
14,6.383578118429606,6.3408838873316
15,6.360800369586706,6.330911713184831
16,6.373399263296248,6.3556792310702805
17,6.426962654406053,6.439363167604508
18,6.447141375171047,6.480043589115258
19,6.509501834581397,6.474282247601098
20,6.522731611974701,6.47109870135023
21,6.551947251484816,6.524600555311195
22,6.553847944347396,6.5255426678105755
23,6.292634162938155,6.475499345730819
24,6.374879493180546,6.4639965817871365
25,6.45087157378025,6.451213162169567
26,6.443191151810789,6.443533324611391
27,6.442376201211883,6.442376201211883
28,6.443768788494894,6.436966041172141
29,6.515515485816363,6.440075778214787
30,6.518057033817434,6.463288771472494
31,6.521250074688369,6.442049560979761
32,6.526788713120543,6.462544947443345
33,6.528241392978615,6.403458646909942
34,6.527121795876571,6.41471937139723
35,6.270001764617799,6.475176050086961
36,6.309820053884018,6.446638099291727
37,6.3051048091378945,6.459817760557138
38,6.438948204351826,6.438948204351826
39,6.430693375926778,6.430693375926778
40,6.423847100351146,6.422478174743804
41,6.4156784521236645,6.414993285944068
42,6.416990956715614,6.445740370001599
43,6.428153102377929,6.451586290392824
44,6.442110231792247,6.469509205980361
45,6.447115653821153,6.474646642455611
46,6.446658961568394,6.478276715555951
47,6.44550278363884,6.478518161893035
48,6.311640488449736,6.478694573112903
49,6.097670731682509,6.457100498300085
50,6.024075835939438,6.395930343785088
51,6.0187983293283125,6.335332305585795
52,6.007248030703994,6.306490925556851
53,6.11356454848365,6.18968824395645
54,6.110992729647756,6.2245899073714615
55,6.166741428388842,6.211731714648499
56,6.109684664591467,6.241209328100147
57,6.17168423152698,6.117567405851823
58,6.0002506791802075,6.188758733831661
59,5.932379497724375,6.066910390681981
60,5.859899487798347,6.053190075962875
61,6.111270160065494,5.988006352915141
62,6.10991513552814,5.990702507062162
63,6.210093202472783,6.048587957805855
64,6.21703425775667,6.111864964969682
65,6.222280034362545,6.117110741575557
66,6.223243426641129,6.117882910983303
67,6.220750869475664,6.114812486133453
68,6.265752704328562,6.117133012052837
69,6.32505006800594,6.10092178002919
70,6.317147341881834,6.153694269392262
71,6.115596876549018,6.190398089631717
72,6.083595967874424,6.058201002373025
73,6.050499211585045,6.124458980700333
74,6.103828296092471,6.17333983979022
75,6.0929968355847555,6.17692304328469
76,6.088751108629726,6.1851219213777435
77,6.135719345079384,6.272019544272039
78,6.150760019857685,6.1696200310578195
79,6.159208329963582,6.196981814994793
80,6.186976217466884,6.199957793106037
81,6.197768188976779,6.157305325363597
82,6.049909399349216,6.156069595177607
83,6.1288587287986385,6.198301556359853
84,6.202028567173874,6.238822015055675
85,6.19919209345925,6.246327730506429
86,6.201098536878158,6.24697062490582
87,6.205457075521442,6.205457075521442
88,6.195407616420538,6.233701501018683
89,6.180379604385593,6.214141559495124
90,6.167363575228331,6.2057513020777195
91,6.143005672196157,6.161263440769722
92,6.3131874149719565,6.283678256888192
93,6.402695676499886,6.402695676499886
94,6.4962618639119585,6.515501844392555
95,6.5818175869250295,6.492717592138983
96,6.447831521623699,6.50794577195153
97,6.443843261296628,6.370257147920791
98,6.435106453758529,6.327826025278375
