,Owino,Kasese
0,6.549089386259068,6.465979102746381
1,6.577317384946351,6.364481043498774
2,6.518566601942577,6.455550730509163
3,6.535536160018683,6.491592672816966
4,6.677355844837763,6.500814650959307
5,6.605846195190644,6.5661715702829815
6,6.540388189406946,6.56363709979081
7,6.552406136343881,6.628025456078266
8,6.591873480460989,6.737551926612268
9,6.615933575438553,6.493901525492754
10,6.449038453929686,6.536175751715301
11,6.477066337580395,6.5393086464576164
12,6.437522699974859,6.5230073591106885
13,6.44215294216079,6.525625387246635
14,6.436160547191164,6.5629303312726694
15,6.5423232365565624,6.561512514144189
16,6.556107830249778,6.555773996162218
17,6.589533478879123,6.549849635989781
18,6.5743119407576085,6.542930340016441
19,6.398114045424532,6.5236865490992715
20,6.381882860752917,6.533567448084982
21,6.43848880487973,6.468579891616678
22,6.500073397992073,6.462571193596491
23,6.509105407369265,6.462358144829634
24,6.6114883655834955,6.462145141442885
25,6.61245173027075,6.494460786202137
26,6.788620214694112,6.58557784270099
27,6.867545437902375,6.598182718342347
28,6.861353697393771,6.48117702653783
29,6.856648166002482,6.438389706434408
30,6.848876293235224,6.431272514122744
31,6.515723917055652,6.515723917055652
32,6.443179353104459,6.52673237592274
33,6.369176518407709,6.48892797440099
34,6.451225325979993,6.491349319745419
35,6.491195409194483,6.493243890620956
36,6.4869349505875125,6.4869349505875125
37,6.484474118132993,6.483668770360596
38,6.618651356660965,6.477104230830453
39,6.615360439861219,6.580822017459036
40,6.39917401875369,6.552848923455012
41,6.382430488835728,6.465480717573219
42,6.299680577704196,6.3859779967870125
43,6.35930208488863,6.37978061623217
44,6.424592157534765,6.2735519001219
45,6.413767803545446,6.373673346343568
46,6.459265399242641,6.381191082177448
47,6.460625784598636,6.3819132104237015
48,6.566099178177021,6.3827299692105095
49,6.722959450631854,6.3868037865875475
50,6.386170099468836,6.366752013611734
51,6.1455842682179815,6.24072322980427
52,6.172172096591272,6.128219253039601
53,6.157100877128949,5.964532374597
54,6.153768763274872,5.935244157816957
55,6.156908459543163,5.9935241037689595
56,6.140722794578813,5.825055874367457
57,6.223818801333028,5.965538258722532
58,6.216999989388145,6.041704423282574
59,6.309119362566396,6.048560223574353
60,6.223781017326023,6.2689769936693915
61,6.137826569887441,6.272174622418519
62,6.1471133046663935,6.120845377845783
63,6.148032634165344,6.147106279305214
64,6.154407268815136,6.0478205114340655
65,6.2906039276406345,6.040662183171701
66,6.373813365371398,6.047597628917374
67,6.418604935085321,5.996118139407725
68,6.455001152190991,5.993888865368435
69,6.445987944428703,5.981960969757094
70,6.546800532856458,6.187492853741926
71,6.602490322579463,6.183641249773915
72,6.626953374754281,6.387632373995921
73,6.680488463777335,6.341989667879001
74,6.671897308154846,6.343990434392556
75,6.492660443927318,6.3825697538940895
76,6.558265308079828,6.408733574108865
