,Masindi,Tororo
0,5.749321675046353,5.709080380694847
1,5.7556450336796825,5.549749753989781
2,5.76003831041583,5.558112752196465
3,5.75827196051943,5.558939057898939
4,5.745138005155248,5.831958815207664
5,5.746732172140972,5.832478206686689
6,5.742253776773199,5.423705056340891
7,5.742379355806811,5.422411619857062
8,6.0443917344748135,5.4159222635835285
9,6.0388009473109765,5.494131465841262
10,6.03042545473073,5.519599830964739
11,6.012178564337852,5.552361780399109
12,5.9908120879316105,5.580410132276577
13,5.957754267850688,5.5540732815360245
14,5.9505543844603475,5.544493151148241
15,5.959831323878339,5.554071012816001
16,5.953697640081862,5.72891973731553
17,6.048198643118658,5.726895565763109
18,6.134535205606046,5.72931576756422
19,6.127784079959406,5.722318971851242
20,6.124489577113207,5.719024469005042
21,6.121292687066978,5.790922231014981
22,6.1151308672858455,5.863462419105324
23,6.354883688438217,5.910368925640306
24,6.3454359953062385,5.952030943892073
25,6.354372984576003,5.9926827055215375
26,6.226266351540886,5.939471197107332
27,6.124503715111705,5.801237833304102
28,6.122483898456167,5.251160858481973
29,6.322586646191995,5.429487677461824
30,6.3185081821123745,5.425681877812573
31,6.317699905974179,5.423792202869158
32,6.310436724590128,5.414996788196163
33,6.3089287205934035,5.442816399293959
34,6.159197452685268,5.411983050855047
35,6.09294639019578,5.398793679133816
36,6.096754435110813,5.283441623247333
37,6.096423615231827,5.286242743374279
38,6.0930990441139725,5.28116832756406
39,5.694091677996334,5.287132917631387
40,5.680526165783623,5.277331206209998
41,5.842409381144868,5.378572266814796
42,5.839799265618317,5.402835490450782
43,5.839995909933781,5.396443466775215
44,5.900059830945873,5.390040984149822
45,5.896287447650069,5.2688916446529035
46,5.57770024830641,5.050067506224038
47,5.575304755982544,5.123795709372973
48,5.566226000180676,5.116156585835759
49,5.563709162228571,5.114366047948352
50,5.5458622527665895,5.093877129023532
51,5.524629599794531,4.736172239430261
52,5.6625158431961315,4.726270496792432
53,5.5559317625192515,4.767474402154981
54,5.558402786077907,4.770614098423273
55,5.5407693909168145,4.751633834527906
56,5.533225900578179,4.743747611079802
57,5.832803228683907,4.514828111541494
58,5.839586949853373,4.530625792136653
59,5.84284145138766,4.74422916271955
60,5.848587107306206,4.8450582667783735
61,5.8569590430692235,4.943140500340458
62,5.349524937947573,4.944059829839408
63,5.356716232503921,4.7681129076952455
64,5.347515002611756,5.019239533194721
65,5.3544504483574284,5.131306897043219
66,5.361320841910057,5.145237330006572
67,5.560130248617659,5.300741684808489
68,5.547922489204874,5.289896626335981
69,5.544055993006281,5.223509773156054
70,5.533492954450284,5.273482819201824
71,5.528341086086172,5.271703635316351
72,5.519785375089453,5.760461405165304
73,5.688915201782019,5.691784644209972
74,5.6922920157620975,5.866702707855173
75,5.705720210627866,5.45602325136114
