,Mombasa,Machakos
0,6.510348452723836,6.867023396662568
1,6.512443571830001,6.869118515768734
2,6.5051668940491805,6.876230575440013
3,6.486796342159372,6.862913410127825
4,6.467850472622874,6.8054951672765
5,6.418961449791793,6.744210224043156
6,6.434097024671697,6.624818783590919
7,6.418221566890035,6.642141817272417
8,6.510998268439593,6.644353091804366
9,6.459490436330043,6.3485258183179205
10,6.390116989918731,6.494846391639547
11,6.478089829715817,6.49167602367946
12,6.474929481231673,6.489935121849543
13,6.394379794990048,6.486707229880043
14,6.331220952106643,6.48494600840802
15,6.328674810950266,6.483181679561344
16,6.329453177981828,6.482892873065308
17,6.3263443362607426,6.5489577381011435
18,6.323245129490702,6.6109272019424825
19,6.318860850744129,6.606127899326081
20,6.312825964012967,6.600716001527368
21,6.308189135005908,6.595038221153797
22,6.301897975260787,6.588744974595147
23,6.296493690708409,6.5818766713333865
24,6.285248857542706,6.57314099196354
25,6.264838674486926,6.619488712682139
26,6.410486547088463,6.66378313657336
27,6.4058284525885325,6.656900779427753
28,6.405557564197626,6.656551736270831
29,6.4523627935944035,6.645696744609984
30,6.450679519091376,6.634353341135345
31,6.509884662547683,6.738350745752991
32,6.537753230175887,6.731601410229312
33,6.5502048474465235,6.736595585847204
34,6.551652352377571,6.734485810897574
35,6.557713227970057,6.744168603710505
36,6.52377822254869,6.7472407022661764
37,6.51976849303224,6.7431674395719465
38,6.383011590139608,6.740634989261978
39,6.392438244030685,6.747843346528941
40,6.396774625959364,6.721702696322021
41,6.156309008910638,6.449411148831758
42,6.16126506241307,6.469657770461288
43,6.152532412788772,6.518358185006328
44,6.146536176566175,6.50303189297508
45,6.210731656599062,6.618975316091951
46,6.204069187283272,6.610090623639443
47,6.205901891251317,6.609707247941118
48,6.201930989131619,6.4887842177729995
49,6.20224095268945,6.421717222013925
50,6.118045356294245,6.205056733283875
51,6.0272104385330865,6.362253082344705
52,5.9241206079338875,6.368178055235038
53,6.1272894301002605,6.291757457058001
54,6.125748708343024,6.204254566255459
55,6.118854240198191,6.264134525311796
56,6.113801958205374,6.280856042868541
57,6.115959268939291,6.307777643798006
58,6.119029349841629,6.359539473654137
59,6.016190598314098,6.351071053975522
60,6.006829976723273,6.342720141151101
61,6.003571397587136,6.408357388521492
62,6.005895591360872,6.342078014909487
63,6.007195741208013,6.376755098149193
64,6.006149756156551,6.4102698741493835
65,6.012121706118997,6.348736504576648
66,6.008424410856243,6.372625633142221
67,6.0008016004478915,6.406929179597177
68,5.990880229854564,6.401664499440328
69,5.9869563881440895,6.391087273239116
70,6.160550666938001,6.445717014792534
71,6.163527500113747,6.654523873933005
72,6.159860800561695,6.56421417981717
73,6.159528657331003,6.564438980404133
74,6.1496851831051575,6.560727550511428
75,6.35918506211072,6.573267574406247
76,6.532306310935747,6.58565229164104
