,Busia,Tororo
0,6.484273434130676,6.296387032703314
1,6.5097193815338565,6.320586014466734
2,6.487370746174096,6.344213214797799
3,6.480575301000738,6.363161473397284
4,6.54795668949815,6.481904996602015
5,6.549507351979704,6.429551051454128
6,6.351968029604088,6.1874863909384645
7,6.348159339610958,6.2517202319590135
8,6.326456781179954,6.357125011186533
9,6.30475379309067,6.342784438973655
10,6.336876534329248,6.3932870748988515
11,6.333496132248131,6.388736192476026
12,6.44080757466837,6.47410698873742
13,6.459829224395914,6.512793301594033
14,6.5521888183429535,6.547504969030527
15,6.557256755296448,6.541587156469973
16,6.472967513574678,6.441994004612874
17,6.362495507720011,6.374409866289913
18,6.358446097206194,6.294226504471901
19,6.477459806090242,6.289492503883714
20,6.52600340998999,6.394385161243428
21,6.527799111664322,6.540097754301309
22,6.521873300117559,6.577578956256621
23,6.5682621866316495,6.6115778845739985
24,6.755208606620563,6.638905517956219
25,6.8144264820429035,6.641214923006386
26,6.836408044213878,6.825240168977693
27,6.763172859837966,6.834685450311611
28,6.755151279648352,6.843377829081585
29,6.757273450876662,6.848876293235224
30,6.5686053536510105,6.55213886379743
31,6.45524907719179,6.319800331943955
32,6.335859699897743,6.32383068556651
33,6.39597073814894,6.367735363778243
34,6.452166065288748,6.368444483235205
35,6.478555173605915,6.363348068111329
36,6.474503260213176,6.402890709992056
37,6.490188802656174,6.39953937633255
38,6.587247809928879,6.51408323407154
39,6.499956941318101,6.510595339523157
40,6.395096163241861,6.421128797400659
41,6.283574874774027,6.29596660706919
42,6.212372552833423,6.203880881695268
43,6.209992795585473,6.222371379818112
44,6.35076064995387,6.296693428683594
45,6.306302535228485,6.286661969353938
46,6.359145339474154,6.293222309231491
47,6.384164618504159,6.338144228160699
48,6.585852906913254,6.493716170514268
49,6.583474574587587,6.524300611548169
50,6.551717638267006,6.520355067806187
51,6.564760051068772,6.644707197559189
52,6.562364558744907,6.542805529109412
53,6.258538428971502,6.30130810535935
54,6.057030870876536,6.00530430091895
55,6.0213704836787825,6.022433748000113
56,5.955502967877606,6.06290222022528
57,5.960273905882792,5.986883014610757
58,5.956033494853461,6.050321702162092
59,6.056329551764917,6.0338106882295675
60,6.05218165042742,6.0801275808179795
61,6.133655764325432,6.1204853011356875
62,6.126954902622973,6.126011951115102
63,6.132401458663641,6.024536245390805
64,5.996663085586993,5.911409693228261
65,5.94231889202038,5.921652255211821
66,6.041642782338404,5.924889082851135
67,6.064048048055822,6.0478205114340655
68,6.19304763747439,6.146022698829527
69,6.266651194980059,6.246782991763333
70,6.4511225008960125,6.253849702009266
71,6.477744607422322,6.359961571765939
72,6.470879912437218,6.372508573657649
73,6.490652074375765,6.364233547174291
74,6.551501210703764,6.530603093066148
75,6.604173346422462,6.496239502871641
76,6.473166649246316,6.385439196322043
77,6.457991137211788,6.468615407132018
