,Kasese,Masindi
0,6.85651289461052,6.695282992076009
1,6.846294610070295,6.720822459543145
2,6.8749915146261005,6.730876771790358
3,6.747877338047209,6.750687117923312
4,6.711271538568826,6.752140206445604
5,6.712511488848022,6.746014980333689
6,6.8227773515096315,6.770894058271242
7,6.8345108264562,6.771018518893061
8,6.8240528250536485,6.759652894450565
9,6.800296410172921,6.7626378901459425
10,6.7963537494475075,6.761624268926409
11,6.843750293823358,6.747550490779322
12,6.847365684337016,6.681068506484302
13,6.8998802368783645,6.676617289707049
14,6.898080016079373,6.675174588352429
15,6.892007711613546,6.668386947214642
16,6.886417456629419,6.663273905315209
17,6.880360890079465,6.65517982382773
18,6.859476424725056,6.636454757742766
19,6.838523701479584,6.615628319914756
20,6.805052128237891,6.581908576923682
21,6.799043430217704,6.57462355454389
22,6.798830381450847,6.5836271608819565
23,6.798617378064098,6.576430002121544
24,6.78243099362471,6.576469175913188
25,6.73223785079909,6.7597819649749775
26,6.757571754831194,6.780810600762836
27,6.7791155991568,6.794305764650775
28,6.758792375998723,6.882671939423787
29,6.739221946974403,6.875027678466785
30,6.775537810337138,6.882480322191302
31,6.788287660671727,6.892433478336285
32,6.7871561558233,6.895987797507099
33,6.788561757047894,6.869776385633712
34,6.78975454333694,6.843314536597355
35,6.784852526933321,6.813956437599327
36,6.779994022496103,6.809592370749438
37,6.775159009039205,6.80253046041779
38,6.771612268352634,6.7968025171811925
39,6.79678820842347,6.74085635860623
40,6.7860935707557255,6.7292307088611825
41,6.775265977188408,6.733214621992752
42,6.761185717260585,6.734878691666694
43,6.697961309806346,6.729146632633346
44,6.671182608897453,6.539895886126755
45,6.806045907371657,6.532359181336218
46,6.811898807473221,6.6040338363770426
47,6.786626721352554,6.603402501641885
48,6.78962837432224,6.60222186894349
49,6.8045029596903825,6.83232249954551
50,6.80437423335443,6.830324752527179
51,6.788032684728935,6.811044716095681
52,6.713453268182942,6.765332120597391
53,6.701104899592258,6.7059345306596025
54,6.750262269352953,6.490240999896085
55,6.7716965633469055,6.492592570548907
56,6.7413466062416125,6.476530358526835
57,6.743302487842133,6.498630683264274
58,6.7750176455678535,6.525950409243852
59,6.794324999637309,6.532734130413318
60,6.720813318959678,6.534734713288011
61,6.680628457109515,6.695172209288324
62,6.812089608259642,6.705670331253574
63,6.789399072119459,6.485166027835435
64,6.795680491078833,6.49140457764584
65,6.790310268364219,6.650159334444721
66,6.81638222368294,6.57160134506392
67,6.797946496381307,6.658761865674257
68,6.7986004535561015,6.716115546690544
69,6.7055186025503914,6.7055186025503914
70,6.755359719867269,6.728099071658377
71,6.75051160360952,6.770255581599211
72,6.793574240158408,6.766519449926777
73,6.7870203761933565,6.776911986872595
74,6.814926464638243,6.784649790622513
75,6.8873426138287295,6.789948738184538
76,6.894996310390155,6.782374576513997
