,Nakuru,Kisumu
0,6.269643121194631,6.512857864329261
1,6.271738240300797,6.512443571830001
2,6.1775682141919575,6.47761694228095
3,6.065022496009283,6.506454783744106
4,6.163987426248881,6.496550014102062
5,6.2555229799993395,6.493097323341981
6,6.164652539769697,6.559350383693245
7,6.266657541376189,6.508077896011896
8,6.269322468996456,6.510998268439593
9,6.260913208783499,6.503620562411661
10,6.255232722228788,6.496974806774373
11,6.338471865456233,6.492385998860153
12,6.33448335957486,6.489935121849543
13,6.408322700959061,6.485283742095189
14,6.411774645994671,6.485608908005724
15,6.346797217954415,6.483181679561344
16,6.409113110531074,6.483248428624609
17,6.406004268809988,6.480495016088001
18,6.402905062039947,6.440475220703911
19,6.39935031465575,6.319690382106504
20,6.225965838630675,6.3144884747865815
21,6.220344771712386,6.461863907626087
22,6.45054822271013,6.456287119379148
23,6.4495104143997155,6.4491520556788045
24,6.439159412503881,7.057921482089496
25,6.491377814802274,6.957985855046871
26,6.48015945940407,6.86247167083152
27,6.475256959020295,6.85787959382625
28,6.492448857128271,6.945844058659234
29,6.527492390219751,6.846520602884505
30,6.513609846560578,6.834486422821635
31,6.733790312209459,6.91407831466765
32,6.827280321601237,6.9093061732068275
33,6.832367126674707,6.832597727390591
34,6.51886252955458,6.8365656182612184
35,6.523060158669789,6.840011086199327
36,6.523459192397635,6.843478095859694
37,6.51976849303224,6.7431674395719465
38,6.449373265838694,6.736286600264148
39,6.588682253264534,6.749113187969417
40,6.647203635419596,6.7532685252701015
41,6.649234530454639,6.754905381700573
42,6.530095537388278,6.595510587527346
43,6.533480223211691,6.650166748137974
44,6.651323114272416,6.6524549763061
45,6.6509140830322275,6.648651638628258
46,6.616683259191621,6.528345797933935
47,6.636010161368536,6.636578181832545
48,6.5428810290214185,6.628342258436647
49,6.6260861632375025,6.628348607641472
50,6.571196457534675,6.636180512206013
51,6.5048931310893465,6.569589269060722
52,6.47051388598808,6.50303189297508
53,6.49820502613868,6.615640126785813
54,6.427546572685042,6.610090623639443
55,6.430702443773156,6.613575724719038
56,6.457837637091864,6.806785562545887
57,6.493245287333208,6.659581548406583
58,6.491488023834004,6.5545392066411035
59,6.465465369464242,6.498463287179254
60,6.43717092672199,6.618380754663254
61,6.436294272020863,6.618504785563357
62,6.432990418353861,6.501122507056624
63,6.429675613045191,6.493547689639602
64,6.417267898358417,6.42328999752151
65,6.41855687214752,6.358941162473165
66,6.4225499004819016,6.3615045979979525
67,6.42881924802643,6.491724910671454
68,6.424351125843935,6.479338798908584
69,6.411615967657628,6.47479486927916
70,6.4090365056953,6.473447727488291
71,6.431649536576872,6.473614665735585
72,6.475397051066472,6.343485674996416
73,6.418251928983971,6.352293961192174
74,6.41322660876446,6.344612596914546
75,6.407591212060947,6.338409233160421
76,6.395011114949591,6.325922873666182
77,6.3234286247653015,6.456960017389824
78,6.313983213879818,6.565177903191533
79,6.387003774771569,6.676181733814932
80,6.383004351875905,6.671186299369337
81,6.381673373869312,6.669688502111016
82,6.366455302461724,6.66017518008498
83,6.351002057865671,6.6766683126349715
84,6.2794359986692605,6.740048158465007
85,6.296659512544104,6.73838948461852
86,6.274654045926108,6.735808059894862
87,6.273126652807842,6.720543114095185
88,6.1264923411749175,6.606618978052101
89,6.121759889965547,6.600062322025979
