,Busia,Eldoret
0,6.308355425880897,6.526210934233516
1,6.27647486843132,6.497079229055745
2,6.209492432921851,6.521481976770745
3,6.202033690255906,6.482343012679217
4,6.293632452591125,6.490082771047603
5,6.274918907073057,6.421175386938703
6,6.242852562511938,6.418005018978617
7,6.159707880256331,6.399436045141628
8,6.2154071497724415,6.333267534796563
9,6.229863660361514,6.262465356691513
10,6.240721943371013,6.147848395227262
11,6.283882016034689,6.041218161086874
12,6.3902194903978975,6.038109319365788
13,6.399958553612831,6.236685934285851
14,6.333420833281934,6.25105281351901
15,6.220193386166529,6.312825964012967
16,6.10422245150593,6.340145971525007
17,6.132081028652826,6.382069093849428
18,6.162217837455811,6.406311897002312
19,6.244344434539171,6.546643033009302
20,6.272423607369466,6.5088513776618155
21,6.300757343465819,6.520791089103169
22,6.344198929852625,6.551854087717269
23,6.384423337573943,6.5101252584509925
24,6.376875714835439,6.575620123242741
25,6.41622604921788,6.5607649844778555
26,6.408254915739639,6.5642862089857275
27,6.402115929831289,6.579645750278731
28,6.241635564126194,6.608992921455657
29,6.223155929126493,6.470405643175268
30,6.205795500333664,6.463844169423317
31,6.255211308230246,6.47273672219495
32,6.27622072563407,6.520406858837512
33,6.321075230742213,6.488882924212599
34,6.336122533527216,6.551033605318423
35,6.349376884740431,6.532024309759544
36,6.315390778621495,6.581530734234818
37,6.259280911242251,6.509476250185543
38,6.107909262872492,6.526776287489501
39,6.171077099361112,6.507873747494992
40,6.122565671136597,6.506508607764889
41,6.1187667908625505,6.598442094393853
42,6.017688200257502,6.614182758324015
43,6.014831554319746,6.607651865179201
44,6.041555954147728,6.627218025271186
45,6.057241842694297,6.659296566259501
46,6.172409849156988,6.59410888623504
47,6.171878239424486,6.592966638093844
48,6.1329316861831815,6.568907977081393
49,6.1627052702466525,6.551688224959726
50,6.1291898692089815,6.46966841230654
51,6.145776003016917,6.464868666376441
52,5.924416369695241,6.46805503850465
53,5.762466458801814,6.412748180039164
54,5.8475235538758,6.370800142923163
55,5.810568943155271,6.350886558124977
56,5.818036993181383,6.308551744909726
57,5.7875483560771155,6.261319761731323
58,5.882072554807693,6.207530896506882
59,5.877924653470195,6.233603158017995
60,5.890452543336687,6.251992084130201
61,5.881413464799634,6.263113855525336
62,5.822587594483162,6.239242520351303
63,5.818205023618083,6.223829963092342
64,5.811381534572904,6.188812032580339
65,5.983332678721209,6.249667436260814
66,5.9823272060733785,6.248722445348484
67,6.0251097701642164,6.375931132839254
68,5.925084034033298,6.3260686890024145
69,6.018400228376337,6.3754610204737086
70,6.099678473502272,6.315792158379054
71,6.098418943483769,6.375308650808331
72,6.111761284965816,6.401664499440328
73,6.140546610310828,6.430359335592645
74,6.362277882898699,6.506786048141356
75,6.372897205342078,6.568437823186877
76,6.376298677625214,6.627778923316409
77,6.111040051613708,6.671684510757731
78,6.0598423237943075,6.66017518008498
