,Tororo,Busia
0,6.191026517045488,6.318462984402514
1,6.270550272921105,6.337440950762077
2,6.344213214797799,6.316188099802063
3,6.33963097598709,6.312043019468261
4,6.3912827831916825,6.3872553915217
5,6.3362568312128476,6.358921285335857
6,6.079721765282146,6.318066477928407
7,6.134167266475048,6.292744691025658
8,6.290847287159116,6.364133904030523
9,6.290276681284751,6.233923744733619
10,6.294792179027007,6.283766709015299
11,6.436160547191164,6.2642628327982495
12,6.518242265563295,6.279482992071245
13,6.514882438844119,6.318338482369976
14,6.547504969030527,6.419610623769823
15,6.541587156469973,6.4160879355427145
16,6.441994004612874,6.319295131018286
17,6.374409866289913,6.168196797178696
18,6.245436340302469,6.188487988431572
19,6.238087458923326,6.261066817385763
20,6.297315023835952,6.318982538170334
21,6.380702644998204,6.34400489913866
22,6.423005711453711,6.426697114685671
23,6.463255465422941,6.4436084680391446
24,6.456406483124705,6.5005031950970995
25,6.455593811015265,6.536507788619762
26,6.558496210449027,6.542105035181455
27,6.555653119439313,6.573984859087074
28,6.586390305376328,6.566451950177369
29,6.645468105605275,6.626442213394548
30,6.477932645340147,6.320739745217466
31,6.223600867954746,6.2572799749626205
32,6.124503715111705,6.1697472348898375
33,6.126432570911583,6.304228302247334
34,6.22804477957373,6.324607257103773
35,6.270286038406951,6.366576585153397
36,6.316891171599328,6.384156553993323
37,6.356367204467341,6.391725383085202
38,6.396547692538435,6.376299531708487
39,6.392812303866773,6.340108240376205
40,6.294347746024714,6.173066404506129
41,5.978282284313611,6.055848936770209
42,5.9514758358243025,6.0010634591662155
43,6.036528692625579,5.998788364642731
44,6.097564753573258,6.138586130010234
45,6.139101099205735,6.13140875358258
46,6.199470848312016,6.139071629404233
47,5.9749443426336715,5.902397921938062
48,5.970300452388205,5.972560340355643
49,6.025080533902487,5.971310039734474
50,5.960901815425774,5.929703444569913
51,5.9515600169992435,5.982053627561884
52,5.9491645246753775,5.944566815426748
53,5.939870241677762,6.015461771344169
54,5.938402611669982,5.970295975445936
55,5.636013349760887,5.730182953450687
56,5.696111735973429,5.732268964572776
57,5.683569252393964,5.701268829493364
58,5.601992535895786,5.735724872959848
59,5.800758587813922,5.732889943539251
60,5.788688230196583,5.756427367978361
61,5.9064301464681215,5.752279466640863
62,5.896394331465438,5.835325298116617
63,5.902868399800893,5.843348709775264
64,5.701762853127754,5.717511210095894
65,5.6229466757934095,5.6865081572831535
66,5.634743279049029,5.760906013162644
67,5.6372070103993535,5.856639982317028
68,5.642355403325902,5.844419438849057
69,5.863266744713802,5.912407847648022
70,5.871785452308936,5.9005644168589795
71,5.870525719778315,5.95560904299699
72,6.050212405285479,6.019313963734245
73,6.039841405289059,6.039841405289059
74,6.1388784210552405,6.08777932027933
75,6.133180094494065,6.103159078239208
76,6.266086904446707,6.345259344147123
77,6.378677568257577,6.316250169677425
78,6.261581745912932,6.258334989814062
79,6.262089117465058,6.12786287825786
80,6.242826351629383,6.065788822982034
