,Ruhengeri,Kamembe
0,6.515515485816363,6.346257022997133
1,6.518057033817434,6.255188069320304
2,6.521250074688369,6.154823380945268
3,6.526788713120543,6.159742208330838
4,6.528241392978615,6.042773208624642
5,6.527121795876571,6.043120302970567
6,6.270001764617799,6.0444959670451395
7,6.309820053884018,6.043398828931567
8,6.3051048091378945,6.100006126870855
9,6.438948204351826,6.256489932812973
10,6.430693375926778,6.248098183886897
11,6.423847100351146,6.338202777573049
12,6.4156784521236645,6.411904215356539
13,6.416990956715614,6.421148966864277
14,6.428153102377929,6.140935821940094
15,6.442110231792247,6.153501804480335
16,6.447115653821153,6.159666166554744
17,6.446658961568394,6.039446517702006
18,6.44550278363884,6.040736731833174
19,6.311640488449736,5.903780169615618
20,6.097670731682509,5.895246995341916
21,6.024075835939438,5.891147034475059
22,6.0187983293283125,5.8858695278639335
23,6.007248030703994,5.874018616037375
24,6.11356454848365,5.862250120202743
25,6.110992729647756,5.911991483655146
26,6.166741428388842,5.850939046591927
27,6.109684664591467,5.857831007394825
28,6.17168423152698,5.85133137678565
29,6.0002506791802075,5.715401469812731
30,5.932379497724375,5.714933967524803
31,5.859899487798347,5.724966553248536
32,6.111270160065494,5.7180867368032
33,6.10991513552814,5.798460661882215
34,6.210093202472783,5.699267578706793
35,6.21703425775667,5.828634410202692
36,6.222280034362545,5.863882437112367
37,6.223243426641129,5.8653361966561315
38,6.220750869475664,6.114812486133453
39,6.265752704328562,6.116167294932878
40,6.32505006800594,6.126214957168272
41,6.317147341881834,6.1175342879778185
42,6.115596876549018,5.874081712383829
43,6.083595967874424,5.806886574092119
44,6.050499211585045,5.783351741574972
45,6.103828296092471,5.853069577745288
46,6.0929968355847555,5.842238117237573
47,6.088751108629726,5.830464123861751
48,6.135719345079384,5.95376740573558
49,6.150760019857685,6.1696200310578195
50,6.159208329963582,6.254762640460417
51,6.186976217466884,6.077542376421421
52,6.197768188976779,5.959423476330518
53,6.049909399349216,5.93112586335925
