,Kasese,Masindi
0,6.346395025516676,6.177429259904277
1,6.339563748316634,6.1779149786102305
2,6.368854314887885,6.203216766657812
3,6.364867492656624,6.179494764568006
4,6.302427584043952,6.130905644493703
5,6.308085776465766,6.194913668721518
6,6.304022708317681,6.193412836773711
7,6.294245815492255,6.179648720459842
8,6.267673380011114,6.182094873305326
9,6.290076460134158,6.177661241496442
10,6.286970364640864,6.178142286718774
11,6.28124928085889,6.226156343329002
12,6.275131015811402,6.221308394987518
13,6.269905425364633,6.213213755990568
14,6.2491060871399045,6.194689712562842
15,6.227078885024721,6.173519819667611
16,6.294226504471901,6.140075824644642
17,6.288217806451714,6.133074570711704
18,6.288004757684856,6.142251262294685
19,6.287791754298108,6.134632646193144
20,6.285826489962831,6.264355423921132
21,6.279907416560918,6.393507427294286
22,6.276007303184382,6.449836239932684
23,6.218606555244162,6.442286155887745
24,6.262058753777611,6.438389706434408
25,6.257534701020181,6.612455971419808
26,6.310628435613145,6.62002426828871
27,6.347297581401177,6.365989714413329
28,6.3668608091521115,6.4527123174634795
29,6.369282154496541,6.6327158742379675
30,6.369988885086579,6.6342506833302615
31,6.407006548223583,6.62896068518407
32,6.403286631758883,6.627369672143493
33,6.395805026332744,6.618651356660965
34,6.432204705577433,6.58143835029827
35,6.418592104610791,6.570147672170397
36,6.362657981567863,6.574369305791731
37,6.252072422680107,6.574019539333248
38,6.247963754674888,6.569954148308811
39,6.15000395148156,6.202077452308745
40,6.310346212392294,6.193168320476011
41,6.336602604861716,6.293222309231491
42,6.147625904162566,6.293192840298432
43,6.090058919852007,6.290808838020404
44,5.6507205392182005,6.49934027686332
45,6.328376524008624,6.36684280483642
46,6.299968870908157,6.347147431183248
47,6.3294875493514295,6.340348788783034
48,6.3329991274991535,5.866086690823091
49,6.263107440216855,6.050321702162092
50,6.187961368056826,6.0338106882295675
51,6.22296592281651,6.264743092411093
52,6.301859439573603,6.259917808488924
53,6.369328020611899,6.266593901736292
54,6.228904854325893,6.2689769936693915
55,6.057161197187559,6.27462060814678
56,6.405194907341884,6.1471133046663935
57,6.371176185479554,6.096739339777794
58,6.294808393059292,6.049863413063866
59,6.328344255623482,6.094729404441977
60,6.287738756600155,6.099299003294265
61,6.204561901601647,6.107682547035447
62,6.205810891938681,6.105453272996156
63,6.143667001228802,6.285230565550589
64,6.235529533008196,6.280563749181227
65,6.357432088559859,6.292598102802026
66,6.308781135544713,6.308006842048808
67,6.341989667879001,6.339744998025177
68,6.382780515227405,6.345481858979227
69,6.344497805944682,6.344497805944682
70,6.368670991956794,6.359873281253265
