,Kisumu,Nairobi
0,6.512857864329261,6.453865457880394
1,6.512443571830001,6.453298472352992
2,6.47761694228095,6.460715131478347
3,6.506454783744106,6.447810895446418
4,6.496550014102062,6.429808608959609
5,6.493097323341981,6.432925990142166
6,6.559350383693245,6.21768879223459
7,6.508077896011896,6.1302804606328944
8,6.510998268439593,6.068851593696824
9,6.503620562411661,6.061394558328427
10,6.496974806774373,6.053960160964539
11,6.492385998860153,6.049685430661399
12,6.489935121849543,6.047629444520308
13,6.485283742095189,6.045032517901609
14,6.485608908005724,6.042985016444914
15,6.483181679561344,6.040715615038211
16,6.483248428624609,6.041218161086874
17,6.480495016088001,6.038109319365788
18,6.440475220703911,6.035010112595748
19,6.319690382106504,6.03145536521155
20,6.3144884747865815,6.025698368980438
21,6.461863907626087,6.019674076250235
22,6.456287119379148,6.013659264887592
23,6.4491520556788045,6.006442774398269
24,7.057921482089496,6.019180261511463
25,6.957985855046871,5.992904959003284
26,6.86247167083152,6.013006962359227
27,6.85787959382625,6.284362171515853
28,6.945844058659234,6.286332567224342
29,6.846520602884505,6.241073741814742
30,6.834486422821635,6.2926874606843874
31,6.91407831466765,6.347440474258508
32,6.9093061732068275,6.3482033961498265
33,6.832597727390591,6.512817315374903
34,6.8365656182612184,6.607512774506386
35,6.840011086199327,6.570821173612569
36,6.843478095859694,6.583520571422768
37,6.7431674395719465,6.521044817391844
38,6.736286600264148,6.490850783161839
39,6.749113187969417,6.526603953200421
40,6.7532685252701015,6.591569359577223
41,6.754905381700573,6.397758850863217
42,6.595510587527346,6.342658879927553
43,6.650166748137974,6.369631593449638
44,6.6524549763061,6.398875541394341
45,6.648651638628258,6.368116483939922
46,6.528345797933935,6.495651511948429
47,6.636578181832545,6.357377924436673
48,6.628342258436647,6.317256086855823
49,6.628348607641472,6.332725483816878
50,6.636180512206013,6.358103242073966
51,6.569589269060722,6.47934895804192
52,6.50303189297508,6.429551372752986
53,6.806785562545887,6.201102145321219
54,6.659581548406583,6.279078734858332
55,6.5545392066411035,6.2835597947718185
56,6.498463287179254,6.15823870093949
57,6.618380754663254,6.499832687846701
58,6.618504785563357,6.366634955990751
59,6.501122507056624,6.474909100240721
60,6.493547689639602,6.49853523115064
61,6.42328999752151,6.488495407646785
62,6.358941162473165,6.489969424879569
63,6.3615045979979525,6.493962453213951
64,6.491724910671454,6.425466915017677
65,6.479338798908584,6.480611873555382
66,6.47479486927916,6.477342641357958
67,6.473447727488291,6.408357388521492
68,6.473614665735585,6.475518823721275
69,6.4769465579129,6.414344634863005
70,6.343485674996416,6.535353843673951
71,6.352293961192174,6.452242129212523
72,6.344612596914546,6.41322660876446
73,6.338409233160421,6.47229517285478
74,6.325922873666182,6.459633077198647
75,6.456960017389824,6.480432373574967
76,6.565177903191533,6.446346539522169
77,6.676181733814932,6.37428180874592
78,6.671186299369337,6.4462920911118236
79,6.669688502111016,6.427890515225002
80,6.66017518008498,6.436527977286944
81,6.6766683126349715,6.414684047901625
82,6.740048158465007,6.6045325069712995
83,6.73838948461852,6.604461555077824
84,6.735808059894862,6.601217905922097
85,6.720543114095185,6.599281922458123
86,6.606618978052101,6.5858497995202985
87,6.600062322025979,6.582344297294791
