,Kampala,Lira
0,5.969865126935269,5.7855614089373235
1,5.8855170059367845,5.742540875549595
2,5.958950814007154,5.697586049872747
3,5.955617794596877,5.693003811062038
4,5.9640798968472035,5.830460479927918
5,5.916258313000828,5.832325814498507
6,5.928847986257203,5.839752551549044
7,6.000340059619703,5.873044467095621
8,5.998142305638953,5.9186424995408276
9,5.986408941062014,6.052443348791168
10,6.059513895246804,6.120334358693267
11,6.206733056318419,6.099991985033262
12,6.178142286718774,6.050464569345713
13,5.931330274039128,5.861624644147091
14,5.971917235529052,5.895743004633436
15,6.038237994467524,6.027620403803121
16,6.135130873309249,6.043536116767811
17,6.18503626172917,6.0394367028911615
18,6.245436340302469,6.245436340302469
19,6.303407971945689,6.286515678381184
20,6.426360802458954,6.350628180886328
21,6.424294917311788,6.379927451160935
22,6.46784330130732,6.423005711453711
23,6.438182518753147,6.337526191252908
24,6.456406483124705,6.284467475365949
25,6.433756537325549,6.326504178166685
26,6.444134157483775,6.403282379341532
27,6.411815898740327,6.441571359574252
28,6.6167693122360465,6.511475288150438
29,6.609154152421307,6.543291845062377
30,6.651157472929973,6.551180550355619
31,6.598349920832463,6.488903597652056
32,6.528490626350559,6.4923421122342475
33,6.122483898456167,6.064976322601498
34,6.177429919199405,6.0042340426459795
35,6.219172051891497,5.999496259519676
36,6.221904564035328,5.865483781999095
37,6.21706955057843,6.08201182847926
38,6.260786644586643,6.0794849756934335
39,6.25757878317172,6.018118854425363
40,6.0959569293486515,6.006939533632155
41,6.490122621510148,5.50906796558977
42,6.202083936018567,5.689458131748428
43,6.199259239942363,5.909176205953044
44,6.20072944042185,6.039056534663201
45,6.085991273891787,5.935872857592468
46,6.093007630923488,5.97497381156673
47,6.091974649613189,6.03517053161397
48,6.110455785799122,6.0610754770271384
49,6.083188164709767,6.083188164709767
50,6.079821860869233,6.0788112493633095
51,6.123893015909692,5.966358238098193
52,6.119565155834772,6.009249335412577
53,6.085738614760137,6.000359003158413
54,6.056185647326365,5.970295975445936
55,5.909885772883303,5.636013349760888
56,5.899323049235942,5.730847500225399
57,5.840267704300021,5.647201608223089
58,5.649097005083259,5.455050537665471
59,5.467431007872181,5.359217423231947
60,5.628345580121404,5.342731760733681
61,5.526399935507779,5.330285056581489
62,5.689119464595366,5.521269940409946
63,5.69957371962666,5.529888746837217
64,5.700318809555521,5.530633836766078
65,5.778881477414169,5.538205447338319
66,5.824251725093439,5.604937151016327
67,5.860350561713563,5.550195633409724
68,5.798257397085895,5.55590159534988
69,5.789347754890795,5.638278741600945
70,5.865071969663276,5.64008961917941
71,5.870525719778315,5.647990256047452
72,5.948900478153654,5.72463396209482
73,5.856292101256782,5.713946972747484
74,5.783783672336026,5.669612526996045
75,5.841175693608735,5.70054703911345
76,5.9040897218658595,5.770226819210122
77,6.012072877856533,5.895328803332569
78,6.016729375660117,5.925757597454391
79,6.017236747212243,5.869106555166567
80,6.031614643169441,5.8529673097373704
81,6.138397671441231,5.854203198901352
82,6.033906762562189,5.855437562528509
83,5.917209673028302,5.446748273117672
84,5.706072661330042,5.3392864077869895
85,5.706978502181697,5.395164669650041
86,5.780334941770064,5.446463486848908
87,5.706477203017882,5.623278259162909
88,5.699239051090859,5.530903736271644
89,6.04807999073588,5.615463893561765
90,5.905718291584433,5.616512989592131
91,5.9037179594778175,5.614512657485514
92,5.842217143333874,5.437964891650919
93,5.9312467090679695,5.613902240403721
94,5.840858504086831,5.696169394591656
95,5.614840536866957,5.431910892489655
96,5.617571013347163,5.481438839022584
