,Masindi,Soroti
0,5.635845373847415,5.722318971851242
1,5.675177687462979,5.779300962010302
2,5.868849431235698,5.934618135666965
3,5.897916187093915,6.056455533668441
4,5.893859837756065,6.052053768235239
5,5.886718728325191,6.044489561326891
6,5.959743895809117,5.993799400221612
7,6.00134660082542,6.00134660082542
8,6.005981854153889,5.716820491491519
9,5.535290529329386,5.53261792194791
10,5.312198590938724,5.372561740665815
11,5.368581761113166,5.422704208118649
12,5.368956130992608,5.418839245740309
13,5.41895718941226,5.520357303853989
14,5.3563303703594904,5.417449185415537
15,5.294200015198664,5.354824637015098
16,5.280381673081202,5.342936347741292
17,5.1520064984226215,5.157147897923041
18,5.074272492658195,5.149173800831313
19,5.074221723464717,5.146349104755109
20,5.078458177437094,5.222295398136079
21,5.068819317163852,5.144123700227983
22,5.074360892411804,5.149262200584922
23,5.149232731651864,5.149232731651864
24,5.146848729373835,5.1722953950349995
25,5.139302426889725,5.179917146043915
26,5.132759470328324,5.178569006359618
27,5.126191201696839,5.126191201696839
28,5.123795709372973,5.047672013900172
29,5.116156585835759,5.039616508713424
30,5.111724038485514,5.111724038485514
31,5.093877129023532,5.029877546190572
32,5.072644476051474,4.998536503897752
33,5.067713746135665,4.913103824050048
34,4.544330850840772,4.666220668449808
35,4.492688200916857,4.549307094916364
36,4.478766847861266,4.649584580173736
37,4.464766650080757,4.637137876021543
38,4.491005807556552,4.514828111541494
39,4.516574038681002,4.562665145881269
40,4.641371777279842,4.705910298417414
41,4.752465479950549,4.706655943919254
42,4.760818943546503,4.723078615563656
43,4.853675768371139,4.944059829839408
44,4.86609331605545,4.949208222765956
45,4.942049894503591,5.019239533194721
46,4.946942438619464,5.029341970386531
47,5.033716055574165,5.109427877309861
48,5.23877496105929,5.270238230515075
49,5.227376269354647,5.400438500735804
50,5.223509773156054,5.223509773156054
51,5.303592620673194,5.210398843775247
52,5.5467516479293515,5.528341086086172
53,5.564680694997345,5.523180964090592
54,5.520292489346226,6.016729375660117
55,5.4791271644977835,5.803827158986369
56,5.539695727085255,5.532984292497268
