,Gitega,Kigali
0,6.459891386909068,6.60766588664732
1,6.459617636121516,6.610654572924529
2,6.501887548902307,6.527022138629751
3,6.443872670487751,6.442398033096756
4,6.520347161353491,6.452704987440505
5,6.5333855943495855,6.4211218419049745
6,6.523269680833486,6.3818572677861045
7,6.539287761085563,6.41215791168947
8,6.53770778093075,6.417968668847862
9,6.3803578082557735,6.395864436139286
10,6.0709872481644265,6.4089058284778835
11,5.966428056179064,6.4016191643122715
12,5.993141465230137,6.378190424051511
13,6.023357310282948,6.356308915970608
14,6.289776334388422,6.342013303231424
15,6.302063355045061,6.3408838873316
16,6.286334858522034,6.330911713184831
17,6.341848220948411,6.3556792310702805
18,6.440990212214313,6.439363167604508
19,6.428844231194422,6.480043589115258
20,6.413760208119562,6.474282247601098
21,6.565924788878522,6.47109870135023
22,6.626395225756319,6.524600555311195
23,6.680483654040794,6.5255426678105755
24,6.672071954821702,6.475499345730819
25,6.564426895605274,6.4639965817871365
26,6.600496445658807,6.451213162169567
27,6.593529768367878,6.443533324611391
28,6.517898615383441,6.442376201211883
29,6.509152962817491,6.436966041172141
30,6.587362343091382,6.440075778214787
31,6.5523933461603034,6.463288771472494
32,6.361534665085089,6.442049560979761
33,6.2371482855202585,6.462544947443345
34,5.7518503784391,6.403458646909942
35,6.020229898809272,6.41471937139723
36,6.181476219488276,6.475176050086961
37,6.1302518980046505,6.446638099291727
38,6.097567946974433,6.459817760557138
39,6.05700108263572,6.438948204351826
40,6.098678935803556,6.430693375926778
41,6.235269809955775,6.422478174743804
42,6.230014936380357,6.414993285944068
43,6.313978779144703,6.445740370001599
44,6.313681937899138,6.451586290392824
45,6.320648193379105,6.469509205980361
46,6.141727443695866,6.474646642455611
47,6.196294511578947,6.478276715555951
48,6.153468737943311,6.478518161893035
49,6.156977511799556,6.478694573112903
50,5.873398132485764,6.457100498300085
51,6.055986842616671,6.395930343785088
52,6.058198742476585,6.335332305585795
53,6.058011838653323,6.306490925556851
54,6.052017710312596,6.18968824395645
55,6.048502769884473,6.2245899073714615
56,6.14997223171691,6.211731714648499
57,6.154791515856918,6.241209328100147
58,6.103914425481159,6.117567405851823
59,6.059528238765761,6.188758733831661
60,6.0644182258939345,6.066910390681981
61,6.069332238350434,6.053190075962875
62,5.954787007852328,5.988006352915141
63,6.027409392846542,5.990702507062162
64,6.092436321204141,6.048587957805855
65,6.144883157301278,6.111864964969682
66,6.098483257859764,6.117110741575557
67,6.19468502525166,6.117882910983303
68,6.192225701277987,6.114812486133453
69,6.287855932293237,6.117133012052837
70,6.288655612463802,6.10092178002919
71,6.369819675847595,6.153694269392262
72,6.363056253642558,6.190398089631717
73,6.3680733655268575,6.058201002373025
74,6.1896170558340335,6.124458980700333
75,6.182407502007309,6.17333983979022
76,6.002792329552534,6.17692304328469
77,5.993403166542349,6.1851219213777435
78,6.239378814185892,6.272019544272039
79,6.323733245468043,6.1696200310578195
80,6.322999759588364,6.196981814994793
81,6.153141801342456,6.199957793106037
82,5.653141353007913,6.157305325363597
83,5.803648600068721,6.156069595177607
84,5.866528944979853,6.198301556359853
85,6.034440939794341,6.24697062490582
86,6.083157029159058,6.205457075521442
87,6.0785464216874034,6.233701501018683
88,6.075864257748773,6.214141559495124
89,6.118338319909624,6.2057513020777195
90,6.057141238932744,6.161263440769722
91,6.101710326020077,6.283678256888192
92,6.189428464197081,6.402695676499886
93,6.184598471815756,6.515501844392555
94,6.078256920030737,6.492717592138983
95,6.071789985576339,6.50794577195153
96,6.161012678510912,6.370257147920791
97,6.158041924924759,6.327826025278375
