,Kasese,Soroti
0,6.279907416560918,6.370640577278522
1,6.276007303184382,6.5257701407738695
2,6.218606555244162,6.55629087456297
3,6.262058753777611,6.620651652486489
4,6.257534701020181,6.612455971419808
5,6.310628435613145,6.62002426828871
6,6.347297581401177,6.561597107918934
7,6.3668608091521115,6.006536024298302
8,6.369282154496541,6.227102299052104
9,6.369988885086579,6.066754399627313
10,6.407006548223583,6.062777709467196
11,6.403286631758883,6.116445190189492
12,6.395805026332744,6.02178675077425
13,6.432204705577433,5.971031784621603
14,6.418592104610791,6.033953602043412
15,6.362657981567863,6.070356963259788
16,6.252072422680107,6.040939431857416
17,6.247963754674888,5.976565227858021
18,6.15000395148156,6.039056534663201
19,6.310346212392294,6.027762768991995
20,6.336602604861716,6.036262135538013
21,6.147625904162566,6.03517053161397
22,6.090058919852007,6.056934684361107
23,5.6507205392182005,5.871391901387022
24,6.328376524008624,5.864783674282612
25,6.299968870908157,5.650923325118823
26,6.3294875493514295,5.51894727269941
27,6.3329991274991535,5.407377068196114
28,6.263107440216855,5.463761278983219
29,6.187961368056826,5.444781015087852
30,6.22296592281651,5.433142442021197
31,6.301859439573603,5.427338120575742
32,6.369328020611899,5.529888746837217
33,6.228904854325893,5.554323607888483
34,6.057161197187559,5.5847254629732115
35,6.405194907341884,5.63319648833073
36,6.371176185479554,5.6372070103993535
37,6.294808393059292,5.639283204288931
38,6.328344255623482,5.6565719346482695
39,6.287738756600155,5.6821378554229085
40,6.204561901601647,5.68966295244802
41,6.205810891938681,5.645760982008161
42,6.143667001228802,5.634376297180895
43,6.235529533008196,5.630509800982303
44,6.357432088559859,5.617413138870241
45,6.308781135544713,5.694485193435976
46,6.341989667879001,5.691277529953199
47,6.382780515227405,5.766301865397439
48,6.344497805944682,5.833672182178691
