,Kampala,Kasese
0,5.969865126935269,6.59185124559715
1,5.8855170059367845,6.6156565153423
2,5.958950814007155,6.538369229238757
3,5.955617794596877,6.3094171973905935
4,5.9640798968472035,6.343958585768376
5,5.916258313000828,6.346395025516676
6,5.984397783085841,6.339563748316634
7,6.0087147913069865,6.368854314887885
8,5.992603814703873,6.364867492656624
9,5.928847986257203,6.302427584043952
10,6.000340059619703,6.308085776465766
11,5.998142305638953,6.304022708317681
12,5.986408941062014,6.294245815492255
13,6.059513895246804,6.267673380011114
14,6.206733056318419,6.290076460134158
15,6.178142286718774,6.286970364640864
16,5.931330274039128,6.28124928085889
17,5.971917235529052,6.275131015811402
18,6.038237994467524,6.269905425364633
19,6.135130873309249,6.2491060871399045
20,6.18503626172917,6.227078885024721
21,6.245436340302469,6.294226504471901
22,6.303407971945689,6.288217806451714
23,6.426360802458954,6.288004757684856
24,6.424294917311788,6.287791754298108
25,6.46784330130732,6.285826489962831
26,6.433756537325549,6.279907416560918
27,6.444134157483775,6.276007303184382
28,6.411815898740327,6.218606555244162
29,6.6167693122360465,6.262058753777611
30,6.609154152421307,6.257534701020181
31,6.651157472929973,6.310628435613145
32,6.598349920832463,6.347297581401177
33,6.528490626350559,6.3668608091521115
34,6.122483898456167,6.369282154496541
35,6.177429919199405,6.369988885086579
36,6.219172051891497,6.407006548223583
37,6.221904564035328,6.403286631758883
38,6.260786644586643,6.395805026332744
39,6.25757878317172,6.432204705577433
40,6.0959569293486515,6.418592104610791
41,6.490122621510149,6.362657981567863
42,6.202083936018567,6.252072422680107
43,6.199259239942363,6.247963754674888
44,6.20072944042185,6.15000395148156
45,6.085991273891787,6.310346212392294
46,6.093007630923488,6.336602604861716
47,6.091974649613189,6.147625904162566
48,6.110455785799122,6.090058919852007
49,6.056185647326365,5.6507205392182005
50,5.909885772883303,6.328376524008624
51,5.899323049235942,6.299968870908157
52,5.840267704300021,6.3294875493514295
53,5.649097005083259,6.3329991274991535
54,5.467431007872181,6.263107440216855
55,5.628345580121404,6.187961368056826
56,5.526399935507779,6.22296592281651
57,5.689119464595366,6.301859439573603
58,5.69957371962666,6.369328020611899
59,5.700318809555521,6.228904854325893
60,5.778881477414169,6.057161197187559
61,5.824251725093439,6.405194907341884
62,5.860350561713563,6.371176185479554
63,5.798257397085895,6.294808393059292
64,5.789347754890795,6.328344255623482
65,5.865071969663276,6.287738756600155
66,5.870525719778315,6.204561901601647
67,5.948900478153654,6.205810891938681
68,5.856292101256782,6.143667001228802
69,5.783783672336026,6.235529533008196
70,5.841175693608735,6.357432088559859
71,5.9040897218658595,6.308781135544713
72,6.012072877856533,6.341989667879001
73,6.016729375660117,6.382780515227405
74,6.017236747212243,6.344497805944682
75,6.031614643169441,6.368670991956794
