,Lira,Owino
0,6.73464196363447,6.798784380987672
1,6.70138633216929,6.780863139737147
2,6.66698660706085,6.785863734730093
3,6.662404368250141,6.782920392762594
4,6.712946789940466,6.812433444848947
5,6.722118903507407,6.81666122532976
6,6.757988539003953,6.854761481672814
7,6.731512427871016,6.731512427871016
8,6.728217653680537,6.693065159941576
9,6.745590529351113,6.711959545676619
10,6.715923403879571,6.681962294716007
11,6.680787685980776,6.676617289707049
12,6.67576964936374,6.676958710145931
13,6.668386947214642,6.669579553199765
14,6.697623385329846,6.73250569688453
15,6.697464455431219,6.72413270251338
16,6.704187440847737,6.767621992926765
17,6.684248913678229,6.747918247451214
18,6.581908576923682,6.616691967556228
19,6.595790037382714,6.643105439816351
20,6.61599849037687,6.71367257311054
21,6.61271799992226,6.709005219374411
22,6.61245173027075,6.675305847059376
23,6.6115778845739985,6.677944559785632
24,6.606746473179412,6.688526311269359
25,6.634427232787701,6.789634928124658
26,6.753383267032442,6.836408044213878
27,6.779370668664623,6.820345673666395
28,6.859938415739269,6.830895669900067
29,6.968891150327122,6.848876293235224
30,6.9091968761185525,6.854794478039374
31,6.865173763163835,6.798353170916925
32,6.921829028690987,6.7891845540846925
33,6.8704788795157805,6.816866714907912
34,6.87057709975935,6.844035257349273
35,6.865286823287116,6.841756325876922
36,6.809592370749438,6.836897821439705
37,6.80253046041779,6.829654908914267
38,6.800774717041625,6.853850366589606
39,6.797284856062186,6.849756700969181
40,6.78584228290417,6.757807827177755
41,6.671429464873556,6.76015492002685
42,6.67253710449417,6.791068923412794
43,6.683936605849349,6.786246224673918
44,6.732732116820645,6.79121031440766
45,6.806045907371657,6.779138454451733
46,6.729409316097958,6.7576686534123604
47,6.728317712173915,6.757639184479301
48,6.72380604951877,6.754222657587084
49,6.718761759868983,6.747703532595385
50,6.716345244014686,6.743758663329377
51,6.789641222281523,6.86693289658317
52,6.8136789870258125,6.864996435711017
53,6.805475249509322,6.8575456956748635
54,6.80437423335443,6.880288890733101
55,6.7850564920558885,6.836374624684397
56,6.710787310858822,6.749535613786933
57,6.710208041436984,6.7365115042288854
58,6.630692835365181,6.713384551210295
59,6.627026971895464,6.716524247478587
60,6.61767894313943,6.703920200722496
61,6.6880513340868415,6.716058448687252
62,6.707851002024013,6.709428704165631
63,6.714846285049665,6.768858393200249
64,6.71768342595075,6.797002457317225
65,6.722600088969929,6.800158323315804
66,6.6462036722139635,6.787015970707526
67,6.649929627187033,6.789886520337739
68,6.741989664489704,6.795680491078833
69,6.7343236347638085,6.788850769199765
70,6.736654824225794,6.790506319036384
71,6.626156391639695,6.56367290033826
72,6.561443626298969,6.594939580727151
73,6.55066702905505,6.6302377046216385
74,6.546800532856458,6.641552832590525
75,6.6047997924281265,6.692003384699462
76,6.685986906338474,6.765539538040429
77,6.710404103204066,6.762291843417632
78,6.709876556220062,6.76328975523027
79,6.709348194898657,6.763797126782395
80,6.7040999316654295,6.7349348514424365
