,Gulu,Masindi
0,5.539405523947968,6.127784079959406
1,5.43331284054056,6.124489577113207
2,5.790922231014981,6.121292687066978
3,5.788716895128923,6.1151308672858455
4,5.788636317783089,6.354883688438217
5,5.850786719099127,6.3454359953062385
6,5.857713727791993,6.354372984576003
7,5.628671315540247,6.226266351540886
8,5.631086812130403,6.124503715111705
9,5.535290529329386,6.122483898456167
10,5.536230636314049,6.322586646191995
11,5.66514349493958,6.3185081821123745
12,5.528757383475383,6.317699905974179
13,5.415988359918458,6.310436724590128
14,5.41348878419944,6.3089287205934035
15,5.69892079874697,6.159197452685268
16,5.688485802513621,6.09294639019578
17,5.689283308275782,6.096754435110813
18,5.508936755458621,6.096423615231827
19,4.9964847581085365,6.0930990441139725
20,4.997954958588023,5.694091677996334
21,5.138928883350879,5.680526165783623
22,5.281826631006785,5.842409381144868
23,5.249684310956607,5.839799265618317
24,5.27715327182826,5.839995909933781
25,5.2702397843372015,5.900059830945873
26,5.2688916446529035,5.896287447650069
27,5.258412836439298,5.57770024830641
28,5.256017344115432,5.575304755982544
29,5.249029867215732,5.566226000180676
30,4.957573358658255,5.563709162228571
31,4.942866169200942,5.5458622527665895
32,4.5130286881160515,5.524629599794531
33,4.520418442588283,5.6625158431961315
34,4.544330850840772,5.5559317625192515
35,4.543658732205537,5.558402786077907
36,4.537589249083414,5.356716232503921
37,4.535361820593323,5.347515002611756
38,4.521892042771804,5.533492954450284
39,4.520112858886331,5.528341086086172
40,4.911379422984599,5.519785375089453
41,4.918117086992008,5.688915201782019
42,5.203196108581522,5.6922920157620975
43,5.12806298987892,5.705720210627866
44,4.936589736227927,5.445595523276932
45,4.935637863082918,5.446463486848908
46,5.086236793266025,5.441869527626314
47,5.1501312407538515,5.436593056800403
48,5.2099987854536005,5.434975517849471
49,5.212571111024489,5.436627487596057
50,5.334927795266354,5.480981264860992
51,5.437964891650919,5.48762048209678
52,5.526336385994839,5.613902240403721
53,5.530262172112174,5.615892905502677
54,5.383303193424278,5.435553883768156
55,5.212105905238999,5.435249456553208
