,Kisumu,Kampala
0,6.512857864329261,5.969865126935269
1,6.512443571830001,5.8855170059367845
2,6.47761694228095,5.958950814007155
3,6.506454783744106,5.955617794596877
4,6.496550014102062,5.9640798968472035
5,6.493097323341981,5.916258313000828
6,6.559350383693245,5.984397783085841
7,6.508077896011896,6.0087147913069865
8,6.510998268439593,5.992603814703873
9,6.503620562411661,5.928847986257203
10,6.496974806774373,6.000340059619703
11,6.492385998860153,5.998142305638953
12,6.489935121849543,5.986408941062014
13,6.485283742095189,6.059513895246804
14,6.485608908005724,6.206733056318419
15,6.483181679561344,6.178142286718774
16,6.483248428624609,5.931330274039128
17,6.480495016088001,5.971917235529052
18,6.440475220703911,6.038237994467524
19,6.319690382106504,6.135130873309249
20,6.3144884747865815,6.18503626172917
21,6.461863907626087,6.245436340302469
22,6.456287119379148,6.303407971945689
23,6.4491520556788045,6.426360802458954
24,7.057921482089496,6.424294917311788
25,6.957985855046871,6.46784330130732
26,6.86247167083152,6.438182518753147
27,6.85787959382625,6.456406483124705
28,6.945844058659234,6.433756537325549
29,6.846520602884505,6.444134157483775
30,6.834486422821635,6.411815898740327
31,6.91407831466765,6.6167693122360465
32,6.9093061732068275,6.609154152421307
33,6.832597727390591,6.651157472929973
34,6.8365656182612184,6.598349920832463
35,6.840011086199327,6.528490626350559
36,6.843478095859694,6.122483898456167
37,6.7431674395719465,6.177429919199405
38,6.736286600264148,6.219172051891497
39,6.749113187969417,6.221904564035328
40,6.7532685252701015,6.21706955057843
41,6.754905381700573,6.260786644586643
42,6.595510587527346,6.25757878317172
43,6.650166748137974,6.0959569293486515
44,6.6524549763061,6.490122621510149
45,6.648651638628258,6.202083936018567
46,6.528345797933935,6.199259239942363
47,6.636578181832545,6.20072944042185
48,6.628342258436647,6.085991273891787
49,6.628348607641472,6.093007630923488
50,6.636180512206013,6.091974649613189
51,6.569589269060722,6.110455785799122
52,6.50303189297508,6.083188164709767
53,6.615640126785813,6.079821860869233
54,6.610090623639443,6.123893015909692
55,6.613575724719038,6.119565155834772
56,6.806785562545887,6.085738614760137
57,6.659581548406583,6.056185647326365
58,6.5545392066411035,5.909885772883303
59,6.498463287179254,5.899323049235942
60,6.618380754663254,5.840267704300021
61,6.618504785563357,5.649097005083259
62,6.501122507056624,5.467431007872181
63,6.493547689639602,5.628345580121404
64,6.42328999752151,5.526399935507779
65,6.358941162473165,5.689119464595366
66,6.3615045979979525,5.69957371962666
67,6.491724910671454,5.700318809555521
68,6.479338798908584,5.778881477414169
69,6.47479486927916,5.824251725093439
70,6.473447727488291,5.860350561713563
71,6.473614665735585,5.798257397085895
72,6.4769465579129,5.789347754890795
73,6.343485674996416,5.865071969663276
74,6.352293961192174,5.870525719778315
75,6.344612596914546,5.948900478153654
76,6.338409233160421,5.856292101256782
77,6.325922873666182,5.783783672336026
78,6.456960017389824,5.841175693608735
79,6.565177903191533,5.9040897218658595
80,6.676181733814932,6.012072877856533
81,6.671186299369337,6.016729375660117
82,6.669688502111016,6.017236747212243
83,6.66017518008498,6.031614643169441
84,6.6766683126349715,6.138397671441232
85,6.740048158465007,5.706978502181697
86,6.73838948461852,5.780334941770064
87,6.735808059894862,5.706477203017882
88,6.720543114095185,5.699239051090859
89,6.606618978052101,5.614840536866957
90,6.600062322025979,5.617571013347163
