,Tororo,Soroti
0,5.722318971851242,5.722318971851242
1,5.7813879192895,5.779300962010302
2,5.969114394466924,5.934618135666965
3,5.9628779560878975,6.056455533668441
4,5.964084995289282,6.052053768235239
5,5.983435180334269,6.044489561326891
6,6.007103365847976,5.993799400221612
7,6.029826072147289,6.00134660082542
8,5.797147848052577,5.716820491491519
9,5.1801395887336295,5.53261792194791
10,5.372561740665815,5.372561740665815
11,5.366130350325041,5.422704208118649
12,5.423792202869158,5.418839245740309
13,5.527474771622853,5.520357303853989
14,5.471308355088266,5.417449185415537
15,5.342139477487782,5.354824637015098
16,5.342936347741292,5.342936347741292
17,5.154580502417795,5.157147897923041
18,5.154315200331731,5.149173800831313
19,5.075605806730655,5.146349104755109
20,5.1529607047350146,5.222295398136079
21,5.275061057675458,5.144123700227983
22,5.133677469568224,5.149262200584922
23,5.117816535418485,5.149232731651864
24,5.211709363575876,5.1722953950349995
25,5.204488406774421,5.179917146043915
26,5.054234707216013,5.178569006359618
27,5.094273598728534,5.126191201696839
28,5.123795709372973,5.047672013900172
29,5.039616508713424,5.039616508713424
30,5.073983710502667,5.111724038485514
31,5.044143123349394,5.029877546190572
32,5.072644476051474,4.998536503897752
33,5.064955123696586,4.913103824050048
34,4.53969047128427,4.666220668449808
35,4.526104197836701,4.549307094916364
36,4.526622869038901,4.649584580173736
37,4.507543104770602,4.637137876021543
38,4.468255461410195,4.562665145881269
39,4.641371777279842,4.705910298417414
40,4.8450582667783735,4.706655943919254
41,4.943140500340458,4.723078615563656
42,4.944059829839408,4.944059829839408
43,4.8042179123373625,4.949208222765956
44,5.019239533194721,5.019239533194721
45,5.100216309973188,5.029341970386531
46,5.033716055574165,5.109427877309861
47,5.300741684808489,5.270238230515075
48,5.227376269354647,5.400438500735804
49,5.223509773156054,5.223509773156054
50,5.367203805187378,5.210398843775247
51,5.550062909233008,5.528341086086172
52,5.563053355337969,5.523180964090592
53,5.520292489346226,6.016729375660117
54,5.500180573695616,5.803827158986369
55,5.579045065873803,5.532984292497268
