,Mulindi,Ruhengeri
0,6.623816987368594,6.50562523792878
1,6.375380870407919,6.503047143580043
2,6.395582661925492,6.483406056824133
3,6.312790768530866,6.4580201100520975
4,6.3395770931327124,6.457456440841647
5,6.393959069372675,6.456892453729019
6,6.496672736564449,6.462072303071183
7,6.515943858668682,6.48201783347946
8,6.532575481681189,6.4709955425833625
9,6.412807511148947,6.488166369510057
10,6.358038412257518,6.463807508104889
11,6.376198788260731,6.458447379181679
12,6.335908371670117,6.447350931226407
13,6.339569310161545,6.438136821836177
14,6.324596882356901,6.423036955170153
15,6.351332843248307,6.3690115594171015
16,6.327297349666155,6.356456231886373
17,6.379134594111146,6.331652474601729
18,6.4331060570546645,6.559723141484033
19,6.4506712277613385,6.555754696735026
20,6.4351335526567155,6.553229528387629
21,6.428935702688823,6.551947251484816
22,6.440055055987136,6.553847944347396
23,6.3477740464441625,6.517081920501789
24,6.332505312277558,6.52435274132019
25,6.329323344560529,6.5315710786715595
26,6.308583596092629,6.522127577269562
27,6.319344481676011,6.522183161762407
28,6.319012342489488,6.5201018861253015
29,6.312535320505549,6.515515485816363
30,6.313735546221616,6.518057033817434
31,6.318435605012585,6.521250074688369
32,6.313545454818374,6.526788713120543
33,6.308974275457308,6.528241392978615
34,6.160559990984092,6.527121795876571
35,6.1998944908336355,6.270001764617799
36,6.264796372510063,6.269718449715492
37,6.30036920439206,6.2661675203830525
38,6.285594654897586,6.4379223878830025
39,6.2879344710823935,6.430693375926778
40,6.290901816955086,6.423847100351146
41,6.177003958778578,6.4156784521236645
42,6.181180714970672,6.418378881990462
43,6.191671339981492,6.428153102377929
44,6.189008492937245,6.442110231792247
45,6.202458312075622,6.447115653821153
46,6.190143481355032,6.446658961568394
47,6.119327006426396,6.44550278363884
48,6.200414853339512,6.66639972299033
49,6.197894926289263,6.665556242267333
50,6.209381683546492,6.653528021350251
51,6.261165205568051,6.647125655227941
52,6.251726840146876,6.567165796597321
53,6.276554176978112,6.556607222265402
54,6.262454512990708,6.552153935329803
55,6.266066065611828,6.545299083577082
56,6.292006221385421,6.577327017651522
57,6.278293966585238,6.581307349783808
58,6.267512912623245,6.588628186049293
59,6.269667727862918,6.443662159889547
60,6.30853676777172,6.30853676777172
61,6.2740742200123805,6.215869930156011
62,6.293822735477729,6.216417855764743
63,6.2703120624658375,6.221521898296405
64,6.2558576988395735,6.223895348136615
65,6.242723676508359,6.558875204169727
66,6.2352401429287605,6.558483377216077
67,6.262335138382298,6.3133790251117405
68,6.2640874250095,6.31920672423058
69,6.279953860172746,6.32505006800594
70,6.27830750856557,6.357588311440344
71,6.2675259503528515,6.354537327342481
72,6.2254924757613415,6.402870006198416
73,6.25267763443421,6.228662758230336
74,6.256031555635333,6.305736287337746
75,6.234280205013596,6.293313736597789
76,6.223254791073187,6.311894659943936
77,6.235890820183534,6.359232513843745
78,6.230872464969794,6.354311257207092
79,6.237527909389142,6.34346772741762
80,6.239575279178159,6.365224448873203
81,6.26284535812091,6.372879909203983
82,6.268241393666204,6.338091346842648
83,6.251275849633234,6.26279948004413
84,6.198580700885817,6.181631142572043
85,6.1887621969492725,6.1700700639371195
86,6.1820294904743625,6.16846996068873
87,6.192036688927806,6.168585027892757
88,6.183059890875649,6.149723470608057
