,Kigali,Mulindi
0,6.846945219870934,6.81738641762939
1,6.842570399600188,6.813521055164761
2,6.8437122584612915,6.807770681886676
3,6.8007769508038365,6.7760978809169945
4,6.820810357484784,6.75549879438876
5,6.82736972891808,6.752097401946285
6,6.814019102862512,6.736256897887701
7,6.826507321767071,6.754797815745553
8,6.84191811374304,6.767494833372926
9,6.8202575541329695,6.750147987945943
10,6.833728877493803,6.7611142054171625
11,6.800279744726102,6.745774752578109
12,6.793554642890417,6.7484220841200795
13,6.7719535922922365,6.702427529643627
14,6.758000564266977,6.688547499490726
15,6.7212658919704715,6.676085989263267
16,6.703479117785936,6.656985645303576
17,6.785334422519099,6.710253252164891
18,6.755766141787966,6.698471867612233
19,6.717248302801321,6.684263425495448
20,6.664910991817286,6.665469807143367
21,6.707201397306945,6.659403230216061
22,6.697095349804479,6.673209519653741
23,6.733867281623032,6.681718944500208
24,6.700814450558537,6.68441167711708
25,6.689723586846337,6.67550015231221
26,6.6743567134837765,6.661708758240538
27,6.665923941155782,6.652412085236046
28,6.672779681960333,6.652013908456621
29,6.655045597540877,6.649542006323898
30,6.71684369048589,6.645975163348919
31,6.708700849526039,6.6477178106060135
32,6.729047404872518,6.651141358838321
33,6.740156270879217,6.658581387216461
34,6.736950255393017,6.665767649019375
35,6.762441001500652,6.655323236739954
36,6.738670896924738,6.6607232367284945
37,6.740386751634418,6.662003795379246
38,6.73126419226331,6.657755920277485
39,6.726288454889494,6.673914955157913
40,6.717691219819535,6.670388654990838
41,6.710844944243903,6.647264212055518
42,6.700960386272553,6.630568861681154
43,6.708831039316058,6.637074274733229
44,6.711642296569674,6.6510176747532395
45,6.729792304244028,6.664975966741286
46,6.733138989151593,6.669561124827782
47,6.746142628820267,6.668684569781263
48,6.793398039925528,6.6689260161183475
49,6.733451860868217,6.667517666091672
50,6.753683690801384,6.6649977390414215
51,6.717750303619431,6.665818678860372
52,6.735917475924561,6.661096265241573
53,6.703561440821989,6.674697865768655
54,6.689987454735453,6.664262563497018
55,6.665763286031526,6.659809276561418
56,6.6779209718187635,6.653201819598087
57,6.684282006142507,6.65900504866579
58,6.678394254959284,6.647588603737463
59,6.686515476616472,6.600573046815747
60,6.683849687622107,6.617306296845496
61,6.679018664498173,6.61440822419771
62,6.687468087052061,6.623072924813738
63,6.692713863657936,6.628318701419614
64,6.692168888666519,6.627558448366056
65,6.6905378374704165,6.629100317627914
66,6.69153143983644,6.636799746645856
67,6.699595868752542,6.638192654794407
68,6.695801192539341,6.663210625225972
69,6.693082555814008,6.655321267645033
70,6.693099850728996,6.630667434440515
71,6.692571462208575,6.6404734313287825
72,6.680529095912827,6.6191186462889
73,6.667509450724559,6.608868074557321
74,6.654462786874487,6.595873385409056
75,6.646914586295526,6.583410267806092
76,6.6416234387724655,6.576270675760085
77,6.629659486627841,6.570920669456183
78,6.630052596320832,6.573683448504491
79,6.628206218016323,6.588178004034093
80,6.62539853644093,6.565125371416499
81,6.638285027847643,6.555929656478118
82,6.654302151366751,6.527823990363879
83,6.640288078433971,6.523308578377271
84,6.632482985797308,6.511744944632696
85,6.623647077140293,6.49898560044542
86,6.602632666494492,6.48619570722927
