,Kampala,Busia
0,5.470728347419592,5.442819559302515
1,5.458969852156508,5.368390731264161
2,5.460547710239721,5.367908856384362
3,5.456993749154578,5.351975757904964
4,5.428510313927199,5.328980718580166
5,5.430104293642521,5.402413493497336
6,5.461639567537767,5.499568265555266
7,5.566097417567529,5.533521247132916
8,5.567228546636379,5.554348883772717
9,5.595170821967687,5.624919297368462
10,5.611889148977269,5.654594186213162
11,5.612619207362562,5.655251409158446
12,5.911840245564505,5.74055434548759
13,5.6792556011719855,5.7112072009785875
14,5.54276441635688,5.7638030947339844
15,5.534623610463989,5.612515317093071
16,5.533937237081611,5.566786906099898
17,5.58418308839212,5.697072309837952
18,5.633328596293082,5.700987244766897
19,5.653388594799817,5.688592229992797
20,5.7656386678618405,5.697319423884363
21,5.733866391976621,5.636170643723225
22,5.728602018516291,5.6194313433579515
23,5.735801902138559,5.629948896936181
24,5.731147736751843,5.714692616025398
25,5.7298585308937655,5.80807891460058
26,5.730052415847992,5.76549916484374
27,5.726010375083201,5.752193689028138
28,5.720502665874353,5.76315459508666
29,5.811989948718504,5.861196332657981
30,5.790089578940895,5.928837110631458
31,5.958899158256917,6.079054370053745
32,6.102029828334253,6.083893311057493
33,6.109099196459389,5.980881500846523
34,6.033060576314948,6.01459182757544
35,5.798513035977917,5.688290027834117
36,5.676134973936596,5.474777111293995
37,5.719883455785202,5.462532472239282
38,5.623736305825427,5.416722136441101
39,5.528757383475383,5.477651372541887
40,5.6189089775824845,5.480279080286579
41,5.7011708566512205,5.433135781583236
42,5.5896642280924995,5.450898467104721
43,5.600378535003355,5.44403246461266
44,5.4036072545508675,5.411591328899088
45,5.508936755458621,5.281738231253175
46,5.400951363887112,5.235077220363793
47,5.405414085303052,5.241253311880692
48,5.341019025467256,5.357897063254608
49,5.398856937986302,5.3907923781495715
50,5.398827469053243,5.347322780520523
51,5.501201391272897,5.258887923850967
52,5.331933353342541,5.254202785427384
53,5.3284461754094945,5.186003984847137
54,5.320655145316519,5.136607962555095
55,5.37278049187107,5.285397988508652
56,5.307211822598467,5.2114667656400835
57,5.245255431110037,5.197853192215453
58,5.225047245462376,4.985817556396541
59,4.918493796224216,5.09438446268788
60,4.922703897779067,5.025513391645289
61,5.235160533260355,5.041170232632022
62,5.110232640733851,4.888397134079656
63,5.090235997406944,4.916389067603962
64,4.840078720018234,4.9122411662664645
65,4.734190940015797,4.785862950560118
66,4.743484072790689,4.85034721833305
67,4.837486656206132,4.9101258398461045
68,4.929799495233464,5.09637269505928
69,5.097291180167716,5.065030317949494
70,5.098210509666667,4.9922619316572865
71,4.949208222765956,5.020243995882708
72,5.167659538312995,5.177463538409615
73,5.267067944995011,5.228470645496867
74,5.302970958847781,5.28346871561634
75,5.359091567870766,5.367156127707497
76,5.344647141107389,5.281200919368427
77,5.340780644908796,5.315883093287069
78,5.3849382601271465,5.353189561812566
79,5.40823271379379,5.587374617670365
80,5.864484127981471,5.789448942038557
81,5.834407818866163,5.629726330391688
82,5.867905353820933,5.520799860898352
83,5.700038377160435,5.546362418443445
