,Kasese,Tororo
0,6.508758487035613,5.380096300829159
1,6.539900972981392,5.440210694952086
2,6.41637566104603,5.496915354410596
3,6.270091307803748,5.4923331155998865
4,6.2438751272113935,5.745240071819211
5,6.24103450985885,5.709080380694847
6,6.19336299942745,5.549749753989781
7,6.198802832593043,5.558112752196465
8,6.196332546877046,5.558939057898939
9,6.1826058443495855,5.831958815207664
10,6.182094873305326,5.832478206686689
11,6.17864404255835,5.423705056340891
12,6.1752025491778495,5.422411619857062
13,6.169816863283081,5.4159222635835285
14,6.163931282404215,5.494131465841262
15,6.158550100342805,5.519599830964739
16,6.137140924237273,5.552361780399109
17,6.1164181836843134,5.580410132276577
18,6.194143045914918,5.5540732815360245
19,6.1881343478947315,5.544493151148241
20,6.187921299127874,5.554071012816001
21,6.187708295741125,5.72891973731553
22,6.19883111392946,5.726895565763109
23,6.2314759892196685,5.719024469005042
24,6.200955643093525,5.790922231014981
25,6.09914651097741,5.863462419105324
26,6.13484572968216,5.910368925640306
27,6.103526461190315,5.952030943892073
28,6.215155640961727,5.9926827055215375
29,6.225378646200745,5.939471197107332
30,6.226016364544902,5.801237833304102
31,6.228437709889332,5.251160858481973
32,6.229377816873995,5.429487677461824
33,6.22409046109107,5.425681877812573
34,6.22066563825476,5.423792202869158
35,6.213780602210712,5.442816399293959
36,6.280316604863661,5.411983050855047
37,6.246378937137598,5.398793679133816
38,6.199506340881629,5.283441623247333
39,6.151358447078277,5.286242743374279
40,6.0930990441139725,5.28116832756406
41,6.039056534663201,5.287132917631387
42,5.763362171362772,5.277331206209998
43,5.842409381144868,5.378572266814796
44,5.8423799122118085,5.402835490450782
45,5.807282233814959,5.396443466775215
46,5.61053185190278,5.116156585835759
47,5.563709162228571,5.114366047948352
48,5.636013349760887,5.093877129023532
49,5.524629599794531,4.736172239430261
50,5.383910988895467,4.726270496792432
51,5.453186604227408,4.767474402154981
52,5.176079206531437,4.770614098423273
53,5.628345580121404,4.751633834527906
54,5.693190550270857,4.743747611079802
55,5.7981176706960165,4.514828111541494
56,5.902868399800893,4.530625792136653
57,5.77411707231741,4.74422916271955
58,5.491199404962388,4.8450582667783735
59,5.8569590430692235,4.943140500340458
60,5.860350561713563,4.944059829839408
61,5.724754935092968,4.7681129076952455
62,5.858340626377746,5.019239533194721
63,5.957985470227687,5.131306897043219
64,5.978801689396265,5.145237330006572
65,5.96338541107502,5.300741684808489
66,5.920523449914592,5.289896626335981
67,6.033927825468742,5.223509773156054
68,6.028024938730174,5.273482819201824
69,6.074351221965816,5.271703635316351
70,6.014149721801372,5.760461405165304
71,6.071123447725916,5.691784644209972
72,6.215646277211257,5.866702707855173
73,6.096919741577207,5.45602325136114
