,Mombasa,Makueni
0,6.79857441915222,6.744210224043156
1,6.685070563227127,6.624184869148137
2,6.702401008790614,6.641520506286292
3,6.867249393766345,6.761998774256769
4,6.861002970122384,6.754266370581524
5,6.932918021314576,6.747107341524484
6,6.903042246516339,6.743936973564398
7,6.894927304907512,6.846468211755837
8,6.9188405850703685,6.842101126031313
9,6.737239616830106,6.842212675034215
10,6.734416965742569,6.839999063497468
11,6.73436534164682,6.840278801747819
12,6.614026408712523,6.837169960026733
13,6.756512518910817,6.834070753256692
14,6.778436856827605,7.012008031304075
15,6.7714821762861295,7.005973144572913
16,6.756838142226955,7.000503329261961
17,6.813057433114338,6.950451100534571
18,6.807402818294747,6.900387468677291
19,6.794897318135682,6.892453608301927
20,6.7756642982529165,6.868885098307008
21,6.60464256152942,6.863398884620713
22,6.599941747504524,6.763447032499003
23,6.598865617933149,6.76180013802081
24,6.589083303411035,6.75391752973697
25,6.679490336957013,6.740051637576656
26,6.733282311182533,6.8170703415862315
27,6.864149814808358,6.733627753374544
28,6.85876829595066,6.736595585847204
29,6.874203250480176,6.9096167871461756
30,6.580765507482219,6.837694661721328
31,6.52377822254869,6.7472407022661764
32,6.519129719455744,6.7431674395719465
33,6.383011590139608,6.737567502194116
34,6.46176946774553,6.745553560513844
35,6.4653329352608715,6.698553266927505
36,6.487909947857514,6.649234530454639
37,6.470984437986072,6.738850351250389
38,6.469429439723351,6.755414007099377
39,6.628412604751884,6.756570373233819
40,6.541779977990761,6.753389083660699
41,6.5280272758735896,6.749449052697467
42,6.5189016141027984,6.742619896426794
43,6.57158528980482,6.5428810290214185
44,6.482636796460079,6.375822792174269
45,6.445359687071194,6.383512957599335
46,6.375855320215022,6.375855320215022
47,6.369679727880385,6.369679727880385
48,6.289360754835888,6.607814485954423
49,6.204069187283272,6.636436823670675
50,6.209213152554973,6.611919638224058
51,6.283820184229285,6.628978686106459
52,6.426382342104081,6.568684994934784
53,6.171155181608194,6.1162255195772595
54,6.123429296273629,6.025208435862414
55,6.069001603357522,6.210688474142265
56,6.1272894301002605,6.169924661744696
57,6.292523541398679,6.212608833725317
58,6.246687611708076,6.207530896506882
59,6.280856042868541,6.280856042868541
60,6.28329354413385,6.20312242554521
61,6.119952297273673,6.283612474715751
62,6.154875481614765,6.358103723228033
63,6.248201599913629,6.35612704163298
64,6.29959078025407,6.340585471507749
65,6.473447727488291,6.32479854270489
66,6.4748845071760615,6.342078014909487
67,6.507450012206315,6.44337812268831
68,6.4102698741493835,6.535353843673951
69,6.485114874213098,6.485736571466569
70,6.538350743312149,6.5957691844564295
71,6.47229517285478,6.644014821801107
72,6.465871400611338,6.608225696998227
73,6.516996230833884,6.639262124379034
74,6.6723808111299965,6.669364217590571
75,6.855009401354631,6.6746858472233495
76,6.811751864606289,6.763265605620779
77,6.809320131517678,6.669688502111016
78,6.754294501872879,6.841993085395108
79,6.638341605909239,6.834854370271537
80,6.645512679564718,6.827664327259632
81,6.440535677798616,6.8284733274976945
82,6.788965243418817,6.829281673783383
83,6.783493904975461,6.732620083456497
84,6.78426805329538,6.857713115249154
85,6.782391204850188,6.876463706498625
86,6.733739991200571,6.894869174417017
