,Lira,Gulu
0,6.569405482771316,6.63742557096418
1,6.700593093584647,6.6359067418606585
2,6.564534684224114,6.633104990735414
3,6.55597204784259,6.7202750991338664
4,6.6167693122360465,6.777820977917114
5,6.661574292137124,6.849112839658562
6,6.516054988073409,6.856444448949938
7,6.321415188976355,6.628769372175225
8,6.278021149535216,6.530132932517029
9,6.323424317453331,6.430361259800325
10,6.367155657177179,6.278759872152746
11,6.363348068111329,6.444196397275872
12,6.361975912353549,6.445048115349538
13,6.3579139951856405,6.7012076907590705
14,6.395805026332744,6.771612268352634
15,6.392812303866773,6.429339374104147
16,6.293525715563299,6.601155528620824
17,6.295145251786876,6.605574040149937
18,6.203880881695268,6.425587134882059
19,6.223249728579018,6.42168310788618
20,6.296693428683594,6.425310806505688
21,6.286661969353938,6.413767803545446
22,6.338173697093758,6.498138346786436
23,6.338144228160699,6.498108877853377
24,6.455460139358731,6.495055755443325
25,6.487981003885049,6.488653272817931
26,6.483939259878529,6.588220298977612
27,6.644707197559189,6.5795568685102115
28,6.60739326454471,6.577161376186345
29,6.5686328538369505,6.569248427879165
30,6.30130810535935,6.568245077541285
31,6.038338737864384,6.369104396452477
32,6.017106084892325,6.118613031234162
33,6.010643726556405,6.137446524289059
34,5.996681677659459,6.151915194625549
35,6.051343674657786,6.156908459543163
36,6.038973322308375,6.14165259473878
37,6.128167557405342,6.347928282715931
38,6.121431822739718,6.348919599603384
39,6.175700184496219,6.349909934754797
40,6.0276661383997325,6.13052352383944
41,5.972722878040985,6.135021518959832
42,5.9813210498236495,6.145259736017071
43,6.148032634165344,6.148032634165344
44,6.154407268815136,6.154407268815136
45,6.242174275402044,6.152356520387329
46,6.290943887549103,6.150301557746637
47,6.297652324667658,6.382081004284449
48,6.337387249727399,6.379122069505014
49,6.366626203754583,6.368100043372883
50,6.403227657108837,6.363496898890518
51,6.470444201289956,6.533084483917533
52,6.463373999770067,6.53006537426874
53,6.5282893502574,6.6778210842283645
54,6.493439246185936,6.681528201215808
55,6.403189041096826,6.526819362738636
56,6.468615407132018,6.514317118592487
57,6.363039004991827,6.475844267099233
58,6.398515368454724,6.436542764043963
59,6.51024344817173,6.624110394907356
60,6.5450757755170175,6.639283419377243
61,6.471228222605499,6.635017531270527
62,6.466997095441979,6.597910685524423
63,6.532366059267259,6.596293146573491
64,6.531583465061057,6.624782415679608
65,6.564379684893274,6.627221602518357
66,6.467584308832078,6.537183057344531
67,6.495450023834003,6.5939690076751125
68,6.532791355414375,6.628322432060773
69,6.685716070563467,6.686757195071878
70,6.68645276785693,6.700915829884485
