,Gitega,Kigali
0,6.354530871251242,6.070382203918308
1,6.297098706623741,6.036357173261998
2,6.3717729861586205,6.056300376498575
3,6.086751895065932,6.0050341779078815
4,5.825755937221311,5.9455523460825646
5,5.712855304404238,5.8929182136723295
6,5.5071291734824195,5.854389601226159
7,5.650490169791607,5.8814509173696505
8,5.7854565610131,5.890037364836552
9,5.832381726287005,5.853221623253579
10,5.772517979054819,5.890362199234257
11,5.705149502657235,5.92439075100964
12,5.746000317357191,5.902680216907551
13,5.836713144096547,5.951651236247045
14,6.0537350198440185,5.954290596024135
15,6.051910189615066,5.9042431617549855
16,6.049541081609407,5.913236441169735
17,6.0549888552480935,5.921032241515324
18,6.076705778687638,6.008580251512054
19,6.228673161023703,5.9850506073695025
20,6.412250773870708,5.928936826906347
21,6.400346633812314,5.975777264120205
22,6.55199213776749,5.963533037142585
23,6.54101188514996,6.015791735174351
24,6.362843729400607,5.979062459416928
25,6.414818536217622,5.926263505101222
26,6.379153823002023,6.022949139096596
27,6.37080326022368,6.034641208351415
28,6.076862041490409,6.035377742432729
29,6.068725692147187,6.02979299071882
30,6.078764511948255,6.027803291878598
31,6.017716506572133,6.068591596446832
32,5.948006410750576,6.061243699318592
33,5.967503697684642,6.043174239652624
34,6.0766923958046215,6.058110932608352
35,6.182923988140843,6.053366294244605
36,6.281396934183395,5.998734630366377
37,6.36285727122482,5.981490674658081
38,6.272235517660425,6.034597241576024
39,6.346232526710241,6.034166389744794
40,6.151694883502552,6.02454403925959
41,6.2384095299604425,5.992748444636009
42,6.395981604758033,6.008842541881721
43,6.466994209353158,6.001054548740154
44,6.468658040802564,6.008996363851821
45,6.039452630156931,6.023010932408279
46,6.1399830036547165,6.040777869158783
47,6.196294511578947,6.039446517702006
48,6.153468737943311,6.087828339367025
49,5.935142005145361,6.063056437291688
50,5.93429631469236,6.056438143849156
51,5.93868912606712,6.026183318279003
52,5.651762288978788,5.5909322845309815
53,5.291575473435621,5.56188544772143
54,5.35887052975265,5.527471364087863
55,5.399047248822575,5.481561363473918
56,5.456825051156964,5.533698171898602
57,5.354728609372341,5.542255412020562
58,5.363454731556295,5.299068563155487
59,5.653091785267965,5.4004775693977205
60,5.572823964055831,5.410059494532649
61,5.481157148506551,5.401591898315803
62,5.581087693098619,5.294859172355196
63,5.7580391240371,5.297555326502216
64,5.838483185746734,5.293802470598628
65,5.805810138980008,5.011338800119288
66,5.772910311696586,5.016584576725163
67,5.764173885217408,5.019270622315193
68,5.760900926597363,5.358025545490209
69,5.836556287841273,5.378568351802099
70,5.7636072881951055,5.4321067001287755
71,5.831975429995446,5.447376625642572
72,5.926601172597637,5.404819464612802
73,5.961872692839739,5.5279841892923836
74,5.966915103113885,5.528546908354297
75,5.958820590011928,5.39301627935272
76,5.471318054751238,5.392037115288017
77,5.35788509881904,5.491974740817798
78,5.227366633737478,5.4842071371710155
79,5.225120956799933,5.545228445913004
80,5.22739499198421,5.484686965020713
81,5.3552366962848295,5.465558602968684
82,5.471423843348001,5.4659518672576795
83,5.72834421700459,5.462922414617662
84,5.755406409921075,5.577731186615705
85,5.789667519490088,5.7740598272866634
86,5.852928771955945,5.704422129605038
87,5.911906400480863,5.600975532047153
88,5.965679168365824,5.655936394577584
89,6.0205141626656085,5.652093666591089
90,6.0128757686412815,5.628961640182937
91,6.110183974917225,5.675344356218087
92,6.151292360364187,5.9109087142332
93,6.23384365901701,5.951268432827086
94,6.271469782974216,5.940914398557166
95,6.259648676664725,5.872141104413873
96,6.253181742210327,5.815964772281768
97,6.158475679264323,5.583922367286838
98,5.956242561171233,5.514490722865772
