,Gitega,Kigali
0,6.354958130390406,6.1758568031995535
1,6.296193319508928,6.09073394414007
2,6.295466642500111,6.132622644058208
3,6.219167838606589,6.195723984372353
4,6.196920769565578,6.1679370760627785
5,6.215285657680169,6.174606262183899
6,6.2685493066527105,6.031654838352989
7,6.2448465439168865,6.180116624955396
8,6.276004167750348,6.193356329019902
9,6.3471103380017535,6.156871420733855
10,6.3467325664113945,6.178700655037468
11,6.248512111137111,6.172196157513219
12,6.121536739732892,6.208600841072602
13,6.06122374962229,5.864419716163516
14,6.118685997163968,5.8467961771826085
15,6.054106785775607,5.834357034290819
16,6.113426558333937,5.804320609309632
17,6.1197329473597675,5.8456306081203815
18,6.182765350647962,5.839603705507034
19,6.171191488735813,5.8259096205406555
20,6.158721983744145,5.813412032967254
21,6.198589299717723,5.868805144568038
22,6.187018391014063,6.068554512281822
23,6.227036512848734,6.115875193731333
24,6.216734233622041,6.070204060158513
25,6.126676587924211,5.979594349313185
26,6.195862938430169,5.941639031825922
27,6.188342708363827,5.892688402286606
28,6.1380872803223605,5.928026044208325
29,6.074327947695857,5.927277427193226
30,6.078764511948255,5.90822561402794
31,6.076078355817974,5.9270485334741485
32,6.058842929982743,5.9172184276019175
33,6.081335537032618,5.9154805752237865
34,6.017923362638963,5.897768282533173
35,6.020229898809272,5.89938549465219
36,6.080425544975555,5.915727360489298
37,5.958457693318694,5.884104104839399
38,6.065958368034437,5.900033324337312
39,6.1135762051051,6.108676798474456
40,6.149972230191106,6.1067956465374875
41,6.1396451152880305,6.083262452176841
42,6.136273384348659,6.0973959392231665
43,6.228869104423331,6.098276775016104
44,6.22772098117416,6.121226127128531
45,6.143087519847287,6.131955303488407
46,6.141727443695866,6.137087596869932
47,6.2425502216751,6.135424222444101
48,6.153468737943311,6.147040198998871
49,6.156977511799556,6.1678032677507515
50,6.253744180498596,6.1353745693079285
51,6.164449338272502,6.120536102127001
52,6.258163098513289,6.070197103384754
53,6.2053630750916575,6.188511945939813
54,6.206445744184067,6.220618544647809
55,5.931205053334922,6.121278000307929
56,5.927702424451297,6.194666454094312
57,6.049819425140857,6.114390555628879
58,6.054662047298414,6.107145710389409
59,6.1574827568231765,6.096527509615628
60,6.169390316609996,5.95832567966896
61,6.069332238350434,5.948951265414249
62,5.954787007852328,5.859684103370586
63,5.833106697070522,5.704450027419975
64,5.839733967648386,5.699985711592233
65,5.839103867079471,5.7073554231071855
66,5.772910311696586,5.7126011997130615
67,5.837505158302958,5.712417802875138
68,5.836556287841273,5.709347378025289
69,5.839065699446699,5.712150413001078
70,5.836556287841273,5.7685789367499885
71,5.831975429995446,5.806321718115843
72,5.954645635304637,5.714974392916642
73,5.961872692839739,5.778715697125422
74,5.966915103113885,5.919927276580723
75,5.958820590011928,5.70804380569503
76,6.060303042145466,5.68850401729553
77,6.051032279378985,5.827942054429041
78,6.037793958316353,5.95376740573558
79,6.0355482813788095,5.997213569656061
80,6.035317687136583,5.936512306067896
81,6.048383876844774,6.052946940839047
82,6.058606461116078,6.0493481838585055
83,5.936856106050736,6.049909399349216
84,5.972782970220485,5.987330973901516
85,6.040981947770994,5.909532339899531
86,6.235479620541233,5.896794022252494
87,6.229324184132877,5.80823603718836
88,6.389982580147292,5.877369081488164
89,6.388707875976541,5.831095324675373
90,6.380914471230329,5.812233767390674
91,6.373115776289848,5.7913432700809695
92,6.42100389929766,5.851939667113648
93,6.499975802181657,5.905235201021111
94,6.494305120385539,5.82235466383261
95,6.48248210237558,5.826678730337116
96,6.475394628031583,5.816547353131335
97,6.468348321045469,5.686363172841329
98,6.4664468739510985,5.65707543746273
