,Kasese,Ruhengeri
0,6.846294610070295,6.8135210551647605
1,6.8749915146261005,6.810748082922316
2,6.843288110274468,6.790431092119046
3,6.747877338047209,6.765571627177055
4,6.711271538568826,6.779237455066693
5,6.712511488848022,6.792719043066423
6,6.8227773515096315,6.798544539692396
7,6.8345108264562,6.821736316210255
8,6.8240528250536485,6.7911934211890586
9,6.800296410172921,6.805207369387469
10,6.7963537494475075,6.792370396876302
11,6.843750293823358,6.861092994156332
12,6.847365684337016,6.813201935145533
13,6.8998802368783645,6.802872318444153
14,6.898080016079373,6.78904322653777
15,6.892007711613546,6.768226647180095
16,6.886417456629419,6.762050781454818
17,6.880360890079465,6.736856110620549
18,6.859476424725056,6.792533393429326
19,6.838523701479584,6.8110443112941885
20,6.805052128237891,6.810413684426482
21,6.799043430217704,6.809377056711561
22,6.798830381450847,6.810479038787743
23,6.798617378064098,6.811583308225624
24,6.78243099362471,6.805929147388593
25,6.73223785079909,6.847954797375551
26,6.757571754831194,6.845384689993779
27,6.7791155991568,6.841007786991967
28,6.758792375998723,6.843339265348304
29,6.739221946974403,6.846374027923991
30,6.775537810337138,6.852737401657419
31,6.788287660671727,6.853417162565521
32,6.7871561558233,6.854164942208932
33,6.788561757047894,6.858107532387714
34,6.78975454333694,6.8576869493303585
35,6.784852526933321,6.853863218306122
36,6.779994022496103,6.848732973604506
37,6.775159009039205,6.836158484034943
38,6.771612268352634,6.828856108109329
39,6.79678820842347,6.820229900963154
40,6.7860935707557255,6.8233815623447205
41,6.775265977188408,6.833153202340072
42,6.761185717260585,6.847343831622957
43,6.697961309806346,6.852580761929317
44,6.671182608897453,6.851658411926584
45,6.806045907371657,6.805668132517342
46,6.811898807473221,6.805091157745374
47,6.786626721352554,6.804516756600616
48,6.78962837432224,6.8359432593471405
49,6.8045029596903825,6.703079531454919
50,6.80437423335443,6.730464012647935
51,6.788032684728935,6.7737533357147415
52,6.713453268182942,6.815897885274675
53,6.701104899592258,6.820153170268654
54,6.750262269352953,6.814656500500298
55,6.7716965633469055,6.809158933198022
56,6.7413466062416125,6.806864602037824
57,6.743302487842133,6.796921553933091
58,6.7750176455678535,6.827230029427219
59,6.794324999637309,6.813598416771321
60,6.720813318959678,6.810071778101436
61,6.680628457109515,6.807959666693398
62,6.812089608259642,6.812208833519188
63,6.789399072119459,6.817439060212475
64,6.795680491078833,6.8355631349145005
65,6.790310268364219,6.830828488019258
66,6.81638222368294,6.809306459696213
67,6.797946496381307,6.787285990253007
68,6.7986004535561015,6.776335923355868
69,6.7055186025503914,6.763516390622766
70,6.755359719867269,6.8760581790826185
71,6.75051160360952,6.870501498290906
72,6.793574240158408,6.862767211617765
73,6.7870203761933565,6.852355510523528
74,6.814926464638243,6.851404835019904
75,6.8873426138287295,6.851349769330533
76,6.894996310390155,6.849216775737552
