,Nakuru,Nairobi
0,5.817918889704553,6.253532300921933
1,5.952827783894579,6.253304538611959
2,5.8149140715156005,6.260044436016196
3,5.81330760318416,6.246970290885226
4,5.804490381229515,6.237589453539799
5,5.808257938442922,6.23413676277972
6,5.809124384947471,6.09877443370307
7,5.8149307154519505,6.131316193506427
8,5.664759169400631,6.134762798646367
9,5.655378637757975,6.127446251224562
10,5.648495052856374,6.120152942198136
11,5.740032636437907,6.113878588300459
12,5.736872287953763,6.109681433087875
13,5.792136561535243,6.107217608175139
14,5.791749730263689,6.107350392399816
15,5.790034499001399,6.28882214420791
16,5.79116715685274,6.295723167605135
17,5.733320098592375,6.292614325884049
18,5.631754950138386,6.289515119114008
19,5.624883450128195,6.266912176759117
20,5.713323683938286,6.26162023913377
21,5.743774172496715,6.273454597026335
22,5.714778867125782,6.2679388547183335
23,5.706784510899772,6.261223410655661
24,5.695780106457602,6.251057492794427
25,5.681887239771205,6.230233145309451
26,5.718796031024982,6.224367702249815
27,6.018177580755495,6.28477209158718
28,6.070669087176049,6.317891007993051
29,6.05672993964002,6.2991202759365
30,5.991710855812071,6.308411055063845
31,6.135999480571325,6.375445252063623
32,6.1332110570663225,6.376084879394346
33,6.139219946114761,6.532308658621877
34,6.0484778753471,6.591699853506847
35,6.051276038046907,6.582862258287834
36,5.948733006048405,6.549287399780526
37,6.050020259012001,6.568680282110603
38,5.938092164952554,6.541947465824144
39,5.952296109229553,6.575182723224684
40,5.954056454859652,6.60223928890192
41,5.838868489147492,6.452818628046244
42,5.9547313924847165,6.457360249046529
43,5.95588642298086,6.4264567850272565
44,5.957042789115302,6.507873747494992
45,6.063805154516606,6.455627486220984
46,5.836471692020788,6.477722744858338
47,6.048450743371156,6.44157001565702
48,5.936332087663777,6.458906603918851
49,5.9363307326786785,6.391696141330559
50,5.879830221345724,6.314520086112383
51,5.929388861474562,6.402750076415144
52,5.926970446599849,6.337001217492534
53,5.7981215105407165,6.019775118693772
54,5.800098106773262,6.020252119239107
55,5.915149965809983,5.99124450939855
56,5.921849922875261,6.1207007816204255
57,5.9263453029559985,5.968766018839951
58,5.923690474859021,5.821907780549079
59,5.863944341745999,5.826505813490167
60,5.800400509079656,5.853941276007686
61,5.787819960666048,5.847703457420768
62,5.65718560737662,5.824017987128114
63,5.661178635711002,5.84972477568628
64,5.66782598509604,5.853008774171027
65,5.796331122201078,5.795069292380656
66,5.648116296094692,5.79683785421319
67,5.647768927166013,5.856860725024573
68,5.6489308343495415,5.857475586242599
69,5.648914721993819,5.839130022670002
70,5.648898609378483,5.8445791434676355
71,5.654876311508777,5.8616236951378795
72,5.6514654163546005,5.890392835370073
73,5.645262052600476,5.8703894503921665
74,5.632775693106237,5.869841901477508
75,5.630281444205356,5.887136052861878
76,5.753828487639785,5.90094640924076
77,6.076667374731454,5.876399905081218
78,6.072849423572065,5.884326862045562
79,6.1586963643158334,5.85675828522802
80,6.101213747012686,5.743380796726998
81,6.04022427061924,6.138752389225789
82,6.065038661508886,6.421349240349763
83,6.192074318500116,6.351704464092
84,6.190513622706112,6.411891381764412
85,5.882366632522318,6.306914227860388
86,5.814204585907329,6.306206124427684
87,5.810214935358393,6.3021720748200005
88,5.809553913892397,6.3020303989901905
89,5.669366989291664,6.308966718409259
90,5.67381500905141,6.30824225140664
91,5.672935144008969,6.224201737333471
92,5.6727702922670815,6.103421273535147
93,5.669971287485432,6.094600745182812
94,5.723291611159681,6.094080940705022
95,5.720196323172665,6.092705343597534
96,5.428612709405602,6.089580991601313
