,Masindi,Gulu
0,6.569405482771316,6.63742557096418
1,6.5664279873774465,6.625600136841905
2,6.534267070874941,6.338173697093758
3,6.091974649613189,6.338144228160699
4,6.240293047883502,6.334189133650629
5,6.285141029044338,6.328661192422065
6,6.323362040091088,6.3241534924474
7,6.314864314283129,6.397480079799721
8,6.312468821959264,6.395084587475855
9,6.3868037865875475,6.463545973425051
10,5.938402611669982,6.463021557568308
11,5.629724020853323,6.0904178869092735
12,5.898120403270181,5.90172401077348
13,5.892324066256074,6.127949776751802
14,5.866086690823091,6.151915194625549
15,5.869226387091382,6.156908459543163
16,5.857681101683534,6.187961368056826
17,5.901735302163914,6.264743092411093
18,5.896394331465438,6.265258625769529
19,5.902868399800893,6.265773893490261
20,5.905969203422213,6.1314629320813765
21,6.029452908409985,6.135021518959832
22,6.039693056045557,6.145259736017071
23,6.042672118507518,6.148032634165344
24,6.049863413063866,6.154407268815136
25,6.0437438497091085,6.152356520387329
26,6.290943887549103,6.150301557746637
27,6.2984456606870545,6.2984456606870545
28,6.379122069505014,6.297009093784002
29,6.285230565550589,6.32752347774084
30,6.280563749181227,6.281364069351996
31,6.4334900468383385,6.292598102802026
32,6.4627106498286615,6.387632373995921
33,6.55582244461739,6.458941931700612
34,6.559342516862992,6.458118373771679
35,6.559849888415118,6.526819362738636
36,6.445902339892784,6.488158192463406
37,6.3623061357761745,6.3623061357761745
38,6.360449731425417,6.254763800860716
39,6.361521890053232,6.299894579123119
40,6.362026681404687,6.320415923684844
41,6.43741658281623,6.317186185290163
42,6.353616121186233,6.310992846965398
43,6.349066028814024,6.3086110741217105
44,6.351457298830538,6.3081346168432395
45,6.349456966723921,6.265630305801811
46,6.353528086206698,6.270083188131205
47,6.348846549642127,6.265814485503979
48,6.35071278246319,6.267141017278518
49,6.388264206515881,6.386860697513561
50,6.389361321226222,6.389361321226222
