,Kasese,Busia
0,6.508758487035613,5.442819559302515
1,6.539900972981392,5.368390731264161
2,6.41637566104603,5.367908856384362
3,6.270091307803748,5.351975757904964
4,6.2438751272113935,5.328980718580166
5,6.24103450985885,5.402413493497336
6,6.23443811228408,5.499568265555266
7,6.259702368792369,5.533521247132916
8,6.259461232390936,5.554348883772717
9,6.19336299942745,5.624919297368462
10,6.198802832593043,5.654594186213162
11,6.196332546877046,5.655251409158446
12,6.1826058443495855,5.74055434548759
13,6.182094873305326,5.7112072009785875
14,6.17864404255835,5.7638030947339844
15,6.1752025491778495,5.612515317093071
16,6.169816863283081,5.566786906099898
17,6.163931282404215,5.697072309837952
18,6.158550100342805,5.700987244766897
19,6.137140924237273,5.688592229992797
20,6.1164181836843134,5.697319423884363
21,6.194143045914918,5.636170643723225
22,6.1881343478947315,5.6194313433579515
23,6.187921299127874,5.629948896936181
24,6.187708295741125,5.714692616025398
25,6.19883111392946,5.80807891460058
26,6.2314759892196685,5.76315459508666
27,6.200955643093525,5.861196332657981
28,6.09914651097741,5.928837110631458
29,6.13484572968216,6.079054370053745
30,6.103526461190315,6.083893311057493
31,6.215155640961727,5.980881500846523
32,6.225378646200745,6.01459182757544
33,6.226016364544902,5.688290027834117
34,6.228437709889332,5.474777111293995
35,6.229377816873995,5.462532472239282
36,6.22409046109107,5.416722136441101
37,6.22066563825476,5.477651372541887
38,6.213780602210712,5.433135781583236
39,6.280316604863661,5.450898467104721
40,6.246378937137598,5.44403246461266
41,6.199506340881629,5.411591328899088
42,6.151358447078277,5.281738231253175
43,6.0930990441139725,5.235077220363793
44,6.039056534663201,5.241253311880692
45,5.763362171362772,5.357897063254608
46,5.842409381144868,5.3907923781495715
47,5.8423799122118085,5.347322780520523
48,5.807282233814959,5.258887923850967
49,5.61053185190278,5.2114667656400835
50,5.563709162228571,5.197853192215453
51,5.636013349760887,4.985817556396541
52,5.524629599794531,5.09438446268788
53,5.383910988895467,5.025513391645289
54,5.453186604227408,5.041170232632022
55,5.176079206531437,4.888397134079656
56,5.628345580121404,4.916389067603962
57,5.693190550270857,4.9122411662664645
58,5.7981176706960165,4.785862950560118
59,5.902868399800893,4.85034721833305
60,5.77411707231741,4.9101258398461045
61,5.491199404962388,5.09637269505928
62,5.8569590430692235,5.065030317949494
63,5.860350561713563,4.9922619316572865
64,5.724754935092968,5.020243995882708
65,5.858340626377746,5.177463538409615
66,5.957985470227687,5.228470645496867
67,5.978801689396265,5.28346871561634
68,5.96338541107502,5.367156127707497
69,5.920523449914592,5.281200919368427
70,6.033927825468742,5.315883093287069
71,6.028024938730174,5.353189561812566
72,6.074351221965816,5.587374617670365
73,6.014149721801372,5.789448942038557
74,6.071123447725916,5.629726330391688
75,6.215646277211257,5.520799860898352
76,6.096919741577207,5.546362418443445
