,Kigali,Kamembe
0,6.655045597540877,6.668131934783771
1,6.71684369048589,6.659685276645941
2,6.708700849526039,6.661473185674499
3,6.729047404872518,6.664371981824951
4,6.740156270879217,6.609791223047029
5,6.736950255393017,6.636040277721459
6,6.762441001500652,6.6686345813781935
7,6.738670896924738,6.638263000048744
8,6.740386751634418,6.613296546511881
9,6.73126419226331,6.635936872882846
10,6.726288454889494,6.6019454883193776
11,6.717691219819535,6.617904918014925
12,6.710844944243903,6.579364834389938
13,6.700960386272553,6.571979460215723
14,6.708831039316058,6.698403416153799
15,6.711642296569674,6.588560319819493
16,6.729792304244028,6.5968559726308165
17,6.733138989151593,6.66844318172644
18,6.746142628820267,6.667565375484248
19,6.793398039925528,6.634503616026713
20,6.733451860868217,6.667517666091672
21,6.753683690801384,6.6649977390414215
22,6.717750303619431,6.654089976970547
23,6.735917475924561,6.64768824314714
24,6.703561440821989,6.637124385204231
25,6.689987454735453,6.625519477846792
26,6.665763286031526,6.619936885314041
27,6.6779209718187635,6.613240897846361
28,6.684282006142507,6.620132858649259
29,6.678394254959284,6.621963355424937
30,6.693929633217189,6.6291429863140285
31,6.697714440667791,6.6329277937646305
32,6.69238226240041,6.624569017755475
33,6.686515476616472,6.552219850099193
34,6.683849687622107,6.615010084585146
35,6.679018664498173,6.61440822419771
36,6.687468087052061,6.623072924813738
37,6.692713863657936,6.6271712543631365
38,6.692168888666519,6.627558448366056
39,6.6905378374704165,6.625638109899444
40,6.69153143983644,6.628151667380087
41,6.699595868752542,6.635309977675683
42,6.695801192539341,6.6318422135796835
43,6.693082555814008,6.630685246548976
44,6.693099850728996,6.627761300456787
45,6.692571462208575,6.627159197022407
46,6.680529095912827,6.6167917109748355
47,6.667509450724559,6.603043946271333
48,6.654462786874487,6.590587029485908
49,6.646914586295526,6.5828194258391255
50,6.641623438772466,6.577454808521302
51,6.629659486627841,6.563777781943802
52,6.630052596320832,6.565364921629401
53,6.628206218016323,6.563368698521016
54,6.62539853644093,6.560334943093867
