,Nakuru,Nairobi
0,6.867023396662568,6.976395953810355
1,6.869118515768734,6.9644286955730585
2,6.876230575440013,6.969037625026219
3,6.757608981292415,6.872958698013008
4,6.878404018641677,6.891196321007663
5,6.748433797828377,6.850134914610164
6,6.751992875719974,6.849735160492912
7,6.9135430041200605,6.8645397490665605
8,6.962469649556401,6.915992455889184
9,6.9554126545934585,6.955187404001223
10,6.852798928200067,6.948831064537871
11,6.79765558057282,6.944306600230055
12,6.843982503292263,6.942049186344503
13,6.737072891486363,6.946164689344923
14,6.632309433456915,6.9462269934952445
15,6.631208641538073,6.943163750346061
16,6.9351365952064965,6.9450421241959
17,6.731809444368906,6.941933282474813
18,6.929380933061017,6.9386100362728955
19,6.925373799331172,6.934382869273539
20,6.822985808792981,6.927921658868566
21,6.818181772468007,6.92254178779225
22,6.905146019395939,6.916948244452567
23,6.901984002258514,6.909702542280784
24,6.794897318135682,6.912848604823
25,6.776429311677961,6.879978348189089
26,6.763327620516473,6.813519155821566
27,6.762430772248937,6.742404429030368
28,6.7638162677359945,6.7434696858768275
29,6.75038306506277,6.7309748971348045
30,6.737261527967021,6.937123713238327
31,6.8747218840778626,6.723580933077895
32,6.873213654907773,6.862594086080313
33,6.897971730635504,6.918917142641159
34,6.88174041761792,6.734997450714313
35,6.7449322539958025,6.764585191897196
36,6.7464751031475,6.839996602265405
37,6.692089164268168,6.847582666910338
38,6.7370553382904745,6.7840875178290085
39,6.75114158623081,6.826732031130862
40,6.666740957945367,6.8919829141380236
41,6.754143476901811,6.754143476901811
42,6.703019331723461,6.737814618376857
43,6.78107579261386,6.736894959332139
44,6.851787878926591,6.736492478697291
45,6.755935558171465,6.7518580805548085
46,6.753271200298693,6.731676530817233
47,6.838022931052672,6.73286872857899
48,6.572187155606918,6.713360752204424
49,6.826550927891677,6.716442261281928
50,6.7347249782338015,6.820726764022079
51,6.732817167039096,6.8266658924364245
52,6.820686856435466,6.795454701147532
53,6.738438894635541,6.65984862004232
54,6.765889482420448,6.659054816764169
55,6.609410112539349,6.360634965102319
56,6.498463287179254,6.365110227145485
57,6.501709447859561,6.499832687846701
58,6.469062603563939,6.438290944897186
59,6.449563012649042,6.436750223139949
60,6.429675613045191,6.429675613045191
61,6.482225794633189,6.4219548838385405
62,6.482422219244187,6.477993233832854
63,6.4225499004819016,6.493962453213951
64,6.42881924802643,6.430157040868091
65,6.488216472940602,6.423004324293556
66,6.4760695667111605,6.389637060938853
67,6.5915843324302585,6.448309439533206
68,6.593231399627761,6.476152738164056
69,6.593135685400743,6.4769465579129
70,6.593039962011633,6.41964703596198
71,6.600684295241168,6.4209079730420875
72,6.5957691844564295,6.508657350387003
73,6.589250736391131,6.592006318184378
74,6.578111184822959,6.553918725067488
75,6.573631324193517,6.456960017389824
76,6.670873651839425,6.460717296052026
77,7.0113006456810005,6.6746858472233495
78,7.007158660948899,6.863783054289599
79,7.005875269132802,6.8543383486645615
80,6.917706503642626,6.921842013395526
81,6.821005687111406,6.923450998784079
82,6.906071818556762,6.918950045320755
83,6.923733134447132,6.9755659902614235
84,6.925668942474727,6.974806897716756
85,6.949593661004507,6.921444217738019
86,6.920171271958031,6.917661375862936
87,6.526457830712988,6.779293171834601
88,6.9151348718765995,6.779838253727508
89,6.8368533069722845,6.845138358506392
90,6.839945460194186,6.8481759593307014
91,6.838892857333431,6.847103084076553
92,6.841020216665926,6.850003535551118
93,6.836579175390533,6.846391191969041
94,6.309969321138061,6.842472292560199
95,6.308260034758923,6.844251100331429
