,Soroti,Lira
0,5.722318971851242,5.680787899564776
1,5.779300962010302,5.773714355301663
2,5.934618135666965,5.934618135666965
3,6.056455533668441,5.933007506905185
4,6.052053768235239,6.026466018286832
5,6.044489561326891,6.043960600722122
6,5.993799400221612,5.989325119826692
7,6.00134660082542,5.995775555775965
8,5.716820491491519,5.718299781702108
9,5.53261792194791,5.377574783337632
10,5.372561740665815,5.319578698236347
11,5.422704208118649,5.309136925761163
12,5.418839245740309,5.423792202869158
13,5.520357303853989,5.437557823581809
14,5.417449185415537,5.41348878419944
15,5.354824637015098,5.294200015198664
16,5.342936347741292,5.281513535114885
17,5.157147897923041,5.254786367486957
18,5.149173800831313,5.154315200331731
19,5.146349104755109,5.120237960751424
20,5.222295398136079,5.1529607047350146
21,5.144123700227983,5.138928883350879
22,5.149262200584922,5.149262200584922
23,5.149232731651864,5.090860725429956
24,5.1722953950349995,5.211709363575876
25,5.179917146043915,5.172426474314758
26,5.178569006359618,5.068220949190753
27,5.126191201696839,5.075173427355114
28,5.047672013900172,5.058908087167098
29,5.039616508713424,5.001985440495777
30,5.111724038485514,5.0517605737179565
31,5.029877546190572,5.024113841473822
32,4.998536503897752,5.03912178401283
33,4.913103824050048,4.999311019251264
34,4.666220668449808,4.544330850840772
35,4.549307094916364,4.549307094916364
36,4.649584580173736,4.649584580173736
37,4.637137876021543,4.607183514384922
38,4.562665145881269,4.516574038681002
39,4.705910298417414,4.705910298417414
40,4.706655943919254,4.8450582667783735
41,4.723078615563656,4.955410592932272
42,4.944059829839408,4.912709299955332
43,4.949208222765956,4.86609331605545
44,5.019239533194721,5.0220926021771275
45,5.029341970386531,5.126191796376449
46,5.109427877309861,5.042107713210414
47,5.270238230515075,5.300741684808489
48,5.400438500735804,5.24564161733194
49,5.223509773156054,5.09063649177608
50,5.210398843775247,5.369189903159008
51,5.528341086086172,5.528341086086172
52,5.523180964090592,5.526565062074832
53,6.016729375660117,5.520292489346226
54,5.803827158986369,5.500180573695616
55,5.532984292497268,5.572593430592314
