,Mbale,Owino
0,6.345177196872746,6.549089386259068
1,6.368214610247294,6.577317384946351
2,6.3907332304326925,6.518566601942577
3,6.408623847474042,6.535536160018683
4,6.523607660487864,6.677355844837763
5,6.517100976959076,6.605846195190644
6,6.490642424291848,6.615933575438553
7,6.454689250657641,6.449038453929686
8,6.4774332427395285,6.477066337580395
9,6.482272895773473,6.437522699974859
10,6.39527238426644,6.44215294216079
11,6.388736192476026,6.436160547191164
12,6.474834526055797,6.5423232365565624
13,6.512793301594033,6.556107830249778
14,6.509919403873958,6.589533478879123
15,6.541251078496721,6.5743119407576085
16,6.441994004612874,6.398114045424532
17,6.327946247462975,6.381882860752917
18,6.306900945368628,6.43848880487973
19,6.419141635669155,6.500073397992073
20,6.468766141124965,6.509105407369265
21,6.503766816133705,6.6114883655834955
22,6.503275976301969,6.61245173027075
23,6.541146258015762,6.607299149439882
24,6.76255386524853,6.749134376931457
25,6.816896839030441,6.788620214694112
26,6.867779438137442,6.867545437902375
27,6.861353697393771,6.861353697393771
28,6.856648166002482,6.856648166002482
29,6.845083920830362,6.848876293235224
30,6.745994329735111,6.515723917055652
31,6.627582076102239,6.443179353104459
32,6.529804686986427,6.369176518407709
33,6.527619245638013,6.451225325979993
34,6.528099966129934,6.491195409194483
35,6.523633227923906,6.4869349505875125
36,6.55863096255904,6.484474118132993
37,6.620159360657688,6.516910499473327
38,6.437993100713827,6.618651356660965
39,6.259280911242251,6.615360439861219
40,6.199612585745824,6.39917401875369
41,6.42589957911418,6.382430488835728
42,6.425946653131482,6.299680577704196
43,6.4220430143143945,6.35930208488863
44,6.424951546577268,6.424592157534765
45,6.413767803545446,6.413767803545446
46,6.420989997139264,6.459265399242641
47,6.420960528206205,6.460625784598636
48,6.416406543159853,6.566099178177021
49,6.411853508998498,6.602245940175688
50,6.406870323508568,6.620500447784904
51,6.397480079799721,6.734581445098495
52,6.395084587475855,6.745720776779637
53,6.3868037865875475,6.722959450631854
54,6.386170099468836,6.386170099468836
55,6.363062081996514,6.1455842682179815
56,6.122466600550152,6.172172096591272
57,6.126039556495682,6.157100877128949
58,6.151915194625549,6.153768763274872
59,6.156908459543163,6.156908459543163
60,6.13979212908586,6.140722794578813
61,6.124408154481436,6.223818801333028
62,6.123322182470887,6.216999989388145
63,6.020651435457276,6.309119362566396
64,6.129583232279798,6.223781017326023
65,6.135021518959832,6.137826569887441
66,6.145259736017071,6.1471133046663935
67,6.148032634165344,6.148032634165344
68,6.154407268815136,6.154407268815136
69,6.148796625712253,6.2906039276406345
70,6.152141484668644,6.373813365371398
71,6.158207792230096,6.418604935085321
72,6.155978518190804,6.455001152190991
73,6.144588235748122,6.445987944428703
74,6.14072173954953,6.546800532856458
75,6.135026817087231,6.602490322579463
76,6.529444834379141,6.626953374754281
77,6.676752137039459,6.680488463777335
78,6.527554999426108,6.671897308154846
