,Tororo,Eldoret
0,5.698550031947693,6.57967627648322
1,5.742498963288706,6.606251612436677
2,5.784597426862376,6.627769216141513
3,5.780015188051667,6.639896049740655
4,5.830460479927918,6.604735697345827
5,5.823459135165726,6.588176659080447
6,5.7949530233687225,6.611207896231595
7,5.847175087117204,6.602477055831913
8,5.844781203428712,6.587438064189276
9,5.831958815207664,6.567683874723921
10,5.916583787478151,6.540699581236758
11,6.052661965810316,6.552923820509729
12,6.048795584257324,6.4846051673461975
13,6.044948372396227,6.538904747154852
14,6.038243067240719,6.556758243459415
15,6.03042545473073,6.478106288921558
16,6.012178564337852,6.4731300771899845
17,6.052049976776908,6.522906191055747
18,6.267075515405949,6.4896777054959705
19,6.287367104571401,6.589371344800405
20,6.338979123669129,6.582190495280729
21,6.422438596006496,6.639273233002824
22,6.46359099156879,6.620322433055505
23,6.463255465422941,6.547837167779981
24,6.456761407706958,6.646108286145729
25,6.453111980278505,6.605966239482725
26,6.449836239932684,6.645415885178283
27,6.442643362535587,6.610420574923716
28,6.469031300719109,6.6266789277301195
29,6.507661339637742,6.608447741182437
30,6.477932645340147,6.736087842754295
31,6.4453199176035705,6.694282014881355
32,6.278443357690105,6.7928738818393954
33,5.800934381322347,6.819561363845803
34,5.873083414577452,6.792978532875486
35,6.11402732714971,6.739613538713513
36,6.116939383429103,6.843500006673973
37,6.055178433176196,6.7542819532767755
38,6.051051941168544,6.75718761928304
39,6.018118854425363,6.807360014223469
40,6.010220017711317,6.794399453812331
41,5.913630953654796,6.756570373233819
42,5.916797074292741,6.808931369900132
43,5.9109774673226845,6.821585645708063
44,6.039056534663201,6.837558570700701
45,6.027762768991995,6.82870263582028
46,6.036262135538013,6.829327422039969
47,6.091974649613189,6.846322311211043
48,6.113401296028878,6.756627815732815
49,6.123687526544533,6.776816079065852
50,6.0788112493633095,6.700979728518431
51,5.983165356414574,6.725026946562089
52,6.009249335412577,6.69662633569622
53,6.002530556671921,6.711927769087209
54,6.002289879121233,6.713399299799052
55,5.745752977828073,6.753178141793563
56,5.697583406584886,6.7213571194261155
57,5.683569252393964,6.694393791689062
58,5.456911003318391,6.694910425407786
59,5.359217423231947,6.7015664708547265
60,5.342731760733681,6.66750099676304
61,5.330285056581489,6.649763555242907
62,5.427338120575742,6.607473947792195
63,5.432864770555157,6.612580561987755
64,5.485091816319161,6.650086877579204
65,5.538205447338319,6.5821482927748045
66,5.634743279049029,6.511731775587845
67,5.6372070103993535,6.472810987575024
68,5.642355403325902,6.4608267676858295
69,5.715239782737073,6.539428604387573
70,5.7182428600650255,6.458867749115261
71,5.647990256047452,6.579972667671775
72,5.800345783830516,6.573986697979392
73,5.713946972747484,6.566928380953233
74,5.7100804765488915,6.571977906605886
75,5.739658169230076,6.618228164985947
76,5.770226819210122,6.699128319497024
77,5.895328803332569,6.695427331530166
78,5.895835917589341,6.710868213960518
79,5.83863497152082,6.763999181582257
80,5.825704158979006,6.765686741736599
