,Kigali,Gitega
0,6.1758568031995535,6.354958130390406
1,6.09073394414007,6.296193319508928
2,6.132622644058208,6.295466642500111
3,6.195723984372353,6.219167838606589
4,6.1679370760627785,6.196920769565578
5,6.174606262183899,6.215285657680169
6,6.031654838352989,6.2685493066527105
7,6.180116624955396,6.2448465439168865
8,6.193356329019902,6.276004167750348
9,6.156871420733855,6.3471103380017535
10,6.178700655037468,6.3467325664113945
11,6.172196157513219,6.248512111137111
12,6.208600841072602,6.121536739732892
13,5.864419716163516,6.06122374962229
14,5.8467961771826085,6.118685997163968
15,5.834357034290819,6.054106785775607
16,5.804320609309632,6.113426558333937
17,5.8456306081203815,6.1197329473597675
18,5.839603705507034,6.182765350647962
19,5.8259096205406555,6.171191488735813
20,5.813412032967254,6.158721983744145
21,5.868805144568038,6.198589299717723
22,6.068554512281822,6.187018391014063
23,6.115875193731333,6.227036512848734
24,6.070204060158513,6.216734233622041
25,5.979594349313185,6.126676587924211
26,5.941639031825922,6.195862938430169
27,5.892688402286606,6.188342708363827
28,5.928026044208325,6.1380872803223605
29,5.927277427193226,6.074327947695857
30,5.90822561402794,6.078764511948255
31,5.9270485334741485,6.076078355817974
32,5.9172184276019175,6.058842929982743
33,5.9154805752237865,6.081335537032618
34,5.897768282533173,6.017923362638963
35,5.89938549465219,6.020229898809272
36,5.915727360489298,6.080425544975555
37,5.884104104839399,5.958457693318694
38,5.900033324337312,6.065958368034437
39,6.108676798474456,6.1135762051051
40,6.1067956465374875,6.149972230191106
41,6.083262452176841,6.1396451152880305
42,6.0973959392231665,6.136273384348659
43,6.098276775016104,6.228869104423331
44,6.121226127128531,6.22772098117416
45,6.131955303488407,6.143087519847287
46,6.137087596869932,6.141727443695866
47,6.135424222444101,6.2425502216751
48,6.147040198998871,6.153468737943311
49,6.1678032677507515,6.156977511799556
50,6.1353745693079285,6.253744180498596
51,6.120536102127001,6.164449338272502
52,6.070197103384754,6.258163098513289
53,6.188511945939813,6.2053630750916575
54,6.220618544647809,6.206445744184067
55,6.121278000307929,5.931205053334922
56,6.194666454094312,5.927702424451297
57,6.114390555628879,6.049819425140857
58,6.107145710389409,6.054662047298414
59,6.096527509615628,6.1574827568231765
60,5.95832567966896,6.169390316609996
61,5.948951265414249,6.069332238350434
62,5.859684103370586,5.954787007852328
63,5.704450027419975,5.833106697070522
64,5.699985711592233,5.839733967648386
65,5.7073554231071855,5.839103867079471
66,5.7126011997130615,5.772910311696586
67,5.712417802875138,5.837505158302958
68,5.709347378025289,5.836556287841273
69,5.712150413001078,5.839065699446699
70,5.7685789367499885,5.836556287841273
71,5.806321718115843,5.831975429995446
72,5.714974392916642,5.954645635304637
73,5.778715697125422,5.961872692839739
74,5.919927276580723,5.966915103113885
75,5.70804380569503,5.958820590011928
76,5.68850401729553,6.060303042145466
77,5.827942054429041,6.051032279378985
78,5.95376740573558,6.037793958316353
79,5.997213569656061,6.0355482813788095
80,5.936512306067896,6.035317687136583
81,6.052946940839047,6.048383876844774
82,6.0493481838585055,6.058606461116078
83,6.049909399349216,5.936856106050736
84,5.987330973901516,5.972782970220485
85,5.909532339899531,6.040981947770994
86,5.896794022252494,6.235479620541233
87,5.80823603718836,6.229324184132877
88,5.877369081488164,6.389982580147292
89,5.831095324675373,6.388707875976541
90,5.812233767390674,6.380914471230329
91,5.7913432700809695,6.373115776289848
92,5.851939667113648,6.42100389929766
93,5.905235201021111,6.499975802181657
94,5.82235466383261,6.494305120385539
95,5.826678730337116,6.48248210237558
96,5.816547353131335,6.475394628031583
97,5.686363172841329,6.468348321045469
98,5.65707543746273,6.4664468739510985
