,Busia,Masindi
0,6.318462984402514,6.465225239159982
1,6.337440950762077,6.455271570344619
2,6.316188099802063,6.458589092132568
3,6.312043019468261,6.494510253296489
4,6.3872553915217,6.679165800083002
5,6.358921285335857,6.682867262137889
6,6.336599528487916,6.6772433500105635
7,6.403138777787544,6.702156046269875
8,6.135943578426915,6.701163274258705
9,6.318066477928407,6.692598276373965
10,6.292744691025658,6.689336626453335
11,6.364133904030523,6.497768002966438
12,6.233923744733619,6.482272895773473
13,6.283766709015299,6.506644149537146
14,6.2642628327982495,6.523013723867226
15,6.279482992071245,6.523105074728996
16,6.318338482369976,6.592809197100206
17,6.419610623769823,6.588568383098891
18,6.4160879355427145,6.501129119006803
19,6.319295131018286,6.47904873424721
20,6.168196797178696,6.279218116108922
21,6.188487988431572,6.260940526838434
22,6.261066817385763,6.420259995524769
23,6.318982538170334,6.429318290751434
24,6.34400489913866,6.422438596006496
25,6.426697114685671,6.502437728059688
26,6.4436084680391446,6.576508348170308
27,6.5005031950970995,6.569405482771316
28,6.536507788619762,6.5664279873774465
29,6.542105035181455,6.59449947292605
30,6.573984859087074,6.590755438475138
31,6.566451950177369,6.586698709388025
32,6.626442213394548,6.5783167218983065
33,6.320739745217466,6.5860404154731125
34,6.2572799749626205,6.591907192610265
35,6.1697472348898375,6.4118164431456215
36,6.304228302247334,6.41053682201548
37,6.324607257103773,6.527440987522891
38,6.366576585153397,6.525614734516767
39,6.384156553993323,6.592977142183737
40,6.391725383085202,6.586298810232551
41,6.376299531708487,6.5810939443545005
42,6.340108240376205,6.259280911242251
43,6.173066404506129,6.247240634735078
44,6.055848936770209,6.099256312823137
45,6.0010634591662155,6.096423615231827
46,5.998788364642731,6.0930990441139725
47,6.138586130010234,6.201628316886867
48,6.13140875358258,6.193168320476011
49,6.139071629404233,6.534267070874941
50,5.902397921938062,6.091974649613189
51,5.972560340355643,6.240293047883502
52,5.971310039734474,6.285141029044338
53,5.929703444569913,6.323362040091088
54,5.982053627561884,6.314864314283129
55,5.944566815426748,6.312468821959264
56,6.015461771344169,6.3868037865875475
57,5.970295975445936,5.938402611669982
58,5.730182953450687,5.629724020853323
59,5.732268964572776,5.898120403270181
60,5.701268829493364,5.892324066256074
61,5.735724872959848,5.866086690823091
62,5.732889943539251,5.869226387091382
63,5.756427367978361,5.857681101683534
64,5.752279466640863,5.901735302163914
65,5.835325298116617,5.896394331465438
66,5.843348709775264,5.902868399800893
67,5.717511210095894,5.905969203422213
68,5.6865081572831535,6.029452908409985
69,5.760906013162644,6.039693056045557
70,5.856639982317028,6.042672118507518
71,5.844419438849057,6.049863413063866
72,5.912407847648022,6.0437438497091085
73,5.9005644168589795,6.290943887549103
74,5.95560904299699,6.2984456606870545
75,6.019313963734245,6.379122069505014
76,6.039841405289059,6.285230565550589
77,6.08777932027933,6.280563749181227
78,6.103159078239208,6.4334900468383385
79,6.345259344147123,6.4627106498286615
80,6.316250169677425,6.55582244461739
81,6.258334989814062,6.559342516862992
82,6.12786287825786,6.559849888415118
83,6.065788822982034,6.445902339892784
