,Nairobi,Meru
0,6.918917142641159,6.618749096401022
1,6.734997450714313,6.616766744535951
2,6.764585191897196,6.253426844787594
3,6.839996602265405,6.2183965729975075
4,6.847582666910338,6.286355275080574
5,6.7840875178290085,6.332102394085951
6,6.826732031130862,6.344155565281938
7,6.8919829141380236,6.347042671594628
8,6.754143476901811,6.348678368793648
9,6.737814618376857,6.353370535522481
10,6.736894959332139,6.39990337707474
11,6.736492478697291,6.398875541394341
12,6.7518580805548085,6.397660730246647
13,6.731676530817233,6.348822869095615
14,6.73286872857899,6.385507092158509
15,6.713360752204424,6.333428946101424
16,6.716442261281928,6.269249420091233
17,6.820726764022079,6.303709170008167
18,6.8266658924364245,6.333358082991144
19,6.795454701147532,6.397253054784485
20,6.65984862004232,6.411225983427125
21,6.659054816764169,6.20224095268945
22,6.360634965102319,6.0247331791525935
23,6.365110227145485,6.0489719303145995
24,6.499832687846701,6.031705818613825
25,6.438290944897186,6.079904811264352
26,6.436750223139949,6.125748708343024
27,6.429675613045191,6.171964065512139
28,6.4219548838385405,6.084279518939052
29,6.477993233832854,6.160490223749327
30,6.493962453213951,6.02445995151566
31,6.430157040868091,6.080902928243835
32,6.423004324293556,6.13262319487261
33,6.389637060938853,6.188812032580339
34,6.448309439533206,6.296332201117933
35,6.476152738164056,6.342078014909487
36,6.4769465579129,6.268066001924324
37,6.41964703596198,6.188135234977254
38,6.4209079730420875,6.377540743926958
39,6.508657350387003,6.344612596914546
40,6.592006318184378,6.366383085202827
41,6.553918725067488,6.354133489153418
42,6.456960017389824,6.37629211432237
43,6.460717296052026,6.386036531519875
44,6.6746858472233495,6.512519092407855
45,6.863783054289599,6.5081674948299115
46,6.8543383486645615,6.566656276212781
47,6.921842013395526,6.661181722696382
48,6.923450998784079,6.575586864175662
49,6.918950045320755,6.481973862166198
50,6.9755659902614235,6.56667362328174
51,6.974806897716756,6.644756165940486
52,6.921444217738019,6.71564269559263
53,6.917661375862936,6.781835231128974
54,6.779293171834601,6.779293171834601
55,6.779838253727508,6.734763699625318
56,6.8481759593307014,6.6392747647320345
57,6.847103084076553,6.632204273852051
