,Kasese,Kabale
0,6.455550730509163,6.295423050628368
1,6.491592672816966,6.33963097598709
2,6.500814650959307,6.382956279182296
3,6.628025456078266,6.50269341560243
4,6.737551926612268,6.503787797190775
5,6.493901525492754,6.492454347237289
6,6.536175751715301,6.472515929533271
7,6.5393086464576164,6.452171869756241
8,6.5230073591106885,6.437522699974859
9,6.525625387246635,6.439879352700918
10,6.5629303312726694,6.389134202431529
11,6.561512514144189,6.430977627840387
12,6.555773996162218,6.428850818889928
13,6.549849635989781,6.50782808209396
14,6.542930340016441,6.4799119157424165
15,6.5236865490992715,6.417643672446016
16,6.533567448084982,6.34109351982701
17,6.468579891616678,6.302693955570999
18,6.462571193596491,6.3335195478242525
19,6.462358144829634,6.342206234174506
20,6.462145141442885,6.421323146922631
21,6.494460786202137,6.464300966749482
22,6.58557784270099,6.633834815708763
23,6.598182718342347,6.726530663318947
24,6.4811770265378295,6.720004499754594
25,6.438389706434408,6.656533335384918
26,6.515723917055652,6.516054988073409
27,6.52673237592274,6.443179353104459
28,6.48892797440099,6.324637137223121
29,6.491349319745419,6.367735363778243
30,6.493243890620956,6.368444483235205
31,6.486934950587513,6.362183245615036
32,6.483668770360596,6.404374389789448
33,6.477104230830453,6.513422950125465
34,6.580822017459036,6.5463250251397
35,6.552848923455012,6.458426674196753
36,6.465480717573219,6.29596660706919
37,6.3859779967870125,6.203880881695268
38,6.37978061623217,6.222371379818112
39,6.2735519001219,6.296693428683594
40,6.373673346343568,6.286661969353938
41,6.381191082177448,6.294862998688951
42,6.3819132104237015,6.338144228160699
43,6.3827299692105095,6.3996116978692035
44,6.366752013611734,6.152243770321878
45,6.24072322980427,6.040432979467499
46,6.128219253039601,6.019240557420958
47,5.964532374597,6.025553480922692
48,5.935244157816957,6.048408247617045
49,5.9935241037689595,6.052364603791893
50,5.825055874367457,6.0358789412936265
51,5.965538258722532,6.128167557405342
52,6.041704423282574,6.121431822739718
53,6.048560223574353,6.126011951115102
54,6.2689769936693915,6.023490766989252
55,6.272174622418519,5.972722878040985
56,6.120845377845783,5.982413349222258
57,6.147106279305214,6.042672118507518
58,6.0478205114340655,6.0478205114340655
59,6.040662183171701,6.194812862998959
60,6.047597628917374,6.246782991763333
61,5.996118139407725,6.252189950590901
62,5.993888865368435,6.297009093784002
63,5.981960969757094,6.368100043372883
64,6.187492853741926,6.403227657108837
65,6.183641249773915,6.470444201289956
66,6.387632373995921,6.465912139744723
67,6.343990434392556,6.456785928537901
68,6.3825697538940895,6.4220114859453865
69,6.408733574108865,6.473885511556254
