,Kasese,Masindi
0,6.24103450985885,5.749321675046353
1,6.23443811228408,5.744222189877199
2,6.259702368792369,5.768514838364622
3,6.259461232390936,5.767067917751043
4,6.19336299942745,5.7556450336796825
5,6.198802832593043,5.76003831041583
6,6.196332546877046,5.75827196051943
7,6.1826058443495855,5.745138005155248
8,6.182094873305326,5.746732172140972
9,6.17864404255835,5.742253776773199
10,6.1752025491778495,5.742379355806811
11,6.169816863283081,6.0443917344748135
12,6.163931282404215,6.0388009473109765
13,6.158550100342805,6.03042545473073
14,6.137140924237273,6.012178564337852
15,6.1164181836843134,5.9908120879316105
16,6.194143045914918,5.957754267850688
17,6.1881343478947315,5.9505543844603475
18,6.187921299127874,5.959831323878339
19,6.187708295741125,5.953697640081862
20,6.19883111392946,6.048198643118658
21,6.2314759892196685,6.124489577113207
22,6.200955643093525,6.121292687066978
23,6.09914651097741,6.1151308672858455
24,6.13484572968216,6.354883688438217
25,6.103526461190315,6.3454359953062385
26,6.215155640961727,6.354372984576003
27,6.225378646200745,6.226266351540886
28,6.226016364544902,6.124503715111705
29,6.228437709889332,6.122483898456167
30,6.229377816873995,6.322586646191995
31,6.22409046109107,6.3185081821123745
32,6.22066563825476,6.317699905974179
33,6.213780602210712,6.3089287205934035
34,6.280316604863661,6.159197452685268
35,6.246378937137598,6.09294639019578
36,6.199506340881629,6.096754435110813
37,6.151358447078277,6.096423615231827
38,6.0930990441139725,6.0930990441139725
39,6.039056534663201,5.694091677996334
40,5.763362171362772,5.680526165783623
41,5.842409381144868,5.842409381144868
42,5.8423799122118085,5.839799265618317
43,5.807282233814959,5.839995909933781
44,5.61053185190278,5.566226000180676
45,5.563709162228571,5.563709162228571
46,5.636013349760887,5.5458622527665895
47,5.524629599794531,5.524629599794531
48,5.383910988895467,5.6625158431961315
49,5.453186604227408,5.5559317625192515
50,5.176079206531437,5.558402786077907
51,5.628345580121404,5.5407693909168145
52,5.693190550270857,5.533225900578179
53,5.7981176706960165,5.832803228683907
54,5.902868399800893,5.839586949853373
55,5.77411707231741,5.84284145138766
56,5.491199404962388,5.848587107306206
57,5.8569590430692235,5.8569590430692235
58,5.860350561713563,5.349524937947573
59,5.724754935092968,5.356716232503921
60,5.858340626377746,5.347515002611756
61,5.957985470227687,5.3544504483574284
62,5.978801689396265,5.361320841910057
63,5.96338541107502,5.560130248617659
64,5.920523449914592,5.547922489204874
65,6.033927825468742,5.544055993006281
66,6.028024938730174,5.533492954450284
67,6.074351221965816,5.528341086086172
68,6.014149721801372,5.519785375089453
69,6.071123447725916,5.688915201782019
70,6.215646277211257,5.6922920157620975
71,6.096919741577207,5.705720210627866
