,Ruhengeri,Kabale
0,6.503047143580043,6.072279499314158
1,6.483406056824133,6.067697260503449
2,6.4580201100520975,6.052711818346197
3,6.462072303071183,6.006359077614527
4,6.48201783347946,6.024352513018453
5,6.4709955425833625,6.064285957152308
6,6.488166369510057,6.066660349312275
7,6.463807508104889,6.069029117085975
8,6.458447379181679,6.054682991384673
9,6.447350931226407,6.057291672110086
10,6.438136821836177,6.177661241496442
11,6.423036955170153,6.177163334119791
12,6.3690115594171015,5.9015906574466666
13,6.356456231886373,5.897671645539842
14,6.331652474601729,6.023680066591198
15,6.559723141484033,6.075009143130266
16,6.555754696735026,6.174484605077709
17,6.553229528387629,6.243649029728372
18,6.551947251484816,6.286515678381184
19,6.553847944347396,6.340593980701529
20,6.517081920501789,6.337553263857171
21,6.52435274132019,6.46359099156879
22,6.5315710786715595,6.441080021685786
23,6.522127577269562,6.456051432526265
24,6.522183161762407,6.4534669048607585
25,6.5201018861253015,6.485442095386898
26,6.515515485816363,6.481520610117915
27,6.518057033817434,6.496402150654273
28,6.521250074688369,6.507661339637742
29,6.526788713120543,6.439371961912164
30,6.528241392978615,6.446388484045408
31,6.527121795876571,6.452357644645433
32,6.270001764617799,6.450869264021452
33,6.269718449715492,6.367671386946217
34,6.2661675203830525,6.270711842117877
35,6.4379223878830025,6.221904564035328
36,6.430693375926778,6.310436724590128
37,6.423847100351146,6.262485880339603
38,6.4156784521236645,6.422139918961293
39,6.418378881990462,6.418592104610791
40,6.428153102377929,6.201764187855715
41,6.442110231792247,6.249502828118477
42,6.447115653821153,6.247535397418392
43,6.446658961568394,6.249862128999495
44,6.44550278363884,6.085991273891787
45,6.66639972299033,6.094010137273113
46,6.665556242267333,6.094982170677143
47,6.653528021350251,6.116338155702188
48,6.647125655227941,6.09620787791807
49,6.567165796597321,6.0788112493633095
50,6.556607222265402,6.174703568313453
51,6.552153935329803,6.172308075989587
52,6.545299083577082,6.164398515114918
53,6.577327017651522,6.161546162984192
54,6.581307349783808,5.980069829740408
55,6.588628186049293,5.884794948673032
56,6.443662159889547,5.774541030599691
57,6.30853676777172,5.649097005083259
58,6.215869930156011,5.647919383584474
59,6.216417855764743,5.628345580121404
60,6.221521898296405,5.435020376845396
61,6.223895348136615,5.521269940409946
62,6.558875204169727,5.529888746837217
63,6.558483377216077,5.530633836766078
64,6.3133790251117405,5.665766672976337
65,6.31920672423058,5.754070716556787
66,6.32505006800594,5.7913576902266115
67,6.357588311440344,5.8667251963633555
68,6.354537327342481,5.859574432826674
69,6.402870006198416,5.864459412216863
70,6.228662758230336,5.870525719778315
71,6.305736287337746,5.934202644317961
72,6.293313736597789,5.921674860519634
73,6.311894659943936,5.8524256050581895
74,6.359232513843745,5.841175693608735
75,6.354311257207092,5.933806194194336
76,6.34346772741762,6.012072877856533
77,6.365224448873203,6.014656836058145
78,6.372879909203983,6.017236747212243
79,6.338091346842648,6.027516276777158
80,6.26279948004413,6.029588666448613
81,6.1915422473988455,6.033720605727233
82,6.181631142572043,6.031416811441848
83,6.1700700639371195,6.033179779515269
84,6.16846996068873,6.0322279063702595
85,6.168585027892757,6.029250595280933
86,6.149723470608057,5.840836417658244
87,6.114116662344021,5.839218878707314
88,6.208614611052379,5.839656540906341
89,6.1950563117216415,5.837656208799724
90,6.171024132620832,5.842217143333874
91,6.146400156533514,5.869442146111687
92,6.138014488237756,5.871924323661721
93,6.21544223691667,5.696518567881224
94,6.216882961569769,5.696214140666276
