,Kigali,Ruhengeri
0,6.842570399600188,6.813521055164761
1,6.8437122584612915,6.810748082922316
2,6.8007769508038365,6.790431092119046
3,6.820810357484784,6.765571627177055
4,6.82736972891808,6.779237455066693
5,6.814019102862512,6.792719043066423
6,6.826507321767071,6.798544539692396
7,6.84191811374304,6.821736316210255
8,6.8202575541329695,6.7911934211890586
9,6.833728877493803,6.805207369387469
10,6.800279744726102,6.792370396876302
11,6.793554642890417,6.861092994156332
12,6.7719535922922365,6.813201935145533
13,6.758000564266977,6.802872318444153
14,6.7212658919704715,6.78904322653777
15,6.703479117785936,6.768226647180095
16,6.785334422519099,6.762050781454818
17,6.755766141787966,6.736856110620549
18,6.717248302801321,6.792533393429326
19,6.664910991817286,6.8110443112941885
20,6.707201397306945,6.810413684426482
21,6.697095349804479,6.809377056711561
22,6.733867281623032,6.810479038787743
23,6.700814450558537,6.811583308225625
24,6.689723586846337,6.805929147388593
25,6.6743567134837765,6.800242835141403
26,6.665923941155782,6.848428079655556
27,6.672779681960333,6.847954797375551
28,6.655045597540877,6.845384689993779
29,6.71684369048589,6.841007786991967
30,6.708700849526039,6.843339265348304
31,6.729047404872518,6.846374027923991
32,6.740156270879217,6.852737401657419
33,6.736950255393017,6.853417162565521
34,6.762441001500652,6.854164942208932
35,6.738670896924738,6.858107532387714
36,6.740386751634418,6.8576869493303585
37,6.73126419226331,6.853863218306122
38,6.726288454889494,6.848732973604506
39,6.717691219819535,6.836158484034943
40,6.710844944243903,6.828856108109329
41,6.700960386272553,6.820229900963154
42,6.708831039316058,6.8233815623447205
43,6.711642296569674,6.833153202340072
44,6.729792304244028,6.847343831622957
45,6.733138989151593,6.852580761929317
46,6.746142628820267,6.851658411926584
47,6.793398039925528,6.805668132517342
48,6.733451860868217,6.805091157745374
49,6.753683690801384,6.8045167566006155
50,6.717750303619431,6.8359432593471405
51,6.735917475924561,6.829728545544641
52,6.703561440821989,6.817473276852352
53,6.689987454735453,6.807652905583659
54,6.665763286031526,6.710613852196878
55,6.6779209718187635,6.703079531454919
56,6.684282006142507,6.730464012647935
57,6.678394254959284,6.773753335714742
58,6.693929633217189,6.815897885274675
59,6.6977144406677915,6.820153170268654
60,6.69238226240041,6.8146565005002975
61,6.686515476616472,6.809158933198022
62,6.683849687622107,6.806864602037824
63,6.679018664498173,6.796921553933091
64,6.687468087052061,6.827230029427219
65,6.692713863657936,6.813598416771321
66,6.692168888666519,6.810071778101436
67,6.6905378374704165,6.807959666693399
68,6.69153143983644,6.812208833519188
69,6.699595868752542,6.817439060212475
70,6.695801192539341,6.8355631349145005
71,6.693082555814008,6.830828488019258
72,6.693099850728996,6.809306459696213
73,6.692571462208575,6.7872859902530065
74,6.680529095912827,6.776335923355868
75,6.667509450724559,6.763516390622766
76,6.654462786874487,6.8760581790826185
77,6.646914586295526,6.870501498290906
78,6.6416234387724655,6.862767211617764
79,6.629659486627841,6.852355510523528
80,6.630052596320832,6.851404835019904
81,6.628206218016323,6.851349769330533
82,6.62539853644093,6.849216775737552
83,6.638285027847643,6.782376834188294
84,6.663570276675353,6.633588287510623
85,6.654302151366751,6.593910587099939
86,6.640288078433971,6.579529471221743
87,6.632482985797308,6.5716571634839
88,6.623647077140293,6.563257642718898
89,6.602632666494492,6.544967024644683
90,6.577633782360149,6.52531244516117
91,6.5815348357162815,6.520605123980702
92,6.5973111441995576,6.5365525369873305
93,6.576537734978924,6.528800562976612
94,6.581270989480428,6.520988026077239
95,6.569050750613709,6.50794577195153
96,6.564022491575047,6.5031243093684505
97,6.560668443687492,6.50014577425938
