,Makueni,Mombasa
0,5.672257771114077,5.672257771114077
1,5.607201430095136,5.651678900329039
2,5.462824809370439,5.559612094317776
3,5.333949816285504,5.508948156693528
4,5.349462241371606,5.6263395456444005
5,5.481943663473394,5.628726783762941
6,5.472726447798502,5.623469969304146
7,5.467497122992928,5.648495052856374
8,5.462340657061212,5.645324684896288
9,5.536619845038593,5.642164336412144
10,5.533469158949079,5.701232614430102
11,5.533082327677524,5.7330818821748855
12,5.5313670964152335,5.75819389314574
13,5.567668428834388,5.732670950171132
14,5.564559587113302,5.6348541569084265
15,5.559682602097261,5.726462901680004
16,5.624883450128195,5.720646562679751
17,5.619678783453023,5.715593832472825
18,5.614208968142071,5.709519147946396
19,5.607915721583421,5.7042127310879
20,5.601256645229004,5.698466882606674
21,5.593780938502481,5.828932639445087
22,5.723653190756857,5.8083487644079135
23,5.852145456585041,5.798502773635724
24,5.845122746289084,5.894760727380856
25,5.844499814945302,5.893770863952085
26,5.834345209659806,5.931263106852228
27,5.824267363044296,6.044876058755317
28,6.04216558817297,6.040135130622588
29,6.038454229669367,6.08743755590237
30,6.139219946114761,6.156595783368672
31,6.135997253363657,6.106228931967803
32,6.144547481161383,6.10914137552613
33,6.063235281664326,6.0124208253056635
34,5.827897636831899,6.0093684917455406
35,5.821020721157123,5.798358695976124
36,5.829008084019791,5.8025463916065
37,5.748807832035669,5.731476442585433
38,5.661610234310085,5.615090218675191
39,5.649511699367608,5.585998293645282
40,5.661378385458679,5.647585063326344
41,5.585025615074678,5.648741429460785
42,5.58235413943052,5.643752455676265
43,5.5796897815577475,5.546241847490208
44,5.571469864395836,5.569821059405653
45,5.478975420118808,5.594161829927926
46,5.461348591226512,5.625046498777687
47,5.533103930409219,5.6259706148010675
48,5.493764995402652,5.562411186352244
49,5.488603902297297,5.488603902297297
50,5.519252533139814,5.481896746596045
51,5.478688512148342,5.478688512148342
52,5.482449361196043,5.442339363857878
53,5.326627938133827,5.404987014890031
54,5.329098957286026,5.476969285325734
55,5.1552346087851975,5.51190955272393
56,5.1597098708283635,5.516384814767096
57,5.164205250909102,5.451887323360883
58,5.174496609311817,5.452128345910097
59,5.161121429907578,5.298810832680764
60,5.156043492689143,5.247015270894869
61,5.241962988902053,5.197511226331219
62,5.288499750771752,5.288499750771752
63,5.288858747214537,5.110171222312179
64,5.289217614825124,5.106058887618105
65,5.327083827291157,5.198150143915265
66,5.31777835669995,5.274217653954362
67,5.308385480337343,5.348390814951041
68,5.310717953250545,5.3505638617977445
69,5.311860916860842,5.352724675040466
70,5.313002575596607,5.352533414353242
71,5.35619723604966,5.360036012356825
72,5.315277230296298,5.313287179888288
73,5.309640517859576,5.344731837670846
74,5.301725070564156,5.336953762447899
75,5.252987213063888,5.476130764378098
76,5.469077126936084,5.755085558829836
77,5.3670513864582405,5.807565399260921
78,5.620864299829009,5.729077884469241
79,5.618866877279254,5.7270804619194875
80,5.608769295986667,5.743380796726998
81,5.600296329069907,5.771672679766035
82,5.591750957061961,5.7694321342994135
83,5.636546245502639,5.747388497238671
84,5.679420655000553,5.746629404694002
85,5.72055307994949,5.743367757715662
86,5.742961432185641,5.743795460590952
87,5.7166284147808275,5.74005315666646
88,5.68958317226612,5.7270849619597355
