,Kisumu,Nakuru
0,6.925020739609445,6.398194774497013
1,6.916714914225894,6.384698472136362
2,6.903102669897625,6.438302868526916
3,6.944983520439066,6.432925990142166
4,6.944078734159975,6.3716014051639265
5,6.959804721936134,6.386648304973945
6,6.962469649556401,6.451718963030507
7,6.955863003621561,6.4487076584972955
8,6.802132625838909,6.436726620121427
9,6.797132431201746,6.4436668044931
10,6.792663010662613,6.446450009909804
11,6.738179698461554,6.485283742095189
12,6.790578410452024,6.554696674159666
13,6.734416965742569,6.547987259052753
14,6.78819965270293,6.483603857809086
15,6.732362083233483,6.536468174366648
16,6.6109272019424825,6.533368967596608
17,6.606750370556886,6.528469230097079
18,6.661817556307076,6.509328249937939
19,6.713376658101881,6.517076679684085
20,6.707919411616958,6.506506876358174
21,6.700426658395675,6.506947462931485
22,6.690153584577086,6.494855823139383
23,6.7756642982529165,6.475317329493039
24,6.768181378927941,6.412670748903304
25,6.8574173798129365,6.422393469463228
26,6.945844058659234,6.433268040607714
27,6.846520602884505,6.422974334594903
28,6.833333419119588,6.450679519091376
29,6.827298231769488,6.432644039765539
30,6.828201556120558,6.8491590429770435
31,6.831905765651529,6.482521733841636
32,6.833093794382744,6.414559655454889
33,6.840011086199327,6.4437583877859055
34,6.842086952579462,6.444824767251019
35,6.743678034426032,6.441427189427153
36,6.737567502194116,6.43631017186397
37,6.749620673390103,6.450885006547106
38,6.8468489001110076,6.453087884300771
39,6.848159397488767,6.454191311858216
40,6.853176764038861,6.451858171892545
41,6.849704299002957,6.453013202388689
42,6.851787878926591,6.416217016430829
43,6.938172336872028,6.532283230453505
44,6.933386187411803,6.520031071425579
45,6.9242602542843255,6.503776627459613
46,6.830563101473199,6.434348753137186
47,6.826550927891677,6.380900786401212
48,6.839075902690276,6.536741553451624
49,6.909096409377089,6.529801019002309
50,6.907241508137412,6.5278163090448675
51,6.903043764041586,6.521109153343616
52,6.8972163678432175,7.183436604386768
53,6.8990490718112625,7.1907652847224615
54,6.895078169691565,7.183174406572542
55,6.809435037407744,7.187014165146625
56,6.81028303247135,7.120013242144894
57,6.7213571194261155,7.123612710625074
58,6.818620079733808,7.130773010700321
59,6.819802918443612,7.126805802875904
60,6.812001420758136,7.1228227936051365
61,6.806494489973673,7.116770678167922
62,6.662215329684782,7.161237632979397
63,6.718006211657632,7.244645979701413
64,6.800221540532602,7.243769219687977
65,6.793248600397694,7.035867321711047
66,6.792769087431823,7.072326129377245
67,6.709252955693816,7.206165137455979
68,6.7010744499692105,7.171202387748887
69,6.787359453208324,7.166682279178047
70,6.687521299668765,7.153405844266326
71,6.775413748508359,7.148856416048117
72,6.768512121403341,7.141065800267546
73,6.7725331795303925,7.144564718188092
74,6.767813135058409,7.1406900535734215
75,6.764907859518475,7.13931743579251
76,6.755210672344658,7.131948006281767
77,6.737945960721086,7.117044192988508
