,Kabale,Mulindi
0,6.701852140811479,6.81738641762939
1,6.701370265931681,6.813521055164761
2,6.700888158736531,6.807770681886676
3,6.696305919925822,6.7760978809169945
4,6.747314433444672,6.75549879438876
5,6.743174060860236,6.752097401946285
6,6.734841530009721,6.754797815745553
7,6.769371524285239,6.767494833372926
8,6.822492356596554,6.750147987945943
9,6.792521356799219,6.7611142054171625
10,6.761624268926409,6.745774752578109
11,6.747550490779322,6.7484220841200795
12,6.747654111243598,6.702427529643627
13,6.676617289707049,6.688547499490726
14,6.67576964936374,6.676085989263267
15,6.669877482592703,6.656985645303576
16,6.698488811606276,6.710253252164891
17,6.722171093365387,6.698471867612233
18,6.736131877407526,6.684263425495448
19,6.747918247451214,6.665469807143367
20,6.650603785065676,6.659403230216061
21,6.645487811401757,6.673209519653741
22,6.71367257311054,6.681718944500208
23,6.709005219374411,6.68441167711708
24,6.646740803749382,6.67550015231221
25,6.677944559785632,6.661708758240538
26,6.673782636202998,6.652412085236046
27,6.635611015110019,6.652013908456621
28,6.7219391630175345,6.649542006323898
29,6.721086458204746,6.645975163348919
30,6.788462071485471,6.6477178106060135
31,6.794677633103546,6.651141358838321
32,6.802743518466312,6.658581387216461
33,6.81029955490473,6.665767649019375
34,6.81765089567165,6.655323236739954
35,6.818594044146769,6.6607232367284945
36,6.816275987714999,6.662003795379246
37,6.841756325876922,6.657755920277485
38,6.837859359975327,6.673914955157913
39,6.856297778828265,6.670388654990838
40,6.828146904917544,6.647264212055518
41,6.824710669043093,6.630568861681154
42,6.78559093189116,6.637074274733229
43,6.671429464873556,6.6510176747532395
44,6.700512893768329,6.664975966741286
45,6.72941128792138,6.669561124827782
46,6.791459411432239,6.668684569781263
47,6.759759979614422,6.6689260161183475
48,6.7566361287981715,6.667517666091672
49,6.756606659865112,6.6649977390414215
50,6.754222657587084,6.665818678860372
51,6.720362186991064,6.661096265241573
52,6.743758663329377,6.674697865768655
53,6.789641222281523,6.664262563497018
54,6.788237301679952,6.659809276561418
55,6.805475249509322,6.653201819598087
56,6.80437423335443,6.65900504866579
57,6.7850564920558885,6.647588603737463
58,6.716524247478587,6.600573046815747
59,6.7007371741623745,6.617306296845496
60,6.71657941770138,6.61440822419771
61,6.681182754941851,6.623072924813738
62,6.714846285049665,6.628318701419614
63,6.71768342595075,6.627558448366056
64,6.722600088969929,6.629100317627914
65,6.676651637364539,6.636799746645856
66,6.678660885227515,6.638192654794407
67,6.685251759471619,6.663210625225972
68,6.707752652457285,6.655321267645033
69,6.736654824225794,6.630667434440515
70,6.627869209643369,6.6404734313287825
71,6.657638174942715,6.6191186462889
72,6.644861137314954,6.608868074557321
73,6.641552832590525,6.595873385409056
74,6.687766090223947,6.583410267806092
75,6.71114546597463,6.576270675760085
76,6.710404103204066,6.570920669456183
77,6.761325118056105,6.573683448504491
78,6.709348194898657,6.588178004034093
79,6.710343448305115,6.565125371416499
80,6.706572548026639,6.555929656478118
81,6.696712784906028,6.527823990363879
82,6.698618671297639,6.523308578377271
83,6.697666798152629,6.511744944632696
84,6.6941109837239425,6.49898560044542
85,6.6888326020961735,6.48619570722927
