,Busia,Tororo
0,5.442819559302515,5.380096300829159
1,5.368390731264161,5.440210694952086
2,5.367908856384362,5.496915354410596
3,5.351975757904964,5.4923331155998865
4,5.328980718580166,5.745240071819211
5,5.402413493497336,5.709080380694847
6,5.624919297368462,5.549749753989781
7,5.654594186213162,5.558112752196465
8,5.655251409158446,5.558939057898939
9,5.74055434548759,5.831958815207664
10,5.7112072009785875,5.832478206686689
11,5.7638030947339844,5.423705056340891
12,5.612515317093071,5.422411619857062
13,5.566786906099898,5.4159222635835285
14,5.697072309837952,5.494131465841262
15,5.700987244766897,5.519599830964739
16,5.688592229992797,5.552361780399109
17,5.697319423884363,5.580410132276577
18,5.636170643723225,5.5540732815360245
19,5.6194313433579515,5.544493151148241
20,5.629948896936181,5.554071012816001
21,5.714692616025398,5.72891973731553
22,5.80807891460058,5.726895565763109
23,5.76549916484374,5.72931576756422
24,5.752193689028138,5.722318971851242
25,5.76315459508666,5.719024469005042
26,5.861196332657981,5.790922231014981
27,5.928837110631458,5.863462419105324
28,6.079054370053745,5.910368925640306
29,6.083893311057493,5.952030943892073
30,5.980881500846523,5.9926827055215375
31,6.01459182757544,5.939471197107332
32,5.688290027834117,5.801237833304102
33,5.474777111293995,5.251160858481973
34,5.462532472239282,5.429487677461824
35,5.416722136441101,5.425681877812573
36,5.477651372541887,5.423792202869158
37,5.480279080286579,5.414996788196163
38,5.433135781583236,5.442816399293959
39,5.450898467104721,5.411983050855047
40,5.44403246461266,5.398793679133816
41,5.411591328899088,5.283441623247333
42,5.281738231253175,5.286242743374279
43,5.235077220363793,5.28116832756406
44,5.241253311880692,5.287132917631387
45,5.357897063254608,5.277331206209998
46,5.3907923781495715,5.378572266814796
47,5.347322780520523,5.402835490450782
48,5.258887923850967,5.396443466775215
49,5.254202785427384,5.390040984149822
50,5.186003984847137,5.2688916446529035
51,5.136607962555095,5.050067506224038
52,5.285397988508652,5.123795709372973
53,5.2114667656400835,5.116156585835759
54,5.197853192215453,5.114366047948352
55,4.985817556396541,5.093877129023532
56,5.09438446268788,4.736172239430261
57,5.025513391645289,4.726270496792432
58,5.041170232632022,4.767474402154981
59,4.888397134079656,4.770614098423273
60,4.916389067603962,4.751633834527906
61,4.9122411662664645,4.743747611079802
62,4.785862950560118,4.514828111541494
63,4.85034721833305,4.530625792136653
64,4.9101258398461045,4.74422916271955
65,5.09637269505928,4.8450582667783735
66,5.065030317949494,4.943140500340458
67,4.9922619316572865,4.944059829839408
68,5.020243995882708,4.7681129076952455
69,5.177463538409615,5.019239533194721
70,5.228470645496867,5.131306897043219
71,5.28346871561634,5.145237330006572
72,5.367156127707497,5.300741684808489
73,5.281200919368427,5.289896626335981
74,5.315883093287069,5.223509773156054
75,5.353189561812566,5.273482819201824
76,5.587374617670365,5.271703635316351
77,5.789448942038557,5.760461405165304
78,5.629726330391688,5.691784644209972
79,5.520799860898352,5.866702707855173
80,5.546362418443445,5.45602325136114
