,Tororo,Kasese
0,5.380096300829159,6.508758487035613
1,5.440210694952086,6.539900972981392
2,5.496915354410596,6.41637566104603
3,5.4923331155998865,6.270091307803748
4,5.745240071819211,6.2438751272113935
5,5.709080380694847,6.24103450985885
6,5.549749753989781,6.19336299942745
7,5.558112752196465,6.198802832593043
8,5.558939057898939,6.196332546877046
9,5.831958815207664,6.1826058443495855
10,5.832478206686689,6.182094873305326
11,5.423705056340891,6.17864404255835
12,5.422411619857062,6.1752025491778495
13,5.4159222635835285,6.169816863283081
14,5.494131465841262,6.163931282404215
15,5.519599830964739,6.158550100342805
16,5.552361780399109,6.137140924237273
17,5.580410132276577,6.1164181836843134
18,5.5540732815360245,6.194143045914918
19,5.544493151148241,6.1881343478947315
20,5.554071012816001,6.187921299127874
21,5.72891973731553,6.187708295741125
22,5.726895565763109,6.19883111392946
23,5.719024469005042,6.2314759892196685
24,5.790922231014981,6.200955643093525
25,5.863462419105324,6.09914651097741
26,5.910368925640306,6.13484572968216
27,5.952030943892073,6.103526461190315
28,5.9926827055215375,6.215155640961727
29,5.939471197107332,6.225378646200745
30,5.801237833304102,6.226016364544902
31,5.251160858481973,6.228437709889332
32,5.429487677461824,6.229377816873995
33,5.425681877812573,6.22409046109107
34,5.423792202869158,6.22066563825476
35,5.442816399293959,6.213780602210712
36,5.411983050855047,6.280316604863661
37,5.398793679133816,6.246378937137598
38,5.283441623247333,6.199506340881629
39,5.286242743374279,6.151358447078277
40,5.28116832756406,6.0930990441139725
41,5.287132917631387,6.039056534663201
42,5.277331206209998,5.763362171362772
43,5.378572266814796,5.842409381144868
44,5.402835490450782,5.8423799122118085
45,5.396443466775215,5.807282233814959
46,5.116156585835759,5.61053185190278
47,5.114366047948352,5.563709162228571
48,5.093877129023532,5.636013349760887
49,4.736172239430261,5.524629599794531
50,4.726270496792432,5.383910988895467
51,4.767474402154981,5.453186604227408
52,4.770614098423273,5.176079206531437
53,4.751633834527906,5.628345580121404
54,4.743747611079802,5.693190550270857
55,4.514828111541494,5.7981176706960165
56,4.530625792136653,5.902868399800893
57,4.74422916271955,5.77411707231741
58,4.8450582667783735,5.491199404962388
59,4.943140500340458,5.8569590430692235
60,4.944059829839408,5.860350561713563
61,4.7681129076952455,5.724754935092968
62,5.019239533194721,5.858340626377746
63,5.131306897043219,5.957985470227687
64,5.145237330006572,5.978801689396265
65,5.300741684808489,5.96338541107502
66,5.289896626335981,5.920523449914592
67,5.223509773156054,6.033927825468742
68,5.273482819201824,6.028024938730174
69,5.271703635316351,6.074351221965816
70,5.760461405165304,6.014149721801372
71,5.691784644209972,6.071123447725916
72,5.866702707855173,6.215646277211257
73,5.45602325136114,6.096919741577207
