,Kampala,Nakuru
0,5.470728347419592,5.817918889704553
1,5.458969852156508,5.952827783894579
2,5.460547710239721,5.8149140715156005
3,5.456993749154578,5.81330760318416
4,5.428510313927199,5.804490381229515
5,5.430104293642521,5.808257938442922
6,5.461639567537767,5.809124384947471
7,5.566097417567529,5.8149307154519505
8,5.567228546636379,5.664759169400631
9,5.595170821967687,5.655378637757975
10,5.611889148977269,5.648495052856374
11,5.612619207362562,5.740032636437907
12,5.911840245564505,5.736872287953763
13,5.6792556011719855,5.792136561535243
14,5.54276441635688,5.791749730263689
15,5.534623610463989,5.790034499001399
16,5.533937237081611,5.79116715685274
17,5.58418308839212,5.733320098592375
18,5.633328596293082,5.631754950138386
19,5.653388594799817,5.624883450128195
20,5.7656386678618405,5.713323683938286
21,5.733866391976621,5.743774172496715
22,5.728602018516291,5.714778867125782
23,5.735801902138559,5.706784510899772
24,5.731147736751843,5.695780106457602
25,5.7298585308937655,5.681887239771205
26,5.730052415847992,5.718796031024982
27,5.726010375083201,6.018177580755495
28,5.720502665874353,6.070669087176049
29,5.811989948718504,6.05672993964002
30,5.790089578940895,5.991710855812071
31,5.958899158256917,6.135999480571325
32,6.102029828334253,6.1332110570663225
33,6.109099196459389,6.139219946114761
34,6.033060576314948,6.0484778753471
35,5.798513035977917,6.051276038046907
36,5.676134973936596,5.948733006048405
37,5.719883455785202,6.050020259012001
38,5.623736305825427,5.938092164952554
39,5.528757383475383,5.952296109229553
40,5.6189089775824845,5.954056454859652
41,5.7011708566512205,5.838868489147492
42,5.5896642280924995,5.9547313924847165
43,5.600378535003355,5.95588642298086
44,5.4036072545508675,5.957042789115302
45,5.508936755458621,6.063805154516606
46,5.400951363887112,5.836471692020788
47,5.405414085303052,6.048450743371156
48,5.341019025467256,5.936332087663777
49,5.398856937986302,5.9363307326786785
50,5.398827469053243,5.879830221345724
51,5.501201391272897,5.929388861474562
52,5.331933353342541,5.926970446599849
53,5.3284461754094945,5.894831007497779
54,5.320655145316519,5.8002721362758045
55,5.37278049187107,5.80167979138275
56,5.307211822598467,5.7981215105407165
57,5.245255431110037,5.800098106773262
58,5.225047245462376,5.915149965809983
59,4.918493796224216,5.921849922875261
60,4.922703897779067,5.9263453029559985
61,5.235160533260355,5.923690474859021
62,5.110232640733851,5.863944341745999
63,5.090235997406944,5.800400509079656
64,4.840078720018234,5.787819960666048
65,4.734190940015797,5.65718560737662
66,4.743484072790689,5.661178635711002
67,4.837486656206132,5.66782598509604
68,4.929799495233464,5.796331122201078
69,5.097291180167716,5.648116296094692
70,5.098210509666667,5.647768927166013
71,4.949208222765956,5.6489308343495415
72,5.167659538312995,5.648914721993819
73,5.267067944995011,5.648898609378483
74,5.302970958847781,5.654876311508777
75,5.359091567870766,5.6514654163546005
76,5.344647141107389,5.645262052600476
77,5.340780644908796,5.632775693106237
78,5.3849382601271465,5.630281444205356
79,5.40823271379379,5.753828487639785
80,5.864484127981471,6.076667374731454
81,5.834407818866163,6.072849423572065
82,5.867905353820933,6.1586963643158334
83,5.700038377160435,6.101213747012686
84,5.615845094691474,6.04022427061924
85,5.422650721538611,6.192074318500116
86,5.223026601671128,6.190513622706112
87,5.253389207250436,5.882366632522318
88,5.285013504540038,5.814204585907329
89,5.336103414720988,5.810214935358393
90,5.3565503491268665,5.809553913892397
91,5.481495533484364,5.669366989291664
92,5.510474737547807,5.67381500905141
93,5.528609313850247,5.672935144008969
94,5.578517035568579,5.6727702922670815
95,5.615425469944242,5.669971287485432
96,5.432963261125375,5.723291611159681
97,5.383303193424278,5.720196323172665
98,5.269516812452338,5.428612709405602
