,Machakos,Mombasa
0,6.867023396662568,6.510348452723836
1,6.869118515768734,6.512443571830001
2,6.876230575440013,6.5051668940491805
3,6.862913410127825,6.486796342159372
4,6.8054951672765,6.467850472622874
5,6.744210224043156,6.418961449791793
6,6.624818783590919,6.434097024671697
7,6.642141817272417,6.418221566890035
8,6.644353091804366,6.510998268439593
9,6.3485258183179205,6.459490436330043
10,6.494846391639547,6.390116989918731
11,6.49167602367946,6.478089829715817
12,6.489935121849543,6.474929481231673
13,6.486707229880043,6.394379794990048
14,6.48494600840802,6.331220952106643
15,6.483181679561344,6.328674810950266
16,6.482892873065308,6.329453177981828
17,6.5489577381011435,6.3263443362607426
18,6.6109272019424825,6.323245129490702
19,6.606127899326081,6.318860850744129
20,6.600716001527368,6.312825964012967
21,6.595038221153797,6.308189135005908
22,6.588744974595147,6.301897975260787
23,6.5818766713333865,6.296493690708409
24,6.57314099196354,6.285248857542706
25,6.619488712682139,6.264838674486926
26,6.66378313657336,6.410486547088463
27,6.656900779427753,6.4058284525885325
28,6.656551736270831,6.405557564197626
29,6.645696744609984,6.4523627935944035
30,6.634353341135345,6.450679519091376
31,6.738350745752991,6.509884662547683
32,6.731601410229312,6.537753230175887
33,6.736595585847204,6.5502048474465235
34,6.734485810897574,6.551652352377571
35,6.744168603710505,6.557713227970057
36,6.7472407022661764,6.52377822254869
37,6.7431674395719465,6.51976849303224
38,6.740634989261978,6.383011590139608
39,6.747843346528941,6.392438244030685
40,6.721702696322021,6.396774625959364
41,6.449411148831758,6.156309008910638
42,6.469657770461288,6.16126506241307
43,6.518358185006328,6.152532412788772
44,6.50303189297508,6.146536176566175
45,6.618975316091951,6.210731656599062
46,6.610090623639443,6.204069187283272
47,6.609707247941118,6.205901891251317
48,6.4887842177729995,6.201930989131619
49,6.421717222013925,6.20224095268945
50,6.205056733283875,6.118045356294245
51,6.362253082344705,6.0272104385330865
52,6.368178055235038,5.9241206079338875
53,6.291757457058001,6.1272894301002605
54,6.204254566255459,6.125748708343024
55,6.264134525311796,6.118854240198191
56,6.280856042868541,6.113801958205374
57,6.307777643798006,6.115959268939291
58,6.359539473654137,6.119029349841629
59,6.351071053975522,6.016190598314098
60,6.342720141151101,6.006829976723273
61,6.408357388521492,6.003571397587136
62,6.342078014909487,6.005895591360872
63,6.376755098149193,6.007195741208013
64,6.4102698741493835,6.006149756156551
65,6.348736504576648,6.012121706118997
66,6.372625633142221,6.008424410856243
67,6.406929179597177,6.0008016004478915
68,6.401664499440328,5.990880229854564
69,6.391087273239116,5.9869563881440895
70,6.445717014792534,6.160550666938001
71,6.654523873933005,6.163527500113747
72,6.56421417981717,6.159860800561695
73,6.564438980404133,6.159528657331003
74,6.560727550511428,6.1496851831051575
75,6.573267574406247,6.35918506211072
76,6.58565229164104,6.532306310935747
